target_id	length	eff_length	est_counts	tpm
U00096.3|b0114|AAC73225.1|CDS|aceE	2664	2485	873	14.5806
U00096.3|b0115|AAC73226.1|CDS|aceF	1893	1714	975	23.6092
U00096.3|b0116|AAC73227.1|CDS|lpd	1425	1246	469	15.6222
U00096.3|b0117|AAC73228.1|CDS|yacH	1854	1675	7	0.173448
U00096.3|b0118|AAC73229.1|CDS|acnB	2598	2419	222	3.80894
U00096.3|b0119|AAC73230.2|CDS|yacL	363	184	3	0.67669
U00096.3|b0120|AAC73231.1|CDS|speD	795	616	15	1.01064
U00096.3|b0121|AAC73232.1|CDS|speE	867	688	24	1.4478
U00096.3|b0122|AAC73233.2|CDS|yacC	348	169	3	0.736752
U00096.3|b0123|AAC73234.1|CDS|cueO	1551	1372	7	0.211753
U00096.3|b0124|AAC73235.1|CDS|gcd	2391	2212	29	0.544126
U00096.3|b0125|AAC73236.2|CDS|hpt	537	358	10	1.15932
U00096.3|b0126|AAC73237.1|CDS|can	663	484	19	1.62928
U00096.3|b0127|AAC73238.1|CDS|yadG	927	748	4	0.221945
U00096.3|b0128|AAC73239.1|CDS|yadH	771	592	3	0.210323
U00096.3|b0129|AAC73240.1|CDS|yadI	441	262	0	0
U00096.3|b0130|AAC73241.1|CDS|yadE	1230	1051	7	0.276428
U00096.3|b0131|AAC73242.1|CDS|panD	381	202	10	2.05464
U00096.3|b0132|AAC73243.1|CDS|yadD	903	724	2	0.114651
U00096.3|b0133|AAC73244.1|CDS|panC	852	673	12	0.740036
U00096.3|b0134|AAC73245.1|CDS|panB	795	616	5	0.336881
U00096.3|b0135|AAC73246.1|CDS|yadC	1239	1060	7	0.274081
U00096.3|b0136|AAC73247.1|CDS|yadK	597	418	5	0.496456
U00096.3|b0137|AAC73248.1|CDS|yadL	606	427	4	0.388793
U00096.3|b0138|AAC73249.2|CDS|yadM	570	391	3	0.318443
U00096.3|b0139|AAC73250.1|CDS|htrE	2598	2419	8	0.137259
U00096.3|b0140|AAC73251.1|CDS|yadV	741	562	6	0.4431
U00096.3|b0141|AAC73252.1|CDS|yadN	585	406	0	0
U00096.3|b0142|AAC73253.1|CDS|folK	480	301	0	0
U00096.3|b0143|AAC73254.2|CDS|pcnB	1398	1219	28	0.953325
U00096.3|b0144|AAC73255.3|CDS|gluQ	927	748	7	0.388403
U00096.3|b0145|AAC73256.1|CDS|dksA	456	277	28	4.19532
U00096.3|b0146|AAC73257.1|CDS|sfsA	705	526	8	0.631235
U00096.3|b0147|AAC73258.2|CDS|ligT	531	352	2	0.235816
U00096.3|b0148|AAC73259.2|CDS|hrpB	2430	2251	30	0.553137
U00096.3|b0149|AAC73260.1|CDS|mrcB	2535	2356	20	0.352323
U00096.3|b0150|AAC73261.1|CDS|fhuA	2244	2065	43	0.864241
U00096.3|b0151|AAC73262.1|CDS|fhuC	798	619	7	0.469347
U00096.3|b0152|AAC73263.1|CDS|fhuD	891	712	6	0.34975
U00096.3|b0153|AAC73264.1|CDS|fhuB	1983	1804	9	0.207058
U00096.3|b0154|AAC73265.1|CDS|hemL	1281	1102	36	1.35584
U00096.3|b0155|AAC73266.1|CDS|clcA	1422	1243	7	0.23373
U00096.3|b0156|AAC73267.1|CDS|erpA	345	166	12	3.00027
U00096.3|b0157|AAC73268.1|CDS|yadS	624	445	9	0.8394
U00096.3|b0158|AAC73269.1|CDS|btuF	801	622	3	0.200179
U00096.3|b0159|AAC73270.1|CDS|mtn	699	520	37	2.95315
U00096.3|b0160|AAC73271.1|CDS|dgt	1518	1339	4	0.123984
U00096.3|b0161|AAC73272.1|CDS|degP	1425	1246	39	1.29907
U00096.3|b0162|AAC73273.2|CDS|cdaR	1158	979	14	0.593515
U00096.3|b0163|AAC73274.1|CDS|yaeH	387	208	7	1.39676
U00096.3|b0164|AAC73275.2|CDS|yaeI	813	634	4	0.261853
U00096.3|b0166|AAC73277.1|CDS|dapD	825	646	18	1.15645
U00096.3|b0167|AAC73278.1|CDS|glnD	2673	2494	13	0.216338
U00096.3|b0168|AAC73279.1|CDS|map	795	616	16	1.07802
U00096.3|b0169|AAC73280.1|CDS|rpsB	726	547	1710	129.746
U00096.3|b0170|AAC73281.1|CDS|tsf	852	673	194	11.9639
U00096.3|b0171|AAC73282.1|CDS|pyrH	726	547	36	2.7315
U00096.3|b0172|AAC73283.1|CDS|frr	558	379	54	5.91345
U00096.3|b0173|AAC73284.1|CDS|dxr	1197	1018	10	0.407698
U00096.3|b0174|AAC73285.1|CDS|ispU	762	583	23	1.63737
U00096.3|b0175|AAC73286.2|CDS|cdsA	858	679	23	1.40587
U00096.3|b0176|AAC73287.1|CDS|rseP	1353	1174	59	2.08579
U00096.3|b0177|AAC73288.1|CDS|bamA	2433	2254	136	2.50422
U00096.3|b0178|AAC73289.1|CDS|skp	486	307	21	2.83901
U00096.3|b0179|AAC73290.1|CDS|lpxD	1026	847	75	3.67506
U00096.3|b0180|AAC73291.1|CDS|fabZ	456	277	11	1.64816
U00096.3|b0181|AAC73292.1|CDS|lpxA	789	610	22	1.49685
U00096.3|b0182|AAC73293.1|CDS|lpxB	1149	970	14	0.599022
U00096.3|b0183|AAC73294.1|CDS|rnhB	597	418	7	0.695038
U00096.3|b0184|AAC73295.1|CDS|dnaE	3483	3304	35	0.439658
U00096.3|b0185|AAC73296.1|CDS|accA	960	781	17	0.903409
U00096.3|b0186|AAC73297.1|CDS|ldcC	2142	1963	23	0.486289
U00096.3|b0187|AAC73298.2|CDS|yaeR	390	211	7	1.3769
U00096.3|b0188|AAC73299.1|CDS|tilS	1299	1120	13	0.481739
U00096.3|b0189|AAC73300.2|CDS|rof	255	76.0064	1	0.546055
U00096.3|b4406|AAT48124.1|CDS|yaeP	201	27.2129	0	0
U00096.3|b0190|AAC73301.1|CDS|yaeQ	546	367	1	0.113089
U00096.3|b0191|AAC73302.1|CDS|arfB	423	244	3	0.510291
U00096.3|b0192|AAC73303.1|CDS|nlpE	711	532	5	0.390072
U00096.3|b0193|AAC73304.2|CDS|yaeF	825	646	2	0.128494
U00096.3|b0194|AAC73305.1|CDS|proS	1719	1540	29	0.781563
U00096.3|b0195|AAC73306.1|CDS|tsaA	708	529	7	0.549198
U00096.3|b0196|AAC73307.1|CDS|rcsF	405	226	3	0.550934
U00096.3|b0197|AAC73308.1|CDS|metQ	816	637	9	0.586394
U00096.3|b0198|AAC73309.1|CDS|metI	654	475	7	0.611633
U00096.3|b0199|AAC73310.1|CDS|metN	1032	853	6	0.291937
U00096.3|b0200|AAC73311.1|CDS|gmhB	576	397	7	0.731803
U00096.3|b0201|NA|rRNA|rrsH	1542	1363	2.12742e+06	64780.5
U00096.3|b0202|NA|tRNA|ileV	77	4.17138	0	0
U00096.3|b0203|NA|tRNA|alaV	76	4.14046	0	0
U00096.3|b0204|NA|rRNA|rrlH	2904	2725	3.24866e+06	49479.3
U00096.3|b0205|NA|rRNA|rrfH	120	6.21	0	0
U00096.3|b0206|NA|tRNA|aspU	77	4.17138	0	0
U00096.3|b0207|AAC73312.1|CDS|dkgB	804	625	8	0.531247
U00096.3|b0208|AAC73313.1|CDS|yafC	915	736	7	0.394736
U00096.3|b0209|AAC73314.1|CDS|yafD	801	622	3	0.200179
U00096.3|b0210|AAC73315.1|CDS|yafE	624	445	3	0.2798
U00096.3|b0211|AAC73316.1|CDS|mltD	1359	1180	33	1.1607
U00096.3|b0212|AAC73317.1|CDS|gloB	756	577	2	0.14386
U00096.3|b0213|AAC73318.2|CDS|yafS	723	544	5	0.381468
U00096.3|b0214|AAC73319.1|CDS|rnhA	468	289	0	0
U00096.3|b0215|AAC73320.1|CDS|dnaQ	732	553	7	0.525363
U00096.3|b0216|NA|tRNA|aspV	77	4.17138	0	0
U00096.3|b0217|AAC73321.1|CDS|yafT	786	607	8	0.547001
U00096.3|b4586|ABP93434.1|CDS|ykfM	480	301	1	0.137886
U00096.3|b0218|NA|CDS|yafU	357	178	0	0
U00096.3|b4503|NA|CDS|yafF	273	94.0001	0	0
U00096.3|b0219|AAC73323.1|CDS|yafV	771	592	7	0.490753
U00096.3|b0220|AAC73324.1|CDS|ivy	474	295	5	0.703452
U00096.3|b0221|AAC73325.2|CDS|fadE	2445	2266	22	0.402948
U00096.3|b0222|AAC73326.1|CDS|gmhA	579	400	5	0.518796
U00096.3|b0223|AAC73327.1|CDS|yafJ	768	589	9	0.634182
U00096.3|b0224|AAC73328.1|CDS|yafK	741	562	10	0.7385
U00096.3|b0225|AAC73329.1|CDS|yafQ	279	100	3	1.24511
U00096.3|b0226|AAC73330.1|CDS|dinJ	261	82.002	0	0
U00096.3|b0227|AAC73331.1|CDS|yafL	750	571	3	0.218058
U00096.3|b0228|AAC73332.1|CDS|rayT	498	319	0	0
U00096.3|b0229|NA|CDS|lfhA	1713	1534	8	0.216447
U00096.3|b0230|NA|CDS|lafU	756	577	2	0.14386
U00096.3|b0231|AAC73335.1|CDS|dinB	1056	877	4	0.189298
U00096.3|b0232|AAC73336.1|CDS|yafN	294	115	1	0.360902
U00096.3|b0233|AAC73337.1|CDS|yafO	399	220	1	0.188653
U00096.3|b0234|AAC73338.1|CDS|yafP	453	274	0	0
U00096.3|b0235|NA|CDS|ykfJ	207	31.3862	0	0
U00096.3|b0236|NA|CDS|prfH	501	322	4	0.515574
U00096.3|b0237|AAC73341.1|CDS|pepD	1458	1279	23	0.746352
U00096.3|b0238|AAC73342.1|CDS|gpt	459	280	8	1.18582
U00096.3|b0239|AAC73343.1|CDS|frsA	1245	1066	3	0.116802
U00096.3|b0240|NA|CDS|crl	1178	999	23.3011	0.968049
U00096.3|b0241|AAC73345.1|CDS|phoE	1056	877	8	0.378597
U00096.3|b0242|AAC73346.1|CDS|proB	1104	925	13	0.583295
U00096.3|b0243|AAC73347.1|CDS|proA	1254	1075	21	0.81077
U00096.3|b0244|NA|tRNA|thrW	76	4.14046	0	0
U00096.3|b4626|NA|CDS|ykfN	63	3.78007	0	0
U00096.3|b0245|AAC73348.1|CDS|ykfI	342	163	13	3.31011
U00096.3|b0246|AAC73349.1|CDS|yafW	318	139	8	2.3887
U00096.3|b4504|ABD18634.1|CDS|ykfH	222	43.8484	1	0.946528
U00096.3|b0247|AAC73350.1|CDS|ykfG	477	298	7	0.974919
U00096.3|b0248|AAC73351.1|CDS|yafX	459	280	11	1.6305
U00096.3|b0249|AAC73352.1|CDS|ykfF	240	61.0822	3	2.03842
U00096.3|b0250|AAC73353.1|CDS|ykfB	468	289	5	0.718057
U00096.3|b0251|AAC73354.2|CDS|yafY	444	265	3	0.469853
U00096.3|b4627|NA|CDS|ykfL	222	43.8484	0	0
U00096.3|b4628|NA|CDS|ykfK	192	21.9418	0	0
U00096.3|b0252|AAC73355.2|CDS|yafZ	822	643	2	0.129094
U00096.3|b0253|AAC73356.2|CDS|ykfA	864	685	7	0.424125
U00096.3|b0254|AAC73357.1|CDS|perR	894	715	9	0.522424
U00096.3|b4587|NA|CDS|insN	1912	1733	6.14837	0.147247
U00096.3|b0256|AAC73359.1|CDS|insI1	1152	973	5.49361	0.234332
U00096.3|b0258|NA|CDS|ykfC	1108	929	12	0.536108
U00096.3|b0259|AAC73362.1|CDS|insH1	1017	838	3.16525	0.156766
U00096.3|b0260|AAC73363.2|CDS|mmuP	1404	1225	10	0.338806
U00096.3|b0261|AAC73364.1|CDS|mmuM	933	754	3	0.165134
U00096.3|b0262|AAC73365.2|CDS|afuC	1047	868	5	0.239077
U00096.3|b0263|NA|CDS|afuB	348	169	2	0.491168
U00096.3|b0264|AAC73367.1|CDS|insB1	504	325	0.520978	0.0665308
U00096.3|b0265|AAC73368.1|CDS|insA	276	97.0001	1.63544	0.699761
U00096.3|b4708|NA|CDS|insI1	174	14.6185	0	0
U00096.3|b4505|NA|CDS|insX	249	70.019	2	1.1855
U00096.3|b0266|NA|CDS|yagB	309	130	0	0
U00096.3|b0267|AAC73370.1|CDS|yagA	1155	976	3	0.127573
U00096.3|b0268|AAC73371.2|CDS|yagE	909	730	3	0.170563
U00096.3|b0269|AAC73372.1|CDS|yagF	1968	1789	7	0.162396
U00096.3|b0270|AAC73373.1|CDS|yagG	1383	1204	1	0.0344715
U00096.3|b0271|AAC73374.1|CDS|yagH	1611	1432	9	0.260847
U00096.3|b0272|AAC73375.1|CDS|yagI	759	580	13	0.930255
U00096.3|b0273|AAC73376.1|CDS|argF	1005	826	2	0.100493
U00096.3|b4688|NA|CDS|ykgS	205	29.9375	2.87537	3.98626
U00096.3|b0274|AAC73377.1|CDS|insB1	504	325	0.520978	0.0665308
U00096.3|b0275|AAC73378.1|CDS|insA	276	97.0001	1.63544	0.699761
U00096.3|b0276|NA|CDS|yagJ	828	649	17	1.08715
U00096.3|b0277|AAC73380.1|CDS|yagK	627	448	5	0.463211
U00096.3|b0278|AAC73381.1|CDS|yagL	699	520	0	0
U00096.3|b0279|AAC73382.1|CDS|yagM	855	676	4	0.245584
U00096.3|b0280|AAC73383.1|CDS|yagN	441	262	2	0.316822
U00096.3|b0281|AAC73384.1|CDS|intF	1401	1222	14	0.475492
U00096.3|b4629|NA|tRNA|ptwF	49	3.46281	0	0
U00096.3|b4694|NA|CDS|yagP	339	160	6	1.55639
U00096.3|b4695|NA|CDS|ykgT	78	4.20281	0	0
U00096.3|b0283|AAC73386.1|CDS|paoD	957	778	9	0.48012
U00096.3|b0284|AAC73387.1|CDS|paoC	2199	2020	2	0.0410928
U00096.3|b0285|AAC73388.1|CDS|paoB	957	778	1	0.0533466
U00096.3|b0286|AAC73389.1|CDS|paoA	690	511	1	0.0812205
U00096.3|b0287|AAC73390.1|CDS|yagU	615	436	4	0.380768
U00096.3|b0288|AAC73391.1|CDS|ykgJ	330	151	0	0
U00096.3|b0289|AAC73392.2|CDS|ecpE	711	532	5	0.390072
U00096.3|b0290|AAC73393.1|CDS|ecpD	1644	1465	5	0.141651
U00096.3|b0291|AAC73394.1|CDS|ecpC	2526	2347	10	0.176837
U00096.3|b0292|AAC73395.1|CDS|ecpB	669	490	3	0.254104
U00096.3|b0293|AAC73396.1|CDS|ecpA	588	409	1	0.101476
U00096.3|b0294|AAC73397.1|CDS|ecpR	591	412	3	0.302211
U00096.3|b0295|AAC73398.1|CDS|ykgL	228	49.4247	1	0.839735
U00096.3|b4506|ABD18636.1|CDS|ykgO	141	8.14747	0	0
U00096.3|b0296|AAC73399.1|CDS|ykgM	264	85.0011	0	0
U00096.3|b4671|ACO59990.1|CDS|ykgR	102	5.14791	0	0
U00096.3|b4630|NA|CDS|ykgP	90	4.62459	0	0
