target_id	length	eff_length	est_counts	tpm
NC_001604.1|T7p01|NP_041954.1|CDS|hypothetical	354	175	1574	373.296
NC_001604.1|T7p02|NP_041955.1|CDS|hypothetical	156	10.3458	0	0
NC_001604.1|T7p04|NP_041956.1|CDS|hypothetical	144	8.51793	0	0
NC_001604.1|T7p05|NP_041957.1|CDS|hypothetical	337	158	0	0
NC_001604.1|T7p06|NP_041958.1|CDS|hypothetical	162	11.5236	0	0
NC_001604.1|T7p03|NP_041959.1|CDS|protein	1080	901	3249	149.662
NC_001604.1|T7p07|NP_041960.1|CDS|T3/T7-like	2652	2473	23618	396.374
NC_001604.1|T7p09|NP_041961.1|CDS|hypothetical	129	6.9214	0	0
NC_001604.1|T7p08|NP_041962.1|CDS|host	258	79.0036	3705	1946.38
NC_001604.1|T7p10|NP_041963.1|CDS|ATP-dependent	1080	901	25523	1175.69
NC_001604.1|T7p11|NP_041964.1|CDS|hypothetical	156	10.3458	135	541.573
NC_001604.1|T7p12|NP_041965.1|CDS|hypothetical	90	4.62459	0	0
NC_001604.1|T7p13|NP_041966.1|CDS|hypothetical	261	82.002	2253	1140.31
NC_001604.1|T7p14|NP_041967.1|CDS|hypothetical	591	412	9451	952.066
NC_001604.1|T7p15|NP_041968.1|CDS|hypothetical	147	8.91948	0	0
NC_001604.1|T7p16|NP_041969.1|CDS|inhibitor	195	23.5677	1666	2933.89
NC_001604.1|T7p17|NP_041970.1|CDS|single-stranded	699	520	24761	1976.29
NC_001604.1|T7p18|NP_041971.1|CDS|hypothetical	420	241	14669	2526.21
NC_001604.1|T7p19|NP_041972.1|CDS|endonuclease	450	271	18970	2905.26
NC_001604.1|T7p20|NP_041973.1|CDS|lysozyme	456	277	21661	3245.53
NC_001604.1|T7p21|NP_041974.1|CDS|putative	366	187	1234	273.88
NC_001604.1|T7p22|NP_041975.1|CDS|DNA	1701	1522	8315.9	226.768
NC_001604.1|T7p23|NP_041976.1|CDS|hypothetical	123	6.43085	0	0
NC_001604.1|T7p24|NP_041977.1|CDS|helicase	1512	1333	2.56724e-05	7.99326e-07
NC_001604.1|T7p25|NP_041978.1|CDS|hypothetical	339	160	1146.1	297.295
NC_001604.1|T7p26|NP_041979.1|CDS|hypothetical	213	36.0583	1060	1220.08
NC_001604.1|T7p27|NP_041980.1|CDS|hypothetical	270	91.0003	770	351.184
NC_001604.1|T7p28|NP_041981.1|CDS|hypothetical	408	229	4760	862.697
NC_001604.1|T7p29|NP_041982.1|CDS|DNA	2115	1936	62133	1332
NC_001604.1|T7p30|NP_041983.1|CDS|hypothetical	357	178	8900	2075.18
NC_001604.1|T7p31|NP_041984.1|CDS|hypothetical	509	330	7998.98	1006.02
NC_001604.1|T7p32|NP_041985.1|CDS|host	300	121	0	0
NC_001604.1|T7p33|NP_041986.1|CDS|hypothetical	210	33.6633	1611.02	1986.24
NC_001604.1|T7p34|NP_041987.1|CDS|host	159	10.9088	12	45.6552
NC_001604.1|T7p35|NP_041988.1|CDS|exonuclease	903	724	27223	1560.57
NC_001604.1|T7p36|NP_041989.1|CDS|hypothetical	114	5.81021	0	0
NC_001604.1|T7p37|NP_041990.1|CDS|hypothetical	255	76.0064	28623	15629.7
NC_001604.1|T7p38|NP_041991.1|CDS|hypothetical	267	88.0006	19261	9084.06
NC_001604.1|T7p39|NP_041992.1|CDS|hypothetical	402	223	69019	12845.5
NC_001604.1|T7p40|NP_041993.1|CDS|tail	300	121	39342	13494.5
NC_001604.1|T7p41|NP_041994.1|CDS|hypothetical	393	214	87451	16960.5
NC_001604.1|T7p42|NP_041995.1|CDS|head-tail	1611	1432	333363	9661.87
NC_001604.1|T7p43|NP_041996.1|CDS|capsid	924	745	267520	14903.4
NC_001604.1|T7p45|NP_041998.1|CDS|major	1038	859	900095	43489.2
NC_001604.1|T7p46|NP_041999.1|CDS|tail	591	412	94070	9476.34
NC_001604.1|T7p47|NP_042000.1|CDS|tail	2385	2206	323733	6090.71
NC_001604.1|T7p48|NP_042001.1|CDS|internal	417	238	33819	5897.53
NC_001604.1|T7p49|NP_042002.1|CDS|internal	591	412	80122	8071.26
NC_001604.1|T7p50|NP_042003.1|CDS|internal	2244	2065	343472	6903.32
NC_001604.1|T7p51|NP_042004.1|CDS|internal	3957	3778	530132	5823.83
NC_001604.1|T7p52|NP_042005.1|CDS|tail	1662	1483	214377	5999.62
NC_001604.1|T7p53|NP_042006.1|CDS|type	204	29.2345	9691	13758.1
NC_001604.1|T7p54|NP_042007.1|CDS|DNA	270	91.0003	7000	3192.58
NC_001604.1|T7p55|NP_042008.1|CDS|phage	432	253	23995	3936.29
NC_001604.1|T7p56|NP_042009.1|CDS|phage	252	73.0112	0	0
NC_001604.1|T7p57|NP_042010.1|CDS|DNA	1761	1582	146528	3844.17
NC_001604.1|T7p58|NP_042011.1|CDS|hypothetical	258	79.0036	2500.5	1313.61
NC_001604.1|T7p59|NP_042012.1|CDS|hypothetical	174	14.6185	0	0
NC_001604.1|T7p60|NP_042013.1|CDS|hypothetical	150	9.35544	1373	6091.06
U00096.3|b0001|AAC73112.1|CDS|thrL	66	3.85692	0	0
U00096.3|b0002|AAC73113.1|CDS|thrA	2463	2284	45	0.817717
U00096.3|b0003|AAC73114.1|CDS|thrB	933	754	7	0.385313
U00096.3|b0004|AAC73115.1|CDS|thrC	1287	1108	22	0.82408
U00096.3|b0005|AAC73116.1|CDS|yaaX	297	118	1	0.351726
U00096.3|b0006|AAC73117.1|CDS|yaaA	777	598	8	0.555233
U00096.3|b0007|AAC73118.1|CDS|yaaJ	1431	1252	8	0.265199
U00096.3|b0008|AAC73119.1|CDS|talB	954	775	64	3.4274
U00096.3|b0009|AAC73120.1|CDS|mog	588	409	9	0.913284
U00096.3|b0010|AAC73121.1|CDS|satP	567	388	11	1.17665
U00096.3|b0011|AAC73122.1|CDS|yaaW	714	535	1	0.077577
U00096.3|b0013|AAC73124.1|CDS|yaaI	405	226	1	0.183645
U00096.3|b0014|AAC73125.1|CDS|dnaK	1917	1738	203	4.84767
U00096.3|b0015|AAC73126.1|CDS|dnaJ	1131	952	31	1.35149
U00096.3|b0016|AAC73127.1|CDS|insL1	1113	934	10.3333	0.459177
U00096.3|b0018|AAC73129.1|CDS|mokC	210	33.6633	0	0
U00096.3|b4412|AAT48122.1|CDS|hokC	153	9.8295	0	0
U00096.3|b0019|AAC73130.1|CDS|nhaA	1167	988	29	1.21823
U00096.3|b0020|AAC73131.1|CDS|nhaR	906	727	2	0.114178
U00096.3|b0021|AAC73132.1|CDS|insB1	504	325	1.51483	0.19345
U00096.3|b0022|AAC73133.1|CDS|insA	276	97.0001	0	0
U00096.3|b0023|AAC73134.1|CDS|rpsT	264	85.0011	14	6.83582
U00096.3|b0024|AAC73135.1|CDS|yaaY	219	41.1625	1	1.00829
U00096.3|b0025|AAC73136.1|CDS|ribF	942	763	28	1.52307
U00096.3|b0026|AAC73137.1|CDS|ileS	2817	2638	254	3.99618
U00096.3|b0027|AAC73138.1|CDS|lspA	495	316	32	4.2029
U00096.3|b0028|AAC73139.1|CDS|fkpB	450	271	4	0.6126
U00096.3|b0029|AAC73140.1|CDS|ispH	951	772	21	1.12899
U00096.3|b0030|AAC73141.1|CDS|rihC	915	736	8	0.451127
U00096.3|b0031|AAC73142.1|CDS|dapB	822	643	4	0.258188
U00096.3|b0032|AAC73143.1|CDS|carA	1149	970	3	0.128362
U00096.3|b0033|AAC73144.1|CDS|carB	3222	3043	10	0.136391
U00096.3|b0034|AAC73145.2|CDS|caiF	396	217	3	0.573784
U00096.3|b0035|AAC73146.2|CDS|caiE	591	412	8	0.805897
U00096.3|b0036|AAC73147.2|CDS|caiD	786	607	5	0.341875
U00096.3|b0037|AAC73148.2|CDS|caiC	1554	1375	10	0.301845
U00096.3|b0038|AAC73149.1|CDS|caiB	1218	1039	5	0.199729
U00096.3|b0039|AAC73150.1|CDS|caiA	1143	964	2	0.0861072
U00096.3|b0040|AAC73151.1|CDS|caiT	1515	1336	7	0.217459
U00096.3|b0041|AAC73152.2|CDS|fixA	771	592	3	0.210323
U00096.3|b0042|AAC73153.1|CDS|fixB	942	763	3	0.163186
U00096.3|b0043|AAC73154.1|CDS|fixC	1287	1108	1	0.0374582
U00096.3|b0044|AAC73155.1|CDS|fixX	288	109	0	0
U00096.3|b0045|AAC73156.1|CDS|yaaU	1332	1153	13	0.467951
U00096.3|b0046|AAC73157.1|CDS|kefF	531	352	1	0.117908
U00096.3|b0047|AAC73158.1|CDS|kefC	1863	1684	10	0.246459
U00096.3|b0048|AAC73159.1|CDS|folA	480	301	1	0.137886
U00096.3|b0049|AAC73160.1|CDS|apaH	843	664	10	0.625055
U00096.3|b0050|AAC73161.1|CDS|apaG	378	199	7	1.45993
U00096.3|b0051|AAC73162.1|CDS|rsmA	822	643	10	0.645469
U00096.3|b0052|AAC73163.1|CDS|pdxA	990	811	6	0.307056
U00096.3|b0053|AAC73164.1|CDS|surA	1287	1108	50	1.87291
U00096.3|b0054|AAC73165.1|CDS|lptD	2355	2176	29	0.553128
U00096.3|b0055|AAC73166.1|CDS|djlA	816	637	2	0.13031
U00096.3|b4659|NA|CDS|yabP	806	627	2	0.132388
U00096.3|b0058|AAC73169.1|CDS|rluA	660	481	14	1.20801
U00096.3|b0059|AAC73170.1|CDS|rapA	2907	2728	49	0.745484
U00096.3|b0060|AAC73171.1|CDS|polB	2352	2173	9	0.171897
U00096.3|b0061|AAC73172.1|CDS|araD	696	517	2	0.160556
U00096.3|b0062|AAC73173.1|CDS|araA	1503	1324	6	0.188083
U00096.3|b0063|AAC73174.1|CDS|araB	1701	1522	5	0.136346
U00096.3|b0064|AAC73175.1|CDS|araC	879	700	6	0.355746
U00096.3|b0065|AAC73176.1|CDS|yabI	765	586	16	1.13321
U00096.3|b0066|AAC73177.1|CDS|thiQ	699	520	9	0.718333
U00096.3|b0067|AAC73178.1|CDS|thiP	1611	1432	4	0.115932
U00096.3|b0068|AAC73179.1|CDS|thiB	984	805	10	0.515574
U00096.3|b0069|AAC73180.1|CDS|sgrR	1656	1477	9	0.2529
U00096.3|b4662|ACO59989.1|CDS|sgrT	132	7.19434	0	0
U00096.3|b0070|AAT48123.1|CDS|setA	1179	1000	4	0.166015
U00096.3|b0071|AAC73182.1|CDS|leuD	606	427	3	0.291595
U00096.3|b0072|AAC73183.1|CDS|leuC	1401	1222	8	0.27171
U00096.3|b0073|AAC73184.2|CDS|leuB	1092	913	1	0.0454586
U00096.3|b0074|AAC73185.1|CDS|leuA	1572	1393	2	0.0595889
U00096.3|b0075|AAC73186.1|CDS|leuL	87	4.51079	0	0
U00096.3|b0076|AAC73187.2|CDS|leuO	945	766	4	0.216729
U00096.3|b0077|AAC73188.2|CDS|ilvI	1725	1546	13	0.348996
U00096.3|b0078|AAC73189.1|CDS|ilvH	492	313	2	0.265199
U00096.3|b0080|AAC73191.1|CDS|cra	1005	826	6	0.30148
U00096.3|b0081|AAC73192.1|CDS|mraZ	459	280	13	1.92696
U00096.3|b0082|AAC73193.1|CDS|rsmH	942	763	15	0.815931
U00096.3|b0083|AAC73194.1|CDS|ftsL	366	187	8	1.77556
U00096.3|b0084|AAC73195.1|CDS|ftsI	1767	1588	26	0.679531
U00096.3|b0085|AAC73196.1|CDS|murE	1488	1309	18	0.570715
U00096.3|b0086|AAC73197.1|CDS|murF	1359	1180	7	0.246208
U00096.3|b0087|AAC73198.1|CDS|mraY	1083	904	8	0.367289
U00096.3|b0088|AAC73199.1|CDS|murD	1317	1138	11	0.401178
U00096.3|b0089|AAC73200.1|CDS|ftsW	1245	1066	15	0.584011
U00096.3|b0090|AAC73201.1|CDS|murG	1068	889	13	0.606915
U00096.3|b0091|AAC73202.1|CDS|murC	1476	1297	13	0.415997
U00096.3|b0092|AAC73203.1|CDS|ddlB	921	742	17	0.950893
U00096.3|b0093|AAC73204.1|CDS|ftsQ	831	652	23	1.46409
U00096.3|b0094|AAC73205.1|CDS|ftsA	1263	1084	22	0.842326
U00096.3|b0095|AAC73206.1|CDS|ftsZ	1152	973	48	2.04746
U00096.3|b0096|AAC73207.1|CDS|lpxC	918	739	112	6.29014
U00096.3|b0097|AAC73208.2|CDS|secM	513	334	11	1.36689
U00096.3|b0098|AAC73209.1|CDS|secA	2706	2527	47	0.771932
U00096.3|b0099|AAC73210.1|CDS|mutT	390	211	0	0
U00096.3|b0101|AAC73212.1|CDS|yacG	198	25.324	0	0
U00096.3|b0102|AAC73213.1|CDS|zapD	744	565	4	0.293831
U00096.3|b0103|AAC73214.1|CDS|coaE	621	442	4	0.375599
U00096.3|b0104|AAC73215.1|CDS|guaC	1044	865	30	1.43943
U00096.3|b0106|AAC73217.1|CDS|hofC	1203	1024	25	1.01327
U00096.3|b0107|AAC73218.1|CDS|hofB	1386	1207	3	0.103157
U00096.3|b0108|AAC73219.1|CDS|ppdD	441	262	1	0.158411
U00096.3|b0109|AAC73220.1|CDS|nadC	894	715	4	0.232188
U00096.3|b0110|AAC73221.1|CDS|ampD	552	373	3	0.33381
U00096.3|b0111|AAC73222.1|CDS|ampE	855	676	3	0.184188
U00096.3|b0112|AAC73223.1|CDS|aroP	1374	1195	42	1.45871
U00096.3|b0113|AAC73224.1|CDS|pdhR	765	586	28	1.98311
