target_id	length	eff_length	est_counts	tpm
U00096.3|b0261|AAC73364.1|CDS|mmuM	933	754	12	0.335536
U00096.3|b0262|AAC73365.2|CDS|afuC	1047	868	26	0.631514
U00096.3|b0263|NA|CDS|afuB	348	169	6	0.748504
U00096.3|b0264|AAC73367.1|CDS|insB1	504	325	26.1675	1.6975
U00096.3|b0265|AAC73368.1|CDS|insA	276	97.0001	4.24476	0.922595
U00096.3|b4708|NA|CDS|insI1	174	14.6185	0	0
U00096.3|b4505|NA|CDS|insX	249	70.019	36	10.8397
U00096.3|b0266|NA|CDS|yagB	309	130	24	3.89222
U00096.3|b0267|AAC73370.1|CDS|yagA	1155	976	7	0.151209
U00096.3|b0268|AAC73371.2|CDS|yagE	909	730	27	0.779777
U00096.3|b0269|AAC73372.1|CDS|yagF	1968	1789	61	0.718868
U00096.3|b0270|AAC73373.1|CDS|yagG	1383	1204	14	0.24515
U00096.3|b0271|AAC73374.1|CDS|yagH	1611	1432	22	0.323899
U00096.3|b0272|AAC73375.1|CDS|yagI	759	580	117	4.25292
U00096.3|b0273|AAC73376.1|CDS|argF	1005	826	12	0.306289
U00096.3|b4688|NA|CDS|ykgS	205	29.9375	2.85549	2.01092
U00096.3|b0274|AAC73377.1|CDS|insB1	504	325	26.1675	1.6975
U00096.3|b0275|AAC73378.1|CDS|insA	276	97.0001	4.24476	0.922595
U00096.3|b0276|NA|CDS|yagJ	828	649	87	2.82621
U00096.3|b0277|AAC73380.1|CDS|yagK	627	448	55	2.5883
U00096.3|b0278|AAC73381.1|CDS|yagL	699	520	19	0.770335
U00096.3|b0279|AAC73382.1|CDS|yagM	855	676	18	0.561378
U00096.3|b0280|AAC73383.1|CDS|yagN	441	262	58	4.6672
U00096.3|b0281|AAC73384.1|CDS|intF	1401	1222	320	5.52088
U00096.3|b4629|NA|tRNA|ptwF	49	3.46281	0	0
U00096.3|b4694|NA|CDS|yagP	339	160	40	5.27072
U00096.3|b4695|NA|CDS|ykgT	78	4.20281	0	0
U00096.3|b0283|AAC73386.1|CDS|paoD	957	778	36	0.975557
U00096.3|b0284|AAC73387.1|CDS|paoC	2199	2020	28	0.292238
U00096.3|b0285|AAC73388.1|CDS|paoB	957	778	13	0.352284
U00096.3|b0286|AAC73389.1|CDS|paoA	690	511	10	0.41258
U00096.3|b0287|AAC73390.1|CDS|yagU	615	436	234	11.3151
U00096.3|b0288|AAC73391.1|CDS|ykgJ	330	151	16	2.23395
U00096.3|b0289|AAC73392.2|CDS|ecpE	711	532	15	0.594442
U00096.3|b0290|AAC73393.1|CDS|ecpD	1644	1465	40	0.575641
U00096.3|b0291|AAC73394.1|CDS|ecpC	2526	2347	23	0.206607
U00096.3|b0292|AAC73395.1|CDS|ecpB	669	490	5	0.215131
U00096.3|b0293|AAC73396.1|CDS|ecpA	588	409	35	1.80416
U00096.3|b0294|AAC73397.1|CDS|ecpR	591	412	12	0.614064
U00096.3|b0295|AAC73398.1|CDS|ykgL	228	49.4247	1	0.426565
U00096.3|b4506|ABD18636.1|CDS|ykgO	141	8.14747	0	0
U00096.3|b0296|AAC73399.1|CDS|ykgM	264	85.0011	12	2.97637
