strain,time,protein_desc,area_mean,area_sd,peps_per_rep,org,org_area,ecoli_area,area_norm,b_rep
11-42,1min,YP_003043290.1,302983470.625,129720496.61306702,2.0,ecoli,441650836148.6242,441650836148.6242,6.860248998216322e-4,4.0
11-42,1min,YP_003043291.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043293.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043297.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043299.1,22971686.875,5682611.851433967,1.0,ecoli,441650836148.6242,441650836148.6242,5.201323080314417e-5,4.0
11-42,1min,YP_003043303.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043310.1,19335730.97265625,11090498.437634327,2.0,ecoli,441650836148.6242,441650836148.6242,4.378058273651586e-5,4.0
11-42,1min,YP_003043312.1,39888615.5078125,3512100.928582845,1.0,ecoli,441650836148.6242,441650836148.6242,9.031708363932361e-5,4.0
11-42,1min,YP_003043313.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043314.1,14181157.859375,2151525.009344012,2.0,ecoli,441650836148.6242,441650836148.6242,3.2109432833956556e-5,4.0
11-42,1min,YP_003043315.1,104722073.453125,27493891.83376374,2.0,ecoli,441650836148.6242,441650836148.6242,2.371150802438059e-4,4.0
11-42,1min,YP_003043316.1,56641778.848958336,27883018.2632735,3.0,ecoli,441650836148.6242,441650836148.6242,1.282501338453195e-4,4.0
11-42,1min,YP_003043318.1,40699747.890625,15080027.856029846,3.0,ecoli,441650836148.6242,441650836148.6242,9.215367561747066e-5,4.0
11-42,1min,YP_003043320.1,15253265.91796875,9582264.844469797,2.0,ecoli,441650836148.6242,441650836148.6242,3.453693431440878e-5,4.0
11-42,1min,YP_003043321.1,35433603.184895836,24587064.658682667,3.0,ecoli,441650836148.6242,441650836148.6242,8.022990173389309e-5,4.0
11-42,1min,YP_003043322.1,41040298.052083336,10708076.851225592,3.0,ecoli,441650836148.6242,441650836148.6242,9.292476022455093e-5,4.0
11-42,1min,YP_003043323.1,12816515.4375,18771.121778421035,1.0,ecoli,441650836148.6242,441650836148.6242,2.9019565657942037e-5,4.0
11-42,1min,YP_003043324.1,108557324.109375,23395395.08018298,2.0,ecoli,441650836148.6242,441650836148.6242,2.457989778895003e-4,4.0
11-42,1min,YP_003043325.1,388775257.5052083,136497377.9652644,3.0,ecoli,441650836148.6242,441650836148.6242,8.802774175533946e-4,4.0
11-42,1min,YP_003043326.1,28643987.404296875,37727047.17276051,2.0,ecoli,441650836148.6242,441650836148.6242,6.485663573986218e-5,4.0
11-42,1min,YP_003043328.1,202084800.23697916,54454480.69929457,3.0,ecoli,441650836148.6242,441650836148.6242,4.5756689152734594e-4,4.0
11-42,1min,YP_003043330.1,25230457.53125,6828715.990773702,2.0,ecoli,441650836148.6242,441650836148.6242,5.7127611828542884e-5,4.0
11-42,1min,YP_003043331.1,40943783.8046875,10175683.142390398,2.0,ecoli,441650836148.6242,441650836148.6242,9.270622956753355e-5,4.0
11-42,1min,YP_003043333.1,57227859.890625,16498422.009951325,2.0,ecoli,441650836148.6242,441650836148.6242,1.295771573527978e-4,4.0
11-42,1min,YP_003043337.1,11457048.1875,11524745.988106973,2.0,ecoli,441650836148.6242,441650836148.6242,2.5941416272207572e-5,4.0
11-42,1min,YP_003043341.1,30437214.109375,6581303.235377199,2.0,ecoli,441650836148.6242,441650836148.6242,6.891691720726705e-5,4.0
11-42,1min,YP_003043342.1,2648801781.2148438,241078291.34229317,2.0,ecoli,441650836148.6242,441650836148.6242,0.005997502018366993,4.0
11-42,1min,YP_003043343.1,1540439604.5442708,238126717.26386237,3.0,ecoli,441650836148.6242,441650836148.6242,0.0034879128000244123,4.0
11-42,1min,YP_003043344.1,2842187960.5898438,753180997.1476289,3.0,ecoli,441650836148.6242,441650836148.6242,0.006435373213316846,4.0
11-42,1min,YP_003043346.1,571199262.53125,209961463.34050706,3.0,ecoli,441650836148.6242,441650836148.6242,0.0012933277054614932,4.0
11-42,1min,YP_003043348.1,127341080.2109375,55815086.57659417,3.0,ecoli,441650836148.6242,441650836148.6242,2.883297614047417e-4,4.0
11-42,1min,YP_003043349.1,135291121.56640625,100511387.3239863,2.0,ecoli,441650836148.6242,441650836148.6242,3.063305002345294e-4,4.0
11-42,1min,YP_003043351.1,24017094.25,4955779.442702744,1.0,ecoli,441650836148.6242,441650836148.6242,5.438027573872355e-5,4.0
11-42,1min,YP_003043352.1,71576833.9765625,8525138.503640167,2.0,ecoli,441650836148.6242,441650836148.6242,1.620665650737622e-4,4.0
11-42,1min,YP_003043353.1,93722647.890625,10993976.985339519,2.0,ecoli,441650836148.6242,441650836148.6242,2.1220982780860282e-4,4.0
11-42,1min,YP_003043354.1,165339867.34895834,38763271.20247537,3.0,ecoli,441650836148.6242,441650836148.6242,3.743678349865463e-4,4.0
11-42,1min,YP_003043355.1,35233146.984375,3756000.8509865035,1.0,ecoli,441650836148.6242,441650836148.6242,7.977602237012034e-5,4.0
11-42,1min,YP_003043358.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043359.1,62839208.59375,22744204.774326887,2.0,ecoli,441650836148.6242,441650836148.6242,1.4228255320817136e-4,4.0
11-42,1min,YP_003043361.1,67859780.21875,8645376.640484214,2.0,ecoli,441650836148.6242,441650836148.6242,1.5365029263957703e-4,4.0
11-42,1min,YP_003043362.1,157719113.51822916,69706066.69765587,3.0,ecoli,441650836148.6242,441650836148.6242,3.5711267954025467e-4,4.0
11-42,1min,YP_003043368.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043371.1,49639270.348958336,15262508.75571368,3.0,ecoli,441650836148.6242,441650836148.6242,1.1239482932226068e-4,4.0
11-42,1min,YP_003043372.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043373.1,502931379.76692706,204115905.82822224,3.0,ecoli,441650836148.6242,441650836148.6242,0.0011387533739383225,4.0
11-42,1min,YP_003043373.1; YP_003045162.1,48127184.984375,19538809.159687698,1.0,ecoli,441650836148.6242,441650836148.6242,1.0897111710251411e-4,4.0
11-42,1min,YP_003043377.1,30097810.18359375,10802655.116466532,3.0,ecoli,441650836148.6242,441650836148.6242,6.814842794380048e-5,4.0
11-42,1min,YP_003043378.1,111187763.3671875,12558893.313811542,2.0,ecoli,441650836148.6242,441650836148.6242,2.5175490289295097e-4,4.0
11-42,1min,YP_003043379.1,7986018.9375,633177.7949416698,1.0,ecoli,441650836148.6242,441650836148.6242,1.8082200425886995e-5,4.0
11-42,1min,YP_003043381.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043382.1,210329640.55989584,33379494.79077551,3.0,ecoli,441650836148.6242,441650836148.6242,4.762351236421429e-4,4.0
11-42,1min,YP_003043384.1,126442932.30078125,58327668.50584477,2.0,ecoli,441650836148.6242,441650836148.6242,2.8629614607642386e-4,4.0
11-42,1min,YP_003043387.1,170002841.58984375,40034423.30822731,2.0,ecoli,441650836148.6242,441650836148.6242,3.8492589094212524e-4,4.0
11-42,1min,YP_003043389.1,444508341.0800781,208204804.89271846,2.0,ecoli,441650836148.6242,441650836148.6242,0.0010064700543904151,4.0
11-42,1min,YP_003043390.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043391.1,11806197.2890625,2408309.1214030315,1.0,ecoli,441650836148.6242,441650836148.6242,2.6731970875493785e-5,4.0
11-42,1min,YP_003043393.1,333854700.5260417,106365361.69834912,3.0,ecoli,441650836148.6242,441650836148.6242,7.559245295161017e-4,4.0
11-42,1min,YP_003043394.1,0.0,0.0,1.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043395.1,319274183.04296875,230024546.46650326,2.0,ecoli,441650836148.6242,441650836148.6242,7.229108538029048e-4,4.0
11-42,1min,YP_003043396.1,3793760669.7552085,532266903.8551909,3.0,ecoli,441650836148.6242,441650836148.6242,0.00858995468646307,4.0
11-42,1min,YP_003043397.1,3150270093.1946616,234962722.36763522,3.0,ecoli,441650836148.6242,441650836148.6242,0.0071329426672579275,4.0
11-42,1min,YP_003043398.1,166699518.23177084,81638727.46448207,3.0,ecoli,441650836148.6242,441650836148.6242,3.7744640015958936e-4,4.0
11-42,1min,YP_003043399.1,860256422.9739584,197335895.93728197,3.0,ecoli,441650836148.6242,441650836148.6242,0.0019478202067401162,4.0
11-42,1min,YP_003043400.1,1735567.6640625,708984.6247779664,1.0,ecoli,441650836148.6242,441650836148.6242,3.929728015908131e-6,4.0
11-42,1min,YP_003043401.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043403.1,5801557.4765625,1268932.6074017438,1.0,ecoli,441650836148.6242,441650836148.6242,1.3136072665806438e-5,4.0
11-42,1min,YP_003043404.1,275364117.63932294,79884006.06437197,3.0,ecoli,441650836148.6242,441650836148.6242,6.234882742227108e-4,4.0
11-42,1min,YP_003043405.1,747915625.5208334,393390753.29092,3.0,ecoli,441650836148.6242,441650836148.6242,0.0016934545670579124,4.0
11-42,1min,YP_003043406.1,57416859.765625,24857138.475547556,2.0,ecoli,441650836148.6242,441650836148.6242,1.300050969365834e-4,4.0
11-42,1min,YP_003043407.1,411661155.71875,82506022.02490039,3.0,ecoli,441650836148.6242,441650836148.6242,9.320964029154875e-4,4.0
11-42,1min,YP_003043408.1,72397140.625,44139774.04470975,2.0,ecoli,441650836148.6242,441650836148.6242,1.6392392971862718e-4,4.0
11-42,1min,YP_003043409.1,3019007.875,4269521.881736178,1.0,ecoli,441650836148.6242,441650836148.6242,6.83573453936368e-6,4.0
11-42,1min,YP_003043410.1,17613623.3203125,2449103.785636698,2.0,ecoli,441650836148.6242,441650836148.6242,3.988133131120161e-5,4.0
11-42,1min,YP_003043411.1,11879626.125,1747053.497248376,1.0,ecoli,441650836148.6242,441650836148.6242,2.689823080285593e-5,4.0
11-42,1min,YP_003043412.1,323183611.91015625,47360905.578296706,2.0,ecoli,441650836148.6242,441650836148.6242,7.31762708134891e-4,4.0
11-42,1min,YP_003043415.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043417.1,29777956.21875,2743051.714898334,1.0,ecoli,441650836148.6242,441650836148.6242,6.742420432943351e-5,4.0
11-42,1min,YP_003043418.1,5691241.390625,5709771.290079043,2.0,ecoli,441650836148.6242,441650836148.6242,1.2886291442930236e-5,4.0
11-42,1min,YP_003043420.1,12627500.1171875,1297490.5952647855,1.0,ecoli,441650836148.6242,441650836148.6242,2.8591591102384096e-5,4.0
11-42,1min,YP_003043421.1,5862054.25,1973661.0680754005,1.0,ecoli,441650836148.6242,441650836148.6242,1.3273051402142718e-5,4.0
11-42,1min,YP_003043422.1,399241978.296875,41929646.7286998,2.0,ecoli,441650836148.6242,441650836148.6242,9.039765027468944e-4,4.0
11-42,1min,YP_003043424.1,58882336.8359375,34856498.34669174,2.0,ecoli,441650836148.6242,441650836148.6242,1.3332327716033675e-4,4.0
11-42,1min,YP_003043425.1,86125887.015625,24015435.587234974,2.0,ecoli,441650836148.6242,441650836148.6242,1.9500899798283625e-4,4.0
11-42,1min,YP_003043426.1,5884769.68359375,1593539.9908100711,1.0,ecoli,441650836148.6242,441650836148.6242,1.332448441604084e-5,4.0
11-42,1min,YP_003043427.1,74273144.5078125,42105976.42678535,3.0,ecoli,441650836148.6242,441650836148.6242,1.6817163792896822e-4,4.0
11-42,1min,YP_003043428.1,38669581.859375,10646276.540148292,2.0,ecoli,441650836148.6242,441650836148.6242,8.755690852210211e-5,4.0
11-42,1min,YP_003043429.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043430.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043431.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043434.1,8402062.0,670079.4881431046,1.0,ecoli,441650836148.6242,441650836148.6242,1.9024218482793817e-5,4.0
11-42,1min,YP_003043436.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043442.1; YP_003046516.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043444.1,69310030.640625,11295868.711822715,2.0,ecoli,441650836148.6242,441650836148.6242,1.5693399619716967e-4,4.0
11-42,1min,YP_003043445.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043446.1,305329020.9401042,298621777.14442563,3.0,ecoli,441650836148.6242,441650836148.6242,6.913357701361964e-4,4.0
11-42,1min,YP_003043448.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043450.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043459.1,325297723.15625,18965627.818671584,2.0,ecoli,441650836148.6242,441650836148.6242,7.365495466803122e-4,4.0
11-42,1min,YP_003043460.1,154620752.0,83226554.0977359,2.0,ecoli,441650836148.6242,441650836148.6242,3.500972699346754e-4,4.0
11-42,1min,YP_003043461.1,18059948.5390625,12909551.627416056,2.0,ecoli,441650836148.6242,441650836148.6242,4.089191519833322e-5,4.0
11-42,1min,YP_003043462.1,47900784.625,25817811.757913902,2.0,ecoli,441650836148.6242,441650836148.6242,1.0845849414146799e-4,4.0
11-42,1min,YP_003043466.1,54242834.338541664,10627943.279205402,3.0,ecoli,441650836148.6242,441650836148.6242,1.2281836667979925e-4,4.0
11-42,1min,YP_003043467.1,35556306.484375,5882236.514753043,1.0,ecoli,441650836148.6242,441650836148.6242,8.050773048329428e-5,4.0
11-42,1min,YP_003043473.1,6117007.40625,6117808.453895647,1.0,ecoli,441650836148.6242,441650836148.6242,1.3850324522405084e-5,4.0
11-42,1min,YP_003043486.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043489.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043494.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043495.1,63645404.208333336,8934684.03009729,3.0,ecoli,441650836148.6242,441650836148.6242,1.441079671972259e-4,4.0
11-42,1min,YP_003043497.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043511.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043528.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043535.1,15780364.375,22316805.31831423,1.0,ecoli,441650836148.6242,441650836148.6242,3.5730407560441245e-5,4.0
11-42,1min,YP_003043536.1,7895093.1015625,6649044.177844106,1.0,ecoli,441650836148.6242,441650836148.6242,1.7876323229479057e-5,4.0
11-42,1min,YP_003043537.1,168209976.15234375,47587341.33810347,2.0,ecoli,441650836148.6242,441650836148.6242,3.808664274683673e-4,4.0
11-42,1min,YP_003043538.1,20357882.517578125,6793965.5613259515,2.0,ecoli,441650836148.6242,441650836148.6242,4.609497107513071e-5,4.0
11-42,1min,YP_003043543.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043546.1,273597288.21875,6714189.030662802,1.0,ecoli,441650836148.6242,441650836148.6242,6.194877623342235e-4,4.0
11-42,1min,YP_003043550.1,39261740.5,8195550.557831718,1.0,ecoli,441650836148.6242,441650836148.6242,8.889769312423005e-5,4.0
11-42,1min,YP_003043552.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043555.1,101734186.3359375,12703251.22179521,2.0,ecoli,441650836148.6242,441650836148.6242,2.3034981032324354e-4,4.0
11-42,1min,YP_003043556.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043560.1,58765376.752604164,10184641.488673547,3.0,ecoli,441650836148.6242,441650836148.6242,1.330584523852876e-4,4.0
11-42,1min,YP_003043561.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043562.1,177049103.36458334,105769620.8146863,3.0,ecoli,441650836148.6242,441650836148.6242,4.008802630343098e-4,4.0
11-42,1min,YP_003043564.1,31166734.125,4741481.186722616,1.0,ecoli,441650836148.6242,441650836148.6242,7.056871984390805e-5,4.0
11-42,1min,YP_003043565.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043569.1,50128751.747395836,18328336.04753984,3.0,ecoli,441650836148.6242,441650836148.6242,1.135031288167346e-4,4.0
11-42,1min,YP_003043570.1,10403372.4296875,2933215.163405645,2.0,ecoli,441650836148.6242,441650836148.6242,2.3555649798852777e-5,4.0
11-42,1min,YP_003043572.1,2241728.21875,612209.2062581901,1.0,ecoli,441650836148.6242,441650836148.6242,5.075792991356671e-6,4.0
11-42,1min,YP_003043579.1,103215425.72916667,12302545.587993586,3.0,ecoli,441650836148.6242,441650836148.6242,2.3370368010450828e-4,4.0
11-42,1min,YP_003043580.1,83702812.1484375,11378394.116450263,2.0,ecoli,441650836148.6242,441650836148.6242,1.895225940889419e-4,4.0
11-42,1min,YP_003043581.1,135341368.91666666,77060085.99155588,3.0,ecoli,441650836148.6242,441650836148.6242,3.0644427189790627e-4,4.0
11-42,1min,YP_003043582.1,145826516.15625,28320418.637561675,2.0,ecoli,441650836148.6242,441650836148.6242,3.301850788462597e-4,4.0
11-42,1min,YP_003043583.1,136092852.625,28870681.706471924,2.0,ecoli,441650836148.6242,441650836148.6242,3.0814580543260214e-4,4.0
11-42,1min,YP_003043584.1,5591803.6171875,3937241.8451630985,2.0,ecoli,441650836148.6242,441650836148.6242,1.2661141244405452e-5,4.0
11-42,1min,YP_003043585.1,476843679.4895833,91772675.8231475,3.0,ecoli,441650836148.6242,441650836148.6242,0.0010796847655669694,4.0
11-42,1min,YP_003043587.1,29111934.536458332,5017499.071446036,3.0,ecoli,441650836148.6242,441650836148.6242,6.591617665739365e-5,4.0
11-42,1min,YP_003043588.1,28019421.7578125,2115263.609376846,1.0,ecoli,441650836148.6242,441650836148.6242,6.344247415481721e-5,4.0
11-42,1min,YP_003043589.1,495543855.2604167,133352739.44026087,3.0,ecoli,441650836148.6242,441650836148.6242,0.001122026303814483,4.0
11-42,1min,YP_003043590.1,239385666.1015625,196334242.85848707,3.0,ecoli,441650836148.6242,441650836148.6242,5.420247093588758e-4,4.0
11-42,1min,YP_003043591.1,27896678.0703125,5362547.468890883,1.0,ecoli,441650836148.6242,441650836148.6242,6.31645539575628e-5,4.0
11-42,1min,YP_003043593.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043594.1,75517122.2421875,16773697.660078695,2.0,ecoli,441650836148.6242,441650836148.6242,1.709882922462633e-4,4.0
11-42,1min,YP_003043595.1,45828336.10546875,13638705.823110726,2.0,ecoli,441650836148.6242,441650836148.6242,1.0376598967888428e-4,4.0
11-42,1min,YP_003043596.1,87837525.02734375,26599440.013956733,2.0,ecoli,441650836148.6242,441650836148.6242,1.9888454371177664e-4,4.0
11-42,1min,YP_003043597.1,147596526.01041666,38819890.71950322,3.0,ecoli,441650836148.6242,441650836148.6242,3.341927919745804e-4,4.0
11-42,1min,YP_003043598.1,35420116.06640625,17487302.79225154,2.0,ecoli,441650836148.6242,441650836148.6242,8.019936376727856e-5,4.0
11-42,1min,YP_003043600.1,287251851.8541667,84477636.71352519,3.0,ecoli,441650836148.6242,441650836148.6242,6.50404863622857e-4,4.0
11-42,1min,YP_003043601.1,0.0,0.0,0.0,ecoli,441650836148.6242,441650836148.6242,0.0,4.0
11-42,1min,YP_003043608.1,127957746.09895833,68668172.13566001,3.0,ecoli,441650836148.6242,441650836148.6242,2.897260361030949e-4,4.0
11-42,1min,YP_003043609.1,1286842197.9609375,532119791.3276966,2.0,ecoli,441650836148.6242,441650836148.6242,0.002913709411676263,4.0
11-42,1min,YP_003043611.1,373239362.2421875,263950412.73172066,2.0,ecoli,441650836148.6242,441650836148.6242,8.451005448036446e-4,4.0
11-42,1min,YP_003043612.1,33484638.28125,18316258.15121416,2.0,ecoli,441650836148.6242,441650836148.6242,7.58169928381654e-5,4.0
11-42,1min,YP_003043613.1,2927014664.3515625,419710328.31463695,3.0,ecoli,441650836148.6242,441650836148.6242,0.006627440558872992,4.0
11-42,1min,YP_003043614.1,444160312.8125,104163763.56998876,3.0,ecoli,441650836148.6242,441650836148.6242,0.0010056820376154146,4.0
11-42,1min,YP_003043615.1,454456582.9114583,92625715.30051416,3.0,ecoli,441650836148.6242,441650836148.6242,0.001028995182879094,4.0
11-42,1min,YP_003043617.1,269512326.05078125,53030665.036879286,2.0,ecoli,441650836148.6242,441650836148.6242,6.102384598680688e-4,4.0
11-42,1min,YP_003043618.1,353489930.7083333,69912365.09084079,3.0,ecoli,441650836148.6242,441650836148.6242,8.003832479768633e-4,4.0
11-42,1min,YP_003043619.1,449711960.5332031,195938777.4216456,2.0,ecoli,441650836148.6242,441650836148.6242,0.001018252256590014,4.0
11-42,1min,YP_003043622.1,21012563.875,8158848.972097362,2.0,ecoli,441650836148.6242,441650836148.6242,4.757732161958108e-5,4.0
11-42,1min,YP_003043630.1,34282236.942708336,18291757.451647133,3.0,ecoli,441650836148.6242,441650836148.6242,7.7622941329996e-5,4.0
