strain,time,protein_desc,area_mean,area_sd,peps_per_rep,org,org_area,ecoli_area,area_norm,b_rep
11-42,1min,NP_041998.1,103813017.42317708,39009281.545268625,3.0,phage,176838728.4978434,96177295402.03384,0.0010793921474837164,2.0
11-42,1min,NP_042000.1,0.0,0.0,0.0,phage,176838728.4978434,96177295402.03384,0.0,2.0
11-42,1min,NP_042004.1,2823070.84375,151273.1656603649,1.0,phage,176838728.4978434,96177295402.03384,2.9352778448896797e-5,2.0
11-42,1min,NP_042005.1,4956996.395182292,703369.5359039033,3.0,phage,176838728.4978434,96177295402.03384,5.1540193290541075e-5,2.0
11-42,1min,NP_042006.1; NP_042006.1_X,5235314.5859375,268106.6623974086,1.0,phage,176838728.4978434,96177295402.03384,5.443399675623224e-5,2.0
11-42,1min,NP_042010.1,0.0,0.0,0.0,phage,176838728.4978434,96177295402.03384,0.0,2.0
11-42,1min,NP_042013.1,0.0,0.0,0.0,phage,176838728.4978434,96177295402.03384,0.0,2.0
11-42,1min,YP_003043231.1,3166648.703125,245186.64682309283,1.0,ecoli,96177295402.03386,96177295402.03386,3.292511699240437e-5,2.0
11-42,1min,YP_003043233.1,5089909.11328125,971940.2739152022,1.0,ecoli,96177295402.03386,96177295402.03386,5.29221485383297e-5,2.0
11-42,1min,YP_003043235.1,7142444.11328125,828072.8033023559,1.0,ecoli,96177295402.03386,96177295402.03386,7.42633080232178e-5,2.0
11-42,1min,YP_003043237.1,163595889.81510416,29581167.365835562,3.0,ecoli,96177295402.03386,96177295402.03386,0.0017009824317813433,2.0
11-42,1min,YP_003043238.1,8231171.716145833,7114466.87265621,3.0,ecoli,96177295402.03386,96177295402.03386,8.558331445834948e-5,2.0
11-42,1min,YP_003043243.1,445924357.57877606,68860591.45723079,3.0,ecoli,96177295402.03386,96177295402.03386,0.004636482609692371,2.0
11-42,1min,YP_003043244.1,41566326.36328125,22172191.238044623,3.0,ecoli,96177295402.03386,96177295402.03386,4.321843964267085e-4,2.0
11-42,1min,YP_003043245.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043257.1,224194162.59114584,291000974.6741462,3.0,ecoli,96177295402.03386,96177295402.03386,0.0023310508125018955,2.0
11-42,1min,YP_003043259.1,7396906.32421875,854853.5476881545,2.0,ecoli,96177295402.03386,96177295402.03386,7.690906978927511e-5,2.0
11-42,1min,YP_003043260.1,57317257.81640625,8544818.052568417,2.0,ecoli,96177295402.03386,96177295402.03386,5.959541446535017e-4,2.0
11-42,1min,YP_003043262.1,15196407.28125,5227955.376615843,2.0,ecoli,96177295402.03386,96177295402.03386,1.5800410291978996e-4,2.0
11-42,1min,YP_003043263.1,14851661.09765625,6884788.211777359,3.0,ecoli,96177295402.03386,96177295402.03386,1.544196167668714e-4,2.0
11-42,1min,YP_003043264.1,18031396.98828125,1844086.0761413635,1.0,ecoli,96177295402.03386,96177295402.03386,1.8748080732471857e-4,2.0
11-42,1min,YP_003043265.1,2141770.0625,306300.36122204916,1.0,ecoli,96177295402.03386,96177295402.03386,2.226897786579584e-5,2.0
11-42,1min,YP_003043266.1,5501827.783203125,2529730.1804748224,2.0,ecoli,96177295402.03386,96177295402.03386,5.7205058222990724e-5,2.0
11-42,1min,YP_003043267.1,7324409.263671875,558161.513719453,2.0,ecoli,96177295402.03386,96177295402.03386,7.615528418692657e-5,2.0
11-42,1min,YP_003043269.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043281.1,13174068.29296875,7158508.018740964,2.0,ecoli,96177295402.03386,96177295402.03386,1.3697690539019004e-4,2.0
11-42,1min,YP_003043282.1,1683093.5673828125,995575.1785885015,1.0,ecoli,96177295402.03386,96177295402.03386,1.749990536069098e-5,2.0
11-42,1min,YP_003043284.1,28278054.783203125,25145355.435847003,3.0,ecoli,96177295402.03386,96177295402.03386,2.940200664304096e-4,2.0
11-42,1min,YP_003043285.1,5703069.958984375,506474.07914603705,1.0,ecoli,96177295402.03386,96177295402.03386,5.929746657092805e-5,2.0
11-42,1min,YP_003043286.1,50082814.14941406,11543528.988599818,2.0,ecoli,96177295402.03386,96177295402.03386,5.207342745505709e-4,2.0
11-42,1min,YP_003043287.1,31025380.697265625,6403194.071494625,2.0,ecoli,96177295402.03386,96177295402.03386,3.2258528967336224e-4,2.0
11-42,1min,YP_003043288.1,1394271.9453125,13511.142258413061,1.0,ecoli,96177295402.03386,96177295402.03386,1.4496892842372602e-5,2.0
11-42,1min,YP_003043289.1,2248574.890625,359648.2753966243,1.0,ecoli,96177295402.03386,96177295402.03386,2.33794772583868e-5,2.0
11-42,1min,YP_003043290.1,85091253.30859375,13384985.591052465,2.0,ecoli,96177295402.03386,96177295402.03386,8.847332725764539e-4,2.0
11-42,1min,YP_003043297.1,14912091.5,1376046.4131983793,1.0,ecoli,96177295402.03386,96177295402.03386,1.5504793972075716e-4,2.0
11-42,1min,YP_003043299.1,3507310.2109375,730441.1872095095,2.0,ecoli,96177295402.03386,96177295402.03386,3.646713287451553e-5,2.0
11-42,1min,YP_003043310.1,7235965.055989583,821328.7445453022,3.0,ecoli,96177295402.03386,96177295402.03386,7.523568869079015e-5,2.0
11-42,1min,YP_003043312.1,14321335.9375,2422803.629504048,2.0,ecoli,96177295402.03386,96177295402.03386,1.489055798214632e-4,2.0
11-42,1min,YP_003043313.1,1440337.3828125,158254.41986247624,1.0,ecoli,96177295402.03386,96177295402.03386,1.4975856586439644e-5,2.0
11-42,1min,YP_003043314.1,2578563.630533854,1160022.321130081,3.0,ecoli,96177295402.03386,96177295402.03386,2.6810523416728612e-5,2.0
11-42,1min,YP_003043315.1,13156254.618164062,4836420.461313331,2.0,ecoli,96177295402.03386,96177295402.03386,1.3679168834150693e-4,2.0
11-42,1min,YP_003043316.1,10628458.548177084,4374585.0838514585,3.0,ecoli,96177295402.03386,96177295402.03386,1.1050901882558369e-4,2.0
11-42,1min,YP_003043318.1,5983797.2265625,3587944.3108184305,2.0,ecoli,96177295402.03386,96177295402.03386,6.221631832699634e-5,2.0
11-42,1min,YP_003043320.1,5615324.964192708,3854915.1765646464,3.0,ecoli,96177295402.03386,96177295402.03386,5.8385141115893355e-5,2.0
11-42,1min,YP_003043321.1,9771866.104166666,2414700.9263872937,3.0,ecoli,96177295402.03386,96177295402.03386,1.0160262942848381e-4,2.0
11-42,1min,YP_003043322.1,10964161.716145834,5427861.672612198,3.0,ecoli,96177295402.03386,96177295402.03386,1.1399948054594572e-4,2.0
11-42,1min,YP_003043324.1,18724145.4609375,13705194.480305668,3.0,ecoli,96177295402.03386,96177295402.03386,1.9468363487107937e-4,2.0
11-42,1min,YP_003043325.1,109553624.93098958,36035166.63088756,3.0,ecoli,96177295402.03386,96177295402.03386,0.0011390799093802845,2.0
11-42,1min,YP_003043328.1,41884382.328125,5381683.230821832,2.0,ecoli,96177295402.03386,96177295402.03386,4.354913719817419e-4,2.0
11-42,1min,YP_003043330.1,7047002.630859375,1118231.4717924076,1.0,ecoli,96177295402.03386,96177295402.03386,7.327095861244558e-5,2.0
11-42,1min,YP_003043331.1,6898233.328125,1043284.4147486374,1.0,ecoli,96177295402.03386,96177295402.03386,7.172413509123405e-5,2.0
11-42,1min,YP_003043333.1,2205798.953125,980489.3367816905,3.0,ecoli,96177295402.03386,96177295402.03386,2.293471597329149e-5,2.0
11-42,1min,YP_003043337.1,5115097.703125,407388.103592522,1.0,ecoli,96177295402.03386,96177295402.03386,5.3184046003198705e-5,2.0
11-42,1min,YP_003043341.1,17337215.0546875,16105281.356360307,2.0,ecoli,96177295402.03386,96177295402.03386,1.802630754193663e-4,2.0
11-42,1min,YP_003043342.1,1005025892.4648438,294021091.6435019,2.0,ecoli,96177295402.03386,96177295402.03386,0.01044972088540962,2.0
11-42,1min,YP_003043343.1,421195898.41503906,48336692.87969251,2.0,ecoli,96177295402.03386,96177295402.03386,0.0043793693371640815,2.0
11-42,1min,YP_003043344.1,875009023.89453125,126986890.6790714,2.0,ecoli,96177295402.03386,96177295402.03386,0.009097875129851359,2.0
11-42,1min,YP_003043346.1,78322660.42578125,40524359.75780268,2.0,ecoli,96177295402.03386,96177295402.03386,8.143570693933754e-4,2.0
11-42,1min,YP_003043348.1,32684589.356119793,10008079.720585981,3.0,ecoli,96177295402.03386,96177295402.03386,3.398368525491788e-4,2.0
11-42,1min,YP_003043349.1,27579342.419270832,18438329.9518091,3.0,ecoli,96177295402.03386,96177295402.03386,2.8675522953713266e-4,2.0
11-42,1min,YP_003043351.1,2428285.4375,77919.18981111336,1.0,ecoli,96177295402.03386,96177295402.03386,2.5248011262423678e-5,2.0
11-42,1min,YP_003043352.1,25131831.1875,1279720.7477370682,1.0,ecoli,96177295402.03386,96177295402.03386,2.6130731876422195e-4,2.0
11-42,1min,YP_003043353.1,34875678.087890625,13262881.175338766,2.0,ecoli,96177295402.03386,96177295402.03386,3.626186195203937e-4,2.0
11-42,1min,YP_003043354.1,27864054.8984375,5350619.969965333,2.0,ecoli,96177295402.03386,96177295402.03386,2.897155173886108e-4,2.0
11-42,1min,YP_003043355.1,11155837.33203125,4568653.944389229,2.0,ecoli,96177295402.03386,96177295402.03386,1.1599242092843607e-4,2.0
11-42,1min,YP_003043359.1,9041587.224609375,2393367.0087054786,2.0,ecoli,96177295402.03386,96177295402.03386,9.400958081441509e-5,2.0
11-42,1min,YP_003043361.1,15086830.490885416,6898320.018573069,3.0,ecoli,96177295402.03386,96177295402.03386,1.568647821486398e-4,2.0
11-42,1min,YP_003043362.1,49951751.30859375,22350549.122883283,2.0,ecoli,96177295402.03386,96177295402.03386,5.193715533358346e-4,2.0
11-42,1min,YP_003043371.1,5970229.369140625,667489.3863871128,1.0,ecoli,96177295402.03386,96177295402.03386,6.207524701317783e-5,2.0
11-42,1min,YP_003043372.1,3617659.4296875,341266.6810662894,1.0,ecoli,96177295402.03386,96177295402.03386,3.761448494226422e-5,2.0
11-42,1min,YP_003043373.1,101657183.71158855,76280534.04225746,3.0,ecoli,96177295402.03386,96177295402.03386,0.001056976943327924,2.0
11-42,1min,YP_003043377.1,16481870.3828125,10042725.92687721,2.0,ecoli,96177295402.03386,96177295402.03386,1.7136965968855846e-4,2.0
11-42,1min,YP_003043378.1,23949373.819661457,6801497.513141759,3.0,ecoli,96177295402.03386,96177295402.03386,2.490127604394561e-4,2.0
11-42,1min,YP_003043379.1,694439.578125,87459.1872407524,1.0,ecoli,96177295402.03386,96177295402.03386,7.2204107551803194e-6,2.0
11-42,1min,YP_003043380.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043382.1,46645367.56542969,8248866.0092240125,2.0,ecoli,96177295402.03386,96177295402.03386,4.849935462465009e-4,2.0
11-42,1min,YP_003043384.1,7945799.1875,3581717.7843609075,2.0,ecoli,96177295402.03386,96177295402.03386,8.261616376594397e-5,2.0
11-42,1min,YP_003043387.1,13269439.083984375,15322936.160510004,2.0,ecoli,96177295402.03386,96177295402.03386,1.3796851978958608e-4,2.0
11-42,1min,YP_003043389.1,99950562.76725261,47163035.33518943,3.0,ecoli,96177295402.03386,96177295402.03386,0.0010392324129041683,2.0
11-42,1min,YP_003043390.1,1333840.00390625,164736.52849260232,1.0,ecoli,96177295402.03386,96177295402.03386,1.3868553886139362e-5,2.0
11-42,1min,YP_003043391.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043392.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043393.1,108993973.875,11708343.63172534,2.0,ecoli,96177295402.03386,96177295402.03386,0.0011332609574784853,2.0
11-42,1min,YP_003043395.1,46588772.28450521,38683757.239709154,3.0,ecoli,96177295402.03386,96177295402.03386,4.844050988308411e-4,2.0
11-42,1min,YP_003043396.1,1287022272.0305989,299271136.8090451,3.0,ecoli,96177295402.03386,96177295402.03386,0.013381768188122518,2.0
11-42,1min,YP_003043397.1,675358190.4388021,160999206.77540755,3.0,ecoli,96177295402.03386,96177295402.03386,0.0070220127070086055,2.0
11-42,1min,YP_003043398.1,63629843.61393229,14144559.509359326,3.0,ecoli,96177295402.03386,96177295402.03386,6.615890304250197e-4,2.0
11-42,1min,YP_003043399.1,241650505.08854166,142685285.9170958,3.0,ecoli,96177295402.03386,96177295402.03386,0.002512552511259653,2.0
11-42,1min,YP_003043400.1,3426403.96875,1366506.3494774797,1.0,ecoli,96177295402.03386,96177295402.03386,3.562591310586534e-5,2.0
11-42,1min,YP_003043403.1,3174868.640625,416329.6456173212,1.0,ecoli,96177295402.03386,96177295402.03386,3.301058349950087e-5,2.0
11-42,1min,YP_003043404.1,69616736.109375,12240804.02216721,1.0,ecoli,96177295402.03386,96177295402.03386,7.238375316998446e-4,2.0
11-42,1min,YP_003043405.1,130033358.01822917,96790049.82445487,3.0,ecoli,96177295402.03386,96177295402.03386,0.0013520172040050874,2.0
11-42,1min,YP_003043406.1,8896462.934895834,3266112.13335116,3.0,ecoli,96177295402.03386,96177295402.03386,9.250065618613456e-5,2.0
11-42,1min,YP_003043407.1,106585752.11914062,29219035.03362109,2.0,ecoli,96177295402.03386,96177295402.03386,0.0011082215576306033,2.0
11-42,1min,YP_003043408.1,16921304.525390625,12342918.725269828,2.0,ecoli,96177295402.03386,96177295402.03386,1.759386605191727e-4,2.0
11-42,1min,YP_003043409.1,5404108.890625,688073.7426369576,1.0,ecoli,96177295402.03386,96177295402.03386,5.618902952131381e-5,2.0
11-42,1min,YP_003043410.1,3569671.65234375,2051968.1994714253,3.0,ecoli,96177295402.03386,96177295402.03386,3.7115533738207636e-5,2.0
11-42,1min,YP_003043411.1,3200697.3779296875,3700994.5110395877,2.0,ecoli,96177295402.03386,96177295402.03386,3.3279136874772236e-5,2.0
11-42,1min,YP_003043412.1,93738408.71191406,9024960.100515172,2.0,ecoli,96177295402.03386,96177295402.03386,9.746417625914212e-4,2.0
11-42,1min,YP_003043415.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043416.1,6931704.09375,516969.0822885217,1.0,ecoli,96177295402.03386,96177295402.03386,7.207214618350991e-5,2.0
11-42,1min,YP_003043417.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043420.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043422.1,129676713.98046875,16534490.707269674,3.0,ecoli,96177295402.03386,96177295402.03386,0.001348309010337657,2.0
11-42,1min,YP_003043424.1,9272950.393229166,4378573.4927517455,3.0,ecoli,96177295402.03386,96177295402.03386,9.641517111150821e-5,2.0
11-42,1min,YP_003043425.1,20980146.37890625,7767369.968530609,2.0,ecoli,96177295402.03386,96177295402.03386,2.1814032398401778e-4,2.0
11-42,1min,YP_003043426.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043427.1,7898264.3203125,537961.3096783498,2.0,ecoli,96177295402.03386,96177295402.03386,8.212192167908972e-5,2.0
11-42,1min,YP_003043428.1,6649296.9296875,719132.8069357829,2.0,ecoli,96177295402.03386,96177295402.03386,6.913582776363752e-5,2.0
11-42,1min,YP_003043437.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043444.1,14498188.345703125,5026602.033749928,3.0,ecoli,96177295402.03386,96177295402.03386,1.507443964305585e-4,2.0
11-42,1min,YP_003043446.1,57013845.169270836,41329683.0963079,3.0,ecoli,96177295402.03386,96177295402.03386,5.927994224722726e-4,2.0
11-42,1min,YP_003043449.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043459.1,63159226.23046875,12281292.711835692,3.0,ecoli,96177295402.03386,96177295402.03386,6.56695802959054e-4,2.0
11-42,1min,YP_003043460.1,44218612.453125,25586105.694417756,3.0,ecoli,96177295402.03386,96177295402.03386,4.5976144648573585e-4,2.0
11-42,1min,YP_003043461.1,7887868.7734375,822378.3674322978,1.0,ecoli,96177295402.03386,96177295402.03386,8.201383435108215e-5,2.0
11-42,1min,YP_003043462.1,18285614.22265625,3253136.897225407,1.0,ecoli,96177295402.03386,96177295402.03386,1.9012402195570124e-4,2.0
11-42,1min,YP_003043465.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043465.1; YP_003044151.1; YP_003044558.1,2304807.125,266093.4741486533,1.0,ecoli,96177295402.03386,96177295402.03386,2.396414991049187e-5,2.0
11-42,1min,YP_003043466.1,9847641.610677084,2057398.0622317116,3.0,ecoli,96177295402.03386,96177295402.03386,1.0239050255585411e-4,2.0
11-42,1min,YP_003043467.1,7499152.3017578125,1024637.9728802342,2.0,ecoli,96177295402.03386,96177295402.03386,7.797216869543233e-5,2.0
11-42,1min,YP_003043473.1,2236230.84375,308601.2424938564,1.0,ecoli,96177295402.03386,96177295402.03386,2.325113047109776e-5,2.0
11-42,1min,YP_003043477.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043483.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043493.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043494.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043495.1,9900261.30078125,1825832.366695476,2.0,ecoli,96177295402.03386,96177295402.03386,1.0293761390769873e-4,2.0
11-42,1min,YP_003043504.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043507.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043512.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043515.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043523.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043528.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043530.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043532.1,240205.54638671875,140429.96559926128,1.0,ecoli,96177295402.03386,96177295402.03386,2.4975286046735634e-6,2.0
11-42,1min,YP_003043535.1,8285734.984375,1241168.424240388,1.0,ecoli,96177295402.03386,96177295402.03386,8.615063409445574e-5,2.0
11-42,1min,YP_003043536.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043537.1,29278365.10546875,12322599.213626945,2.0,ecoli,96177295402.03386,96177295402.03386,3.0442075734279385e-4,2.0
11-42,1min,YP_003043538.1,2381024.17578125,396296.5423217152,2.0,ecoli,96177295402.03386,96177295402.03386,2.475661397867608e-5,2.0
11-42,1min,YP_003043546.1,41324078.322916664,10651014.73595981,3.0,ecoli,96177295402.03386,96177295402.03386,4.296656310637197e-4,2.0
11-42,1min,YP_003043550.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043555.1,28745939.597005207,9744210.99606344,3.0,ecoli,96177295402.03386,96177295402.03386,2.9888488210074284e-4,2.0
11-42,1min,YP_003043556.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043560.1,19957676.610677082,6479312.947910073,3.0,ecoli,96177295402.03386,96177295402.03386,2.0750923102226304e-4,2.0
11-42,1min,YP_003043561.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043562.1,38168742.55078125,12247651.406692537,1.0,ecoli,96177295402.03386,96177295402.03386,3.968581398679474e-4,2.0
11-42,1min,YP_003043564.1,4023405.71875,2960457.5155542595,2.0,ecoli,96177295402.03386,96177295402.03386,4.183321751699952e-5,2.0
11-42,1min,YP_003043569.1,22718506.47265625,2159426.6539298175,1.0,ecoli,96177295402.03386,96177295402.03386,2.3621486108223232e-4,2.0
11-42,1min,YP_003043571.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043572.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043579.1,24912889.119791668,11973948.659584442,3.0,ecoli,96177295402.03386,96177295402.03386,2.590308764210148e-4,2.0
11-42,1min,YP_003043580.1,39560032.947916664,11448140.87686089,3.0,ecoli,96177295402.03386,96177295402.03386,4.1132403216944785e-4,2.0
11-42,1min,YP_003043581.1,37483942.946614586,12349221.5487676,3.0,ecoli,96177295402.03386,96177295402.03386,3.897379603983116e-4,2.0
11-42,1min,YP_003043582.1,39017135.828125,6396561.2165537095,1.0,ecoli,96177295402.03386,96177295402.03386,4.0567927872194986e-4,2.0
11-42,1min,YP_003043583.1,6824488.484822591,7862040.592139685,3.0,ecoli,96177295402.03386,96177295402.03386,7.095737571217119e-5,2.0
11-42,1min,YP_003043584.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043585.1,101263877.85807292,37174877.79744994,3.0,ecoli,96177295402.03386,96177295402.03386,0.001052887559738257,2.0
11-42,1min,YP_003043587.1,8581531.720052084,3489943.1088756775,3.0,ecoli,96177295402.03386,96177295402.03386,8.922617010782163e-5,2.0
11-42,1min,YP_003043588.1,3411470.7578125,1449457.6520145715,3.0,ecoli,96177295402.03386,96177295402.03386,3.547064557754613e-5,2.0
11-42,1min,YP_003043589.1,172384845.4596354,21213992.499221273,3.0,ecoli,96177295402.03386,96177295402.03386,0.0017923652847487953,2.0
11-42,1min,YP_003043590.1,75059455.236328125,59451346.88361294,2.0,ecoli,96177295402.03386,96177295402.03386,7.80428009776836e-4,2.0
11-42,1min,YP_003043591.1,9157408.5234375,1577542.7329245387,1.0,ecoli,96177295402.03386,96177295402.03386,9.521382863968379e-5,2.0
11-42,1min,YP_003043592.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043594.1,13188399.08203125,1836315.9832988451,2.0,ecoli,96177295402.03386,96177295402.03386,1.3712590925854165e-4,2.0
11-42,1min,YP_003043595.1,12470761.66015625,7698366.854571411,3.0,ecoli,96177295402.03386,96177295402.03386,1.296642997500274e-4,2.0
11-42,1min,YP_003043596.1,13605977.544921875,1074432.7529598987,1.0,ecoli,96177295402.03386,96177295402.03386,1.4146766643881057e-4,2.0
11-42,1min,YP_003043597.1,34774536.071614586,11422983.956691131,3.0,ecoli,96177295402.03386,96177295402.03386,3.6156699901211e-4,2.0
11-42,1min,YP_003043598.1,9135344.421875,3763093.573943543,1.0,ecoli,96177295402.03386,96177295402.03386,9.498441793032386e-5,2.0
11-42,1min,YP_003043599.1,4345450.3359375,911140.9734416462,1.0,ecoli,96177295402.03386,96177295402.03386,4.518166494257237e-5,2.0
11-42,1min,YP_003043600.1,50060166.662760414,30985410.486177802,3.0,ecoli,96177295402.03386,96177295402.03386,5.204987981155248e-4,2.0
11-42,1min,YP_003043608.1,43290567.7890625,46488216.71214711,2.0,ecoli,96177295402.03386,96177295402.03386,4.501121351780811e-4,2.0
11-42,1min,YP_003043609.1,185915084.96940103,101246910.20098786,3.0,ecoli,96177295402.03386,96177295402.03386,0.0019330454676673044,2.0
11-42,1min,YP_003043611.1,101098579.72916667,43287173.48526652,3.0,ecoli,96177295402.03386,96177295402.03386,0.0010511688783362142,2.0
11-42,1min,YP_003043612.1,10658784.36328125,8086706.578661295,2.0,ecoli,96177295402.03386,96177295402.03386,1.1082433040694393e-4,2.0
11-42,1min,YP_003043613.1,996622411.1796875,149120059.87848264,3.0,ecoli,96177295402.03386,96177295402.03386,0.010362345988350717,2.0
11-42,1min,YP_003043614.1,93771518.1875,41846115.23008665,3.0,ecoli,96177295402.03386,96177295402.03386,9.749860171833967e-4,2.0
11-42,1min,YP_003043615.1,73604740.57421875,14127749.152611054,3.0,ecoli,96177295402.03386,96177295402.03386,7.653026659414903e-4,2.0
11-42,1min,YP_003043617.1,63498789.203125,19321364.648502383,3.0,ecoli,96177295402.03386,96177295402.03386,6.602263968610432e-4,2.0
11-42,1min,YP_003043618.1,64079826.625,44170554.52348755,3.0,ecoli,96177295402.03386,96177295402.03386,6.66267712739663e-4,2.0
11-42,1min,YP_003043619.1,62651237.12890625,14803204.093549171,2.0,ecoli,96177295402.03386,96177295402.03386,6.514140043865422e-4,2.0
11-42,1min,YP_003043622.1,8570164.109375,1785043.2112117168,2.0,ecoli,96177295402.03386,96177295402.03386,8.910797578108821e-5,2.0
11-42,1min,YP_003043627.1,0.0,0.0,0.0,ecoli,96177295402.03386,96177295402.03386,0.0,2.0
11-42,1min,YP_003043630.1,5678679.7578125,6473645.629493378,2.0,ecoli,96177295402.03386,96177295402.03386,5.904387032381047e-5,2.0
11-42,1min,YP_003043635.1,6610768.30078125,980018.8252591937,1.0,ecoli,96177295402.03386,96177295402.03386,6.873522771821937e-5,2.0
11-42,1min,YP_003043636.1,2042544.3203125,542150.9777762449,1.0,ecoli,96177295402.03386,96177295402.03386,2.1237281749028124e-5,2.0
