strain,time,protein_desc,area_mean,area_sd,peps_per_rep,org,org_area,ecoli_area,area_norm,b_rep
11-42,5min,YP_003045600.1,149771477.015625,129430990.77698453,3.0,ecoli,130416132008.26118,130416132008.26118,0.0011484121995439778,3.0
11-42,5min,YP_003045602.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045603.1,4003369.259765625,4223013.223446805,2.0,ecoli,130416132008.26118,130416132008.26118,3.069688694272908e-5,3.0
11-42,5min,YP_003045604.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045605.1,43200727.932291664,21188292.614958316,3.0,ecoli,130416132008.26118,130416132008.26118,3.312529459894971e-4,3.0
11-42,5min,YP_003045606.1,40349523.65625,35758073.3617366,1.0,ecoli,130416132008.26118,130416132008.26118,3.093905871529303e-4,3.0
11-42,5min,YP_003045607.1,93452219.16015625,63380707.20719864,3.0,ecoli,130416132008.26118,130416132008.26118,7.165694743518121e-4,3.0
11-42,5min,YP_003045608.1,41858509.53971354,21880357.498585943,3.0,ecoli,130416132008.26118,130416132008.26118,3.209611333746811e-4,3.0
11-42,5min,YP_003045609.1,18028956.4921875,14034446.047756594,2.0,ecoli,130416132008.26118,130416132008.26118,1.3824176667841568e-4,3.0
11-42,5min,YP_003045610.1,26421889.927083332,20043721.809809938,3.0,ecoli,130416132008.26118,130416132008.26118,2.0259679167152145e-4,3.0
11-42,5min,YP_003045611.1,106901301.01171875,74134222.92855136,3.0,ecoli,130416132008.26118,130416132008.26118,8.19693847421783e-4,3.0
11-42,5min,YP_003045612.1,144382003.078125,110446271.49945487,2.0,ecoli,130416132008.26118,130416132008.26118,0.001107086990350083,3.0
11-42,5min,YP_003045613.1,48097642.52832031,35450489.95461026,2.0,ecoli,130416132008.26118,130416132008.26118,3.688013268578888e-4,3.0
11-42,5min,YP_003045614.1,23125148.044921875,18406734.969824143,2.0,ecoli,130416132008.26118,130416132008.26118,1.7731815603499893e-4,3.0
11-42,5min,YP_003045615.1,136082890.50146484,71936900.5415882,2.0,ecoli,130416132008.26118,130416132008.26118,0.0010434513614684163,3.0
11-42,5min,YP_003045628.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045633.1,190638291.90625,93448036.5209049,1.0,ecoli,130416132008.26118,130416132008.26118,0.0014617692533173278,3.0
11-42,5min,YP_003045634.1,3945484.64453125,2397272.355839505,2.0,ecoli,130416132008.26118,130416132008.26118,3.025304142804453e-5,3.0
11-42,5min,YP_003045635.1,16060478.572265625,12839512.805025227,2.0,ecoli,130416132008.26118,130416132008.26118,1.2314794439117607e-4,3.0
11-42,5min,YP_003045639.1,6199777.5625,4557578.534450224,1.0,ecoli,130416132008.26118,130416132008.26118,4.7538425400526956e-5,3.0
11-42,5min,YP_003045642.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045643.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045647.1,14389769.76953125,15304337.092295414,2.0,ecoli,130416132008.26118,130416132008.26118,1.1033734514239184e-4,3.0
11-42,5min,YP_003045648.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045649.1,11310929.8125,9446589.40154139,2.0,ecoli,130416132008.26118,130416132008.26118,8.672952983901954e-5,3.0
11-42,5min,YP_003045650.1,19575489.94921875,13651830.63223869,2.0,ecoli,130416132008.26118,130416132008.26118,1.501002187979225e-4,3.0
11-42,5min,YP_003045651.1,10606283.015625,4877562.657062892,2.0,ecoli,130416132008.26118,130416132008.26118,8.132646515657393e-5,3.0
11-42,5min,YP_003045652.1,38449268.04296875,32298053.5931512,1.0,ecoli,130416132008.26118,130416132008.26118,2.948198773487101e-4,3.0
11-42,5min,YP_003045654.1,6687807.07421875,4660105.906452982,2.0,ecoli,130416132008.26118,130416132008.26118,5.128052006476555e-5,3.0
11-42,5min,YP_003045655.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045656.1,2663726.16796875,987164.6033219089,1.0,ecoli,130416132008.26118,130416132008.26118,2.0424821124123024e-5,3.0
11-42,5min,YP_003045659.1,22718741.75390625,19321315.33790577,2.0,ecoli,130416132008.26118,130416132008.26118,1.7420192888765583e-4,3.0
11-42,5min,YP_003045662.1,305337155.2682292,161147977.89703783,3.0,ecoli,130416132008.26118,130416132008.26118,0.0023412529613199055,3.0
11-42,5min,YP_003045663.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045664.1,87395680.546875,75789494.339037,2.0,ecoli,130416132008.26118,130416132008.26118,6.701293712754718e-4,3.0
11-42,5min,YP_003045665.1,10320813.75390625,9396323.888585208,1.0,ecoli,130416132008.26118,130416132008.26118,7.91375544955779e-5,3.0
11-42,5min,YP_003045668.1,19946243.5,17199607.097660482,1.0,ecoli,130416132008.26118,130416132008.26118,1.529430691805559e-4,3.0
11-42,5min,YP_003045671.1,44270380.2109375,25597789.203794517,2.0,ecoli,130416132008.26118,130416132008.26118,3.3945478622332705e-4,3.0
11-42,5min,YP_003045673.1,13520379.7421875,1074667.548319019,1.0,ecoli,130416132008.26118,130416132008.26118,1.0367106840226678e-4,3.0
11-42,5min,YP_003045674.1,67046951.42903646,46128834.40548801,3.0,ecoli,130416132008.26118,130416132008.26118,5.141001377405472e-4,3.0
11-42,5min,YP_003045675.1,37332434.858072914,26349253.303741053,3.0,ecoli,130416132008.26118,130416132008.26118,2.862562651045969e-4,3.0
11-42,5min,YP_003045678.1,138994681.203125,126949482.6456669,1.0,ecoli,130416132008.26118,130416132008.26118,0.0010657782826615377,3.0
11-42,5min,YP_003045679.1,762173775.44140625,563981993.9742368,2.0,ecoli,130416132008.26118,130416132008.26118,0.005844167923897072,3.0
11-42,5min,YP_003045679.1; YP_003043925.1,108818438.703125,37599814.66626728,1.0,ecoli,130416132008.26118,130416132008.26118,8.343940050010985e-4,3.0
11-42,5min,YP_003045684.1,940284320.2421875,708673168.3819212,1.0,ecoli,130416132008.26118,130416132008.26118,0.00720987738068037,3.0
11-42,5min,YP_003045685.1,11200091.641927084,8737770.432864487,3.0,ecoli,130416132008.26118,130416132008.26118,8.58796490085875e-5,3.0
11-42,5min,YP_003045686.1,47336807.439453125,45110062.2545249,1.0,ecoli,130416132008.26118,130416132008.26118,3.629674236654602e-4,3.0
11-42,5min,YP_003045687.1,1774807299.758789,1934635957.042983,2.0,ecoli,130416132008.26118,130416132008.26118,0.01360880185931572,3.0
11-42,5min,YP_003045688.1,41103068.75292969,23081153.822716475,3.0,ecoli,130416132008.26118,130416132008.26118,3.151685924125247e-4,3.0
11-42,5min,YP_003045691.1,119471484.171875,74508585.7807318,2.0,ecoli,130416132008.26118,130416132008.26118,9.160790335685396e-4,3.0
11-42,5min,YP_003045694.1,1596300.734375,2257510.1481792564,1.0,ecoli,130416132008.26118,130416132008.26118,1.2240055810533337e-5,3.0
11-42,5min,YP_003045695.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045696.1,15100530.552734375,11925649.670340843,1.0,ecoli,130416132008.26118,130416132008.26118,1.157872904233798e-4,3.0
11-42,5min,YP_003045697.1,17169885.390625,16225244.42506827,1.0,ecoli,130416132008.26118,130416132008.26118,1.3165461301625918e-4,3.0
11-42,5min,YP_003045699.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045701.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045714.1,148191246.81054688,143811147.7127451,2.0,ecoli,130416132008.26118,130416132008.26118,0.0011362953687444107,3.0
11-42,5min,YP_003045717.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045721.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045722.1,97374046.1796875,88686091.94014832,1.0,ecoli,130416132008.26118,130416132008.26118,7.466411147166929e-4,3.0
11-42,5min,YP_003045723.1,33538992.591796875,33128827.70179943,1.0,ecoli,130416132008.26118,130416132008.26118,2.5716904860874384e-4,3.0
11-42,5min,YP_003045724.1,107465879.09375,47503207.39642772,1.0,ecoli,130416132008.26118,130416132008.26118,8.240228983860876e-4,3.0
11-42,5min,YP_003045728.1,37283297.33984375,26917189.490626346,2.0,ecoli,130416132008.26118,130416132008.26118,2.858794902572486e-4,3.0
11-42,5min,YP_003045729.1,10233714.022135416,6536825.194684144,3.0,ecoli,130416132008.26118,130416132008.26118,7.846969438939627e-5,3.0
11-42,5min,YP_003045731.1,66691354.34375,60004970.915342145,2.0,ecoli,130416132008.26118,130416132008.26118,5.113735035442199e-4,3.0
11-42,5min,YP_003045732.1,17786960.46484375,7664844.624552366,2.0,ecoli,130416132008.26118,130416132008.26118,1.363861984782453e-4,3.0
11-42,5min,YP_003045734.1,7958264.4140625,3596291.558921736,1.0,ecoli,130416132008.26118,130416132008.26118,6.102208592997058e-5,3.0
11-42,5min,YP_003045735.1,39649318.614583336,16382401.542031279,3.0,ecoli,130416132008.26118,130416132008.26118,3.040215807970118e-4,3.0
11-42,5min,YP_003045736.1,117004750.3984375,106029938.71921915,2.0,ecoli,130416132008.26118,130416132008.26118,8.971647034511487e-4,3.0
11-42,5min,YP_003045738.1,56757844.05078125,48061074.43453733,2.0,ecoli,130416132008.26118,130416132008.26118,4.352057002210887e-4,3.0
11-42,5min,YP_003045739.1,5154067.27734375,2153234.46024383,2.0,ecoli,130416132008.26118,130416132008.26118,3.9520166700061816e-5,3.0
11-42,5min,YP_003045740.1,2752462.2447916665,2026515.9593213233,3.0,ecoli,130416132008.26118,130416132008.26118,2.1105228336455435e-5,3.0
11-42,5min,YP_003045742.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045743.1,18698350.33203125,18604118.31402999,2.0,ecoli,130416132008.26118,130416132008.26118,1.433745200390302e-4,3.0
11-42,5min,YP_003045744.1,10817384.354492188,9424805.88251806,2.0,ecoli,130416132008.26118,130416132008.26118,8.29451402055611e-5,3.0
11-42,5min,YP_003045747.1,7139459.1875,2861787.6271874425,1.0,ecoli,130416132008.26118,130416132008.26118,5.474368145689026e-5,3.0
11-42,5min,YP_003045748.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045766.1,4182435.56640625,1346153.8662470107,1.0,ecoli,130416132008.26118,130416132008.26118,3.206992495484619e-5,3.0
11-42,5min,YP_003045772.1,11495209.84765625,9171453.060401125,1.0,ecoli,130416132008.26118,130416132008.26118,8.814254548607597e-5,3.0
11-42,5min,YP_003045781.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045782.1,4098503.8515625,2745289.608423898,1.0,ecoli,130416132008.26118,130416132008.26118,3.142635645184509e-5,3.0
11-42,5min,YP_003045784.1,12646371.646484375,685259.8139633616,1.0,ecoli,130416132008.26118,130416132008.26118,9.696938140814737e-5,3.0
11-42,5min,YP_003045785.1,12831069.776041666,10284538.260374473,3.0,ecoli,130416132008.26118,130416132008.26118,9.838560290400949e-5,3.0
11-42,5min,YP_003045786.1,1914582.578125,335098.05828391324,1.0,ecoli,130416132008.26118,130416132008.26118,1.4680565576072453e-5,3.0
11-42,5min,YP_003045798.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045799.1,6004735.4267578125,4468820.644787863,1.0,ecoli,130416132008.26118,130416132008.26118,4.6042888516103544e-5,3.0
11-42,5min,YP_003045802.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045811.1,12918585.8125,6702986.855149989,2.0,ecoli,130416132008.26118,130416132008.26118,9.905665513589742e-5,3.0
11-42,5min,YP_003045813.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045814.1,160879605.40625,109130150.31518975,2.0,ecoli,130416132008.26118,130416132008.26118,0.0012335866961309596,3.0
11-42,5min,YP_003045815.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045817.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045818.1,6353846.076171875,3292617.699457739,2.0,ecoli,130416132008.26118,130416132008.26118,4.871978625902961e-5,3.0
11-42,5min,YP_003045819.1,5489182.75,954221.951269892,1.0,ecoli,130416132008.26118,130416132008.26118,4.208975274356618e-5,3.0
11-42,5min,YP_003045826.1,5439339.9140625,194720.38060709165,1.0,ecoli,130416132008.26118,130416132008.26118,4.170756968714534e-5,3.0
11-42,5min,YP_003045828.1,4449281.296875,4526185.490336361,1.0,ecoli,130416132008.26118,130416132008.26118,3.41160347907969e-5,3.0
11-42,5min,YP_003045829.1,5518304.5625,4094587.64154627,1.0,ecoli,130416132008.26118,130416132008.26118,4.231305190181874e-5,3.0
11-42,5min,YP_003045830.1,7610873.716796875,5850330.820984957,1.0,ecoli,130416132008.26118,130416132008.26118,5.835837637260063e-5,3.0
11-42,5min,YP_003045831.1,48709057.3046875,39498362.11221991,1.0,ecoli,130416132008.26118,130416132008.26118,3.734895104970759e-4,3.0
11-42,5min,YP_003045831.1; YP_003046164.1,36844032.857421875,20900852.320215724,1.0,ecoli,130416132008.26118,130416132008.26118,2.825113142834814e-4,3.0
11-42,5min,YP_003045838.1,19283815.21875,3355646.2501580967,1.0,ecoli,130416132008.26118,130416132008.26118,1.4786372607284863e-4,3.0
11-42,5min,YP_003045840.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045841.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045842.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045845.1,10352851.904296875,7904105.24899002,2.0,ecoli,130416132008.26118,130416132008.26118,7.938321544179117e-5,3.0
11-42,5min,YP_003045849.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045850.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045851.1,988169.5546875,1397482.7861632444,1.0,ecoli,130416132008.26118,130416132008.26118,7.577050012684815e-6,3.0
11-42,5min,YP_003045852.1,13611432.94140625,11517331.997053199,2.0,ecoli,130416132008.26118,130416132008.26118,1.043692427601214e-4,3.0
11-42,5min,YP_003045853.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045856.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045857.1,2846137.453125,1535904.5223569868,2.0,ecoli,130416132008.26118,130416132008.26118,2.182350763895307e-5,3.0
11-42,5min,YP_003045863.1,9367940.7158203125,7084582.91285899,2.0,ecoli,130416132008.26118,130416132008.26118,7.18311498091885e-5,3.0
11-42,5min,YP_003045864.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045865.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045870.1,5153912.7412109375,3239544.0216698693,2.0,ecoli,130416132008.26118,130416132008.26118,3.951898175361054e-5,3.0
11-42,5min,YP_003045875.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045896.1,10264198.03125,1847972.9703020132,1.0,ecoli,130416132008.26118,130416132008.26118,7.870343854853644e-5,3.0
11-42,5min,YP_003045903.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045904.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045910.1,122023085.17578125,99484940.61770295,1.0,ecoli,130416132008.26118,130416132008.26118,9.356441055010873e-4,3.0
11-42,5min,YP_003045910.1; YP_003047170.1,78302192.03125,70579996.16762759,1.0,ecoli,130416132008.26118,130416132008.26118,6.00402655909853e-4,3.0
11-42,5min,YP_003045911.1,87222807.28515625,59617305.987512924,1.0,ecoli,130416132008.26118,130416132008.26118,6.688038200644621e-4,3.0
11-42,5min,YP_003045912.1,4437736.125,3240499.788666986,1.0,ecoli,130416132008.26118,130416132008.26118,3.402750914832294e-5,3.0
11-42,5min,YP_003045913.1,34863600.8046875,19853415.90132307,2.0,ecoli,130416132008.26118,130416132008.26118,2.6732583053819655e-4,3.0
11-42,5min,YP_003045915.1,7994564.12109375,4944687.760208781,1.0,ecoli,130416132008.26118,130416132008.26118,6.13004234827892e-5,3.0
11-42,5min,YP_003045918.1,38170795.22265625,30994444.20009263,2.0,ecoli,130416132008.26118,130416132008.26118,2.926846137427104e-4,3.0
11-42,5min,YP_003045920.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045921.1,15286812.78515625,12398753.775154388,3.0,ecoli,130416132008.26118,130416132008.26118,1.1721565844467699e-4,3.0
11-42,5min,YP_003045923.1,16540220.700520834,13272315.958487015,3.0,ecoli,130416132008.26118,130416132008.26118,1.2682649336259334e-4,3.0
11-42,5min,YP_003045924.1,18513060.515625,1829011.288770334,1.0,ecoli,130416132008.26118,130416132008.26118,1.41953761628602e-4,3.0
11-42,5min,YP_003045925.1,5233456.7109375,4270253.584759816,2.0,ecoli,130416132008.26118,130416132008.26118,4.0128906066666566e-5,3.0
11-42,5min,YP_003045928.1,18833959.64453125,16001273.484175868,1.0,ecoli,130416132008.26118,130416132008.26118,1.4441434011659091e-4,3.0
11-42,5min,YP_003045929.1,8516449.897949219,10540079.607907612,2.0,ecoli,130416132008.26118,130416132008.26118,6.53021199663378e-5,3.0
11-42,5min,YP_003045930.1,24283327.212890625,17029306.69877933,2.0,ecoli,130416132008.26118,130416132008.26118,1.8619879948097526e-4,3.0
11-42,5min,YP_003045932.1,4882927.0390625,3908788.3852556706,1.0,ecoli,130416132008.26118,130416132008.26118,3.744112759572713e-5,3.0
11-42,5min,YP_003045933.1,76961317.0188802,44645075.65120109,3.0,ecoli,130416132008.26118,130416132008.26118,5.901211440161797e-4,3.0
11-42,5min,YP_003045935.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045939.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003045941.1,28743064.9765625,16748771.164080014,2.0,ecoli,130416132008.26118,130416132008.26118,2.2039501198166018e-4,3.0
11-42,5min,YP_003045943.1,20852738.912109375,19880953.60430439,2.0,ecoli,130416132008.26118,130416132008.26118,1.5989386121947292e-4,3.0
11-42,5min,YP_003045944.1,391307285.1953125,202635629.68772975,3.0,ecoli,130416132008.26118,130416132008.26118,0.0030004515482066683,3.0
11-42,5min,YP_003045945.1,782509545.9941406,268518780.6177135,2.0,ecoli,130416132008.26118,130416132008.26118,0.006000097794225125,3.0
11-42,5min,YP_003045946.1,813452.6015625,1176005.6733369967,2.0,ecoli,130416132008.26118,130416132008.26118,6.237361812808342e-6,3.0
11-42,5min,YP_003045953.1,136616270.3203125,84977622.87328444,1.0,ecoli,130416132008.26118,130416132008.26118,0.001047541191542612,3.0
11-42,5min,YP_003045954.1,5123354.515625,3813741.3345828964,1.0,ecoli,130416132008.26118,130416132008.26118,3.928466852015257e-5,3.0
11-42,5min,YP_003045955.1,34666650.359375,31707836.893817008,1.0,ecoli,130416132008.26118,130416132008.26118,2.6581566118813465e-4,3.0
11-42,5min,YP_003045956.1,39458589.224609375,21767872.86972019,2.0,ecoli,130416132008.26118,130416132008.26118,3.0255911302529565e-4,3.0
11-42,5min,YP_003045960.1,155883573.16471353,75495005.52753408,3.0,ecoli,130416132008.26118,130416132008.26118,0.001195278304641324,3.0
11-42,5min,YP_003045964.1,9275887.3046875,7737624.195714035,1.0,ecoli,130416132008.26118,130416132008.26118,7.112530606336279e-5,3.0
11-42,5min,YP_003045965.1,29547395.3203125,20283555.80462932,2.0,ecoli,130416132008.26118,130416132008.26118,2.2656242648295095e-4,3.0
11-42,5min,YP_003045966.1,11811747.8671875,11017762.225019822,1.0,ecoli,130416132008.26118,130416132008.26118,9.056968402067995e-5,3.0
11-42,5min,YP_003045969.1,12227168.548339844,7536289.567337684,2.0,ecoli,130416132008.26118,130416132008.26118,9.375503137576044e-5,3.0
11-42,5min,YP_003045972.1,10855161.416015625,12793900.593155555,2.0,ecoli,130416132008.26118,130416132008.26118,8.323480576258777e-5,3.0
11-42,5min,YP_003045975.1,88212227.87109375,67694473.23978949,2.0,ecoli,130416132008.26118,130416132008.26118,6.763904626883579e-4,3.0
11-42,5min,YP_003045976.1,14639923.478515625,14754365.337610077,2.0,ecoli,130416132008.26118,130416132008.26118,1.1225546451253639e-4,3.0
11-42,5min,YP_003045977.1,10565530.96484375,3282740.9924286427,2.0,ecoli,130416132008.26118,130416132008.26118,8.101398808679956e-5,3.0
11-42,5min,YP_003045978.1,23125766.6953125,23008255.053889614,1.0,ecoli,130416132008.26118,130416132008.26118,1.7732289969961388e-4,3.0
11-42,5min,YP_003045979.1,12250063.350585938,14322338.507388514,2.0,ecoli,130416132008.26118,130416132008.26118,9.393058329478718e-5,3.0
11-42,5min,YP_003045980.1,40180392.266927086,40569823.6402098,3.0,ecoli,130416132008.26118,130416132008.26118,3.080937277328687e-4,3.0
11-42,5min,YP_003045987.1,28177199.15625,16596405.184853213,2.0,ecoli,130416132008.26118,130416132008.26118,2.1605608694532605e-4,3.0
11-42,5min,YP_003045988.1,4927464.3984375,4427737.764279079,1.0,ecoli,130416132008.26118,130416132008.26118,3.7782629514923586e-5,3.0
11-42,5min,YP_003045995.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003046024.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003046028.1,3208909.671875,1949139.8031864194,2.0,ecoli,130416132008.26118,130416132008.26118,2.4605159058633424e-5,3.0
11-42,5min,YP_003046037.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003046046.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003046047.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003046049.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003046050.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003046051.1,2470840.48046875,1925874.2890940865,1.0,ecoli,130416132008.26118,130416132008.26118,1.89458193738811e-5,3.0
11-42,5min,YP_003046055.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003046056.1,14276314.185546875,7262391.055499462,2.0,ecoli,130416132008.26118,130416132008.26118,1.0946739460607945e-4,3.0
11-42,5min,YP_003046062.1,1372367.125,287893.66460098216,1.0,ecoli,130416132008.26118,130416132008.26118,1.052298595171545e-5,3.0
11-42,5min,YP_003046064.1,12323431.826171875,6958635.863787797,2.0,ecoli,130416132008.26118,130416132008.26118,9.4493155381968e-5,3.0
11-42,5min,YP_003046065.1,30751010.83203125,22069550.581206806,2.0,ecoli,130416132008.26118,130416132008.26118,2.3579146504730975e-4,3.0
11-42,5min,YP_003046069.1,34627743.0078125,23960759.45383655,1.0,ecoli,130416132008.26118,130416132008.26118,2.6551732883489453e-4,3.0
11-42,5min,YP_003046070.1,807719.2578125,1142287.5289883679,1.0,ecoli,130416132008.26118,130416132008.26118,6.193399891367237e-6,3.0
11-42,5min,YP_003046074.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003046075.1,3480984.8828125,3540227.60340645,1.0,ecoli,130416132008.26118,130416132008.26118,2.6691367311767823e-5,3.0
11-42,5min,YP_003046076.1,22138763.78125,16862713.725752786,2.0,ecoli,130416132008.26118,130416132008.26118,1.6975479521082272e-4,3.0
11-42,5min,YP_003046081.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003046083.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003046085.1,26561760.412109375,6381059.770342174,1.0,ecoli,130416132008.26118,130416132008.26118,2.0366928541038791e-4,3.0
11-42,5min,YP_003046086.1,2375147.4248046875,1032002.972139748,1.0,ecoli,130416132008.26118,130416132008.26118,1.8212067696151532e-5,3.0
11-42,5min,YP_003046087.1,6254514.5146484375,5372113.243953473,1.0,ecoli,130416132008.26118,130416132008.26118,4.795813538046234e-5,3.0
11-42,5min,YP_003046092.1,128370141.77441406,94971689.49560562,1.0,ecoli,130416132008.26118,130416132008.26118,9.84311831655017e-4,3.0
11-42,5min,YP_003046094.1,16296255.875,15611660.315965325,1.0,ecoli,130416132008.26118,130416132008.26118,1.249558288844797e-4,3.0
11-42,5min,YP_003046095.1,8746827.9921875,1602899.670486236,1.0,ecoli,130416132008.26118,130416132008.26118,6.706860460815871e-5,3.0
11-42,5min,YP_003046096.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003046098.1,47982962.890625,27171837.947982974,2.0,ecoli,130416132008.26118,130416132008.26118,3.67921990567743e-4,3.0
11-42,5min,YP_003046099.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003046107.1,37352977.2890625,20940755.560187567,2.0,ecoli,130416132008.26118,130416132008.26118,2.8641377959818945e-4,3.0
11-42,5min,YP_003046108.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003046109.1,3077822.041015625,192484.0697853774,1.0,ecoli,130416132008.26118,130416132008.26118,2.360001016454514e-5,3.0
11-42,5min,YP_003046110.1,21432119.546223957,11389207.523745397,3.0,ecoli,130416132008.26118,130416132008.26118,1.6433641464589936e-4,3.0
11-42,5min,YP_003046113.1,9479364.314453125,4219814.62281985,2.0,ecoli,130416132008.26118,130416132008.26118,7.268551956327501e-5,3.0
11-42,5min,YP_003046119.1,11851398.212890625,9272488.789536137,2.0,ecoli,130416132008.26118,130416132008.26118,9.087371347694855e-5,3.0
11-42,5min,YP_003046120.1,420501782.9511719,153064247.17908478,2.0,ecoli,130416132008.26118,130416132008.26118,0.0032243080397794293,3.0
11-42,5min,YP_003046121.1,3069800.841796875,2823867.017973541,1.0,ecoli,130416132008.26118,130416132008.26118,2.353850550944433e-5,3.0
11-42,5min,YP_003046122.1,104391143.23242188,51311254.697201915,2.0,ecoli,130416132008.26118,130416132008.26118,8.0044655231616e-4,3.0
11-42,5min,YP_003046124.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
11-42,5min,YP_003046125.1,8889819.375,6370572.479083022,1.0,ecoli,130416132008.26118,130416132008.26118,6.816502865179958e-5,3.0
11-42,5min,YP_003046130.1,0.0,0.0,0.0,ecoli,130416132008.26118,130416132008.26118,0.0,3.0
