condition,weight,time,class,cor,pval
wt,8,895,2,-0.18978845212298348,0.6835763039268425
wt,8,895,3,0.46942542929821457,0.17106448522143916
wt,8,900,2,-0.19979299372793222,0.6675496985929502
wt,8,900,3,0.4822607830561387,0.15806685033116744
wt,8,905,2,-0.1767238540848762,0.7046471811735587
wt,8,905,3,0.4910751968242456,0.1494968433671933
wt,8,910,2,-0.16445734261664371,0.7245687135643974
wt,8,910,3,0.49630642276321996,0.14454710511386773
wt,8,915,2,-0.15976808537158643,0.7322176755079328
wt,8,915,3,0.5029846876715038,0.138375288700255
wt,8,920,2,-0.15511871875968564,0.7398190082913318
wt,8,920,3,0.508803686893044,0.13313154474510722
wt,8,925,2,-0.14494279434249252,0.7565139961919348
wt,8,925,3,0.5131388578363175,0.129305701526252
wt,8,930,2,-0.1424091808435283,0.760682695392196
wt,8,930,3,0.5221587323914503,0.12156539592401616
wt,8,935,2,-0.13761361748071968,0.7685856606702732
wt,8,935,3,0.53184957682293,0.11357791352148389
wt,8,940,2,-0.12601912314837352,0.7877579828249088
wt,8,940,3,0.539578207557144,0.10744955486874033
wt,8,945,2,-0.12466556595350078,0.7900019138916398
wt,8,945,3,0.5499079387946257,0.09959020049909857
wt,8,950,2,-0.11495309017366219,0.8061363929603418
wt,8,950,3,0.5561037687100227,0.09505624857999935
wt,8,955,2,-0.10911122852842318,0.8158676769432842
wt,8,955,3,0.5657099077937313,0.08829058926512853
wt,8,960,2,-0.10037528043395122,0.8304547513548007
wt,8,960,3,0.5705829039948788,0.08497991066120962
wt,8,965,2,-0.08776429804873273,0.8515798523673498
wt,8,965,3,0.574784598146532,0.0821902740458567
wt,8,970,2,-0.07750152451974897,0.8688241080680805
wt,8,970,3,0.5790493852315148,0.07941981578007479
wt,8,975,2,-0.05561529604126005,0.9057304896744012
wt,8,975,3,0.5843756964810531,0.076045492578447
wt,8,980,2,-0.05193514731728915,0.9119510132210691
wt,8,980,3,0.5869831447439703,0.07442808054444587
wt,8,985,2,-0.0541772067441175,0.9081608375895504
wt,8,985,3,0.5937979747931228,0.07030679072393393
wt,8,990,2,-0.029221867909560953,0.9504125943825692
wt,8,990,3,0.5969229778317768,0.06846779017604386
wt,8,995,2,-0.041446151198323955,0.9296992454762496
wt,8,995,3,0.60152436299553,0.06581761294335967
wt,8,1e3,2,-0.047156829610377246,0.9200330627882686
wt,8,1e3,3,0.6047354276719584,0.06400856250626505
wt,8,1005,2,-0.027409938139671217,0.9534849218832944
wt,8,1005,3,0.6087242259702375,0.061807180712738594
wt,8,1010,2,-0.007168459028322071,0.9878307586619404
wt,8,1010,3,0.6157110907924291,0.058072294614757915
wt,8,1015,2,-0.004648506683612519,0.992108535217733
wt,8,1015,3,0.616475230140168,0.05767308821223195
wt,8,1020,2,-0.013411902214817304,0.9772332953962903
wt,8,1020,3,0.6198650873950569,0.055923988319933976
wt,8,1025,2,-0.005030122123370834,0.9914607074956645
wt,8,1025,3,0.6267366883002271,0.05248682807200587
wt,8,1030,2,0.0177818797735752,0.9698173156622218
wt,8,1030,3,0.6312903330324763,0.050288150347414726
wt,8,1035,2,0.02343863205476567,0.9602202713767185
wt,8,1035,3,0.6350676085165764,0.048511528205377165
wt,8,1040,2,0.029919616466612876,0.9492296130616299
wt,8,1040,3,0.6402248724463577,0.04615412167262761
wt,8,1045,2,0.029992465077999252,0.949106107848424
wt,8,1045,3,0.6405614530272399,0.04600298675030291
wt,8,1050,2,0.03708753562915107,0.9370815365762453
wt,8,1050,3,0.6414177637377327,0.045619969591191654
wt,8,1055,2,0.04084235178928175,0.9307216853825161
wt,8,1055,3,0.6450841221442155,0.044004169269128604
wt,8,1060,2,0.04922176044031615,0.9165397329798141
wt,8,1060,3,0.6485169463087898,0.04252646726996833
wt,8,1065,2,0.05731909091295018,0.9028518617419243
wt,8,1065,3,0.653892510835343,0.040280014591848434
wt,8,1070,2,0.061149840867113885,0.8963827877818369
wt,8,1070,3,0.6579430590696835,0.03864104395064693
wt,8,1075,2,0.0788769066802664,0.866510566580293
wt,8,1075,3,0.6617067699670811,0.03715898888242334
wt,8,1080,2,0.09752523482365898,0.835222248345123
wt,8,1080,3,0.6653232281001046,0.035771548787248614
wt,8,1085,2,0.10860857995130532,0.8167058762472917
wt,8,1085,3,0.6687093356003563,0.03450464897763835
wt,8,1090,2,0.12485352567993029,0.7896902444209908
wt,8,1090,3,0.6707738656038672,0.03374732698406354
wt,8,1095,2,0.12322691878068062,0.7923881723686581
wt,8,1095,3,0.6713405163532669,0.033541454262969936
wt,8,1100,2,0.11431766094459295,0.8071939370996752
wt,8,1100,3,0.6739876969678272,0.032590976543521596
wt,8,1105,2,0.11668530723485737,0.8032546624180693
wt,8,1105,3,0.6756599511896964,0.03200007487226216
wt,8,1110,2,0.12665908966329487,0.7866974498580565
wt,8,1110,3,0.679102755478404,0.030806554291805534
wt,8,1115,2,0.13980798562445865,0.7649673842223036
wt,8,1115,3,0.6796563519586609,0.030617510787577282
wt,8,1120,2,0.15126761111284387,0.7461280490118793
wt,8,1120,3,0.6822869337658792,0.029730002652413243
wt,8,1125,2,0.15949632003087438,0.7326615165137091
wt,8,1125,3,0.6842511543089754,0.02907886558140961
wt,8,1130,2,0.16016145187465175,0.7315753433410644
wt,8,1130,3,0.6845473471031052,0.028981529963291924
wt,8,1135,2,0.16041907834558392,0.7311547299541477
wt,8,1135,3,0.6868019399012758,0.028247897830477146
wt,8,1140,2,0.17093247275168552,0.7140366616956585
wt,8,1140,3,0.6898847602307339,0.02726544233286927
wt,8,1145,2,0.178106768004355,0.7024094425883919
wt,8,1145,3,0.6914436685479801,0.026777652722453808
wt,8,1150,2,0.19065468506315073,0.6821848317050359
wt,8,1150,3,0.6936103086663647,0.026109669914874768
wt,8,1155,2,0.2064181952261528,0.6569911954253203
wt,8,1155,3,0.6936021465589312,0.026112164667543517
wt,8,1160,2,0.21807656643112505,0.6385218698205416
wt,8,1160,3,0.696645340536396,0.025193286233442438
wt,8,1165,2,0.22333217094644023,0.6302436081993315
wt,8,1165,3,0.6981043748612091,0.02476070951708607
wt,8,1170,2,0.2285331142154662,0.6220815901368415
wt,8,1170,3,0.698621266065216,0.024608692082878497
wt,8,1175,2,0.23215487898665055,0.6164158949084342
wt,8,1175,3,0.7018717375930466,0.02366738941538273
wt,8,1180,2,0.23249939013418797,0.6158777423242637
wt,8,1180,3,0.7023013741508332,0.023544853151257077
wt,8,1185,2,0.23783353325881634,0.6075629654002219
wt,8,1185,3,0.7027264389235949,0.023424050824786845
wt,8,1190,2,0.24455981070756422,0.5971259594756169
wt,8,1190,3,0.7044765672042969,0.022931158672786372
wt,8,1195,2,0.2514615412746461,0.5864735158448857
wt,8,1195,3,0.7068672678465382,0.022269462642796417
wt,8,1200,2,0.25228567927922485,0.5852054203814645
wt,8,1200,3,0.7068807811637169,0.022265760293785544
wt,8,1205,2,0.24852306329029328,0.5910017660851586
wt,8,1205,3,0.708833144678064,0.021735300648319217
wt,8,1210,2,0.2600559937964255,0.5732911609045379
wt,8,1210,3,0.7105146841538891,0.021285463773936326
wt,8,1215,2,0.2627586432808985,0.5691651658344503
wt,8,1215,3,0.712707591993644,0.020708534619647126
wt,8,1220,2,0.2654328680101466,0.5650918480720217
wt,8,1220,3,0.714130713223607,0.020339961458940747
wt,8,1225,2,0.2711071544062658,0.5564798834615436
wt,8,1225,3,0.7163344109257601,0.019778210858623236
wt,8,1230,2,0.27838467980411336,0.5454974028042392
wt,8,1230,3,0.7178628245069415,0.019394961388787227
wt,8,1235,2,0.2808893347691954,0.5417342339831279
wt,8,1235,3,0.7189632521971528,0.019122232739135485
wt,8,1240,2,0.29186132359018463,0.525351587282763
wt,8,1240,3,0.7208078043262378,0.018671055903329726
wt,8,1245,2,0.29658320632269153,0.5183535204819769
wt,8,1245,3,0.722044917749844,0.01837262476287375
wt,8,1250,2,0.302016003275356,0.5103416624425676
wt,8,1250,3,0.7240395825353426,0.017898438039181015
wt,8,1255,2,0.31466770521472137,0.4918528800966995
wt,8,1255,3,0.7246544217600207,0.017754003160215574
wt,8,1260,2,0.32398825077960947,0.4783874093023559
wt,8,1260,3,0.7273271088679485,0.017135541398538564
wt,8,1265,2,0.3274941415544697,0.4733573321621564
wt,8,1265,3,0.7276980577352377,0.017050903429157594
wt,8,1270,2,0.3302748862344089,0.4693814243336581
wt,8,1270,3,0.7286014070217823,0.016846005376801913
wt,8,1275,2,0.3348392880047514,0.46288190064609647
wt,8,1275,3,0.7293614772561395,0.016674936759269184
wt,8,1280,2,0.3347092372572893,0.46306662621307826
wt,8,1280,3,0.7303521648174585,0.01645378108975044
wt,8,1285,2,0.3447637706891241,0.44886590504847645
wt,8,1285,3,0.7330381261473902,0.01586445751834382
wt,8,1290,2,0.34668866419113803,0.44616611674562734
wt,8,1290,3,0.7344438071883181,0.015561973635664032
wt,8,1295,2,0.3551259971735457,0.43440499758956175
wt,8,1295,3,0.7359385715262885,0.015244752555611392
wt,8,1300,2,0.36531089622030966,0.42036843911708155
wt,8,1300,3,0.7381557292386981,0.014782565790698667
wt,8,1305,2,0.3696182217566249,0.41448600619374476
wt,8,1305,3,0.7386609687375038,0.014678628205489718
wt,8,1310,2,0.3737731116189781,0.40884249760078967
wt,8,1310,3,0.7406753054743621,0.014269306223174825
wt,8,1315,2,0.3787478134449004,0.4021255731343369
wt,8,1315,3,0.7424063953537102,0.013923965957155539
wt,8,1320,2,0.38632469404363323,0.39198019445878746
wt,8,1320,3,0.7442009084433053,0.013572182056731313
wt,8,1325,2,0.39243593339517846,0.3838731211484126
wt,8,1325,3,0.7452791914361572,0.013363818301336547
wt,8,1330,2,0.3989310122388813,0.3753321317536837
wt,8,1330,3,0.746590994497111,0.013113359255211567
wt,8,1335,2,0.4074601258093323,0.36423593069039945
wt,8,1335,3,0.7472874410756216,0.0129817324697679
wt,8,1340,2,0.4125672576988372,0.357657497551251
wt,8,1340,3,0.7474359138848348,0.012953791523083874
wt,8,1345,2,0.41327219875035054,0.356753381676116
wt,8,1345,3,0.7478555217193025,0.012875053582057715
wt,8,1350,2,0.419752370436447,0.34848707941131146
wt,8,1350,3,0.7495771023499628,0.012555510507462451
wt,8,1355,2,0.42700016281465347,0.3393381508986292
wt,8,1355,3,0.7510136905660675,0.012293151373338628
wt,8,1360,2,0.4340914884747934,0.3304866986687755
wt,8,1360,3,0.7516481874468317,0.012178508279874373
wt,8,1365,2,0.44045474904813486,0.32262924308088475
wt,8,1365,3,0.7523773749280894,0.012047684248194216
wt,8,1370,2,0.4426329697061595,0.3199582308174223
wt,8,1370,3,0.7517710913622352,0.012156388554368444
wt,8,1375,2,0.44851240464113795,0.3127966399169634
wt,8,1375,3,0.7528170284345174,0.011969283723034258
wt,8,1380,2,0.45075003433859395,0.3100895429988369
wt,8,1380,3,0.7531297879909379,0.011913729656085168
wt,8,1385,2,0.4575206425807052,0.3019610706456365
wt,8,1385,3,0.7533416980582983,0.011876191977771433
wt,8,1390,2,0.46249175966240313,0.2960533927033483
wt,8,1390,3,0.7546081320555711,0.011653584038060088
wt,8,1395,2,0.4660212433498861,0.2918902575071783
wt,8,1395,3,0.7565827242581316,0.011312366736437653
wt,8,1400,2,0.47392910294512214,0.282657870478609
wt,8,1400,3,0.7567549396654176,0.011282944003654583
wt,8,1405,2,0.4747045547428788,0.28175966442462547
wt,8,1405,3,0.7579265771613938,0.011084196671451357
wt,8,1410,2,0.47631193432229885,0.27990191287112387
wt,8,1410,3,0.7592292079347773,0.010866131025643993
wt,8,1415,2,0.47863104914577037,0.27723127815633086
wt,8,1415,3,0.7604838229727892,0.010658971665322738
wt,8,1420,2,0.48776840975790997,0.26682131809809206
wt,8,1420,3,0.7613115283751516,0.010523833380983888
wt,8,1425,2,0.4943631496104168,0.25942045985242357
wt,8,1425,3,0.7611195229357821,0.010555073840243463
wt,8,1430,2,0.49811321708717404,0.2552543930882206
wt,8,1430,3,0.7634042607909013,0.010187539140780707
wt,8,1435,2,0.4999946618244861,0.2531758813125633
wt,8,1435,3,0.7643161358278514,0.010043399163190836
wt,8,1440,2,0.5058078943231262,0.24680316517140197
wt,8,1440,3,0.764461782335759,0.010020510624204787
wt,8,1445,2,0.509628222396829,0.24265601386650426
wt,8,1445,3,0.7652375190947059,0.009899221129222206
wt,8,1450,2,0.5109492960731158,0.24122950030248227
wt,8,1450,3,0.7659218609591143,0.009793083489865517
wt,8,1455,2,0.5185527098164235,0.23309532381873313
wt,8,1455,3,0.7668374360016242,0.009652340355455499
wt,8,1460,2,0.5235000821113546,0.2278726271793427
wt,8,1460,3,0.7686458880463409,0.009378542845325837
wt,8,1465,2,0.5271598753876193,0.2240449244365499
wt,8,1465,3,0.7689988773453188,0.009325746995494674
wt,8,1470,2,0.5258474011114325,0.2254141068455683
wt,8,1470,3,0.7700533753674699,0.009169276918692671
wt,8,1475,2,0.5280452660400586,0.22312349812219315
wt,8,1475,3,0.7693529254674144,0.009273003730994458
wt,8,1480,2,0.5358008632304426,0.21512897361990027
wt,8,1480,3,0.7701317777817029,0.009157717807781815
wt,8,1485,2,0.5409967385728275,0.20985047820675598
wt,8,1485,3,0.7710585926108757,0.009021852814497622
wt,8,1490,2,0.5468869746910222,0.20394225705800148
wt,8,1490,3,0.7718235745169411,0.00891078847610463
wt,8,1495,2,0.5511999710559613,0.19966737093076253
wt,8,1495,3,0.7719480449283108,0.008892808947381854
wt,8,1500,2,0.5530214537433983,0.19787505809492928
wt,8,1500,3,0.7730698625367755,0.008731918515032704
wt,8,1505,2,0.5559927682357231,0.19496804274174542
wt,8,1505,3,0.7740971816696673,0.008586394764101378
wt,8,1510,2,0.5600049118062737,0.19107570574639346
wt,8,1510,3,0.7747634244782415,0.008492940246061714
wt,8,1515,2,0.5662324417693974,0.18510952815809725
wt,8,1515,3,0.7753770784263313,0.008407500600399452
wt,8,1520,2,0.5721880994330529,0.17949003920200107
wt,8,1520,3,0.7757313472968141,0.00835845303982729
wt,8,1525,2,0.5753069564772356,0.17658101803935095
wt,8,1525,3,0.7757881392463606,0.008350609209185782
wt,8,1530,2,0.578298645362402,0.1738125139511209
wt,8,1530,3,0.776165104557642,0.008298676449106613
wt,8,1535,2,0.5822819437640673,0.17015976449067213
wt,8,1535,3,0.7774956677355522,0.00811719629802972
wt,8,1540,2,0.583482801206003,0.16906605739178784
wt,8,1540,3,0.7785289075730225,0.007978219662722252
wt,8,1545,2,0.5866380631833158,0.1662089280729409
wt,8,1545,3,0.7789416044353527,0.007923183256216534
wt,8,1550,2,0.5931384562600244,0.16039874200895907
wt,8,1550,3,0.7795267067353493,0.007845616554115411
wt,8,1555,2,0.595448846881935,0.1583583940150555
wt,8,1555,3,0.7802210506457067,0.007754267128563223
wt,8,1560,2,0.5995038936518201,0.15480876602767454
wt,8,1560,3,0.7810711120053959,0.007643459819920937
wt,8,1565,2,0.6025443727191159,0.15217360420713769
wt,8,1565,3,0.7822961138365101,0.007485757611120507
wt,8,1570,2,0.6074179811273058,0.14799693358410682
wt,8,1570,3,0.783122538624678,0.007380678283389937
wt,8,1575,2,0.610214690329861,0.1456265061971696
wt,8,1575,3,0.7835663855150315,0.007324677173364069
wt,8,1580,2,0.6096366553589382,0.14611485794719037
wt,8,1580,3,0.7848034978625007,0.007170178637107438
wt,8,1585,2,0.6118084384380921,0.14428429310463817
wt,8,1585,3,0.7848086259353905,0.007169543064094724
wt,8,1590,2,0.616204167141044,0.14061479024530005
wt,8,1590,3,0.7853198548376059,0.007106381708663105
wt,8,1595,2,0.6158789873371872,0.14088461234028063
wt,8,1595,3,0.7853157926246488,0.007106882025753924
wt,8,1600,2,0.6200151370317447,0.13747208369030497
wt,8,1600,3,0.7850362879392522,0.007141366894270572
wt,8,1605,2,0.626876101404597,0.1319049625431808
wt,8,1605,3,0.7854862506776693,0.007085909249813449
wt,8,1610,2,0.626774820459132,0.13198629353164387
wt,8,1610,3,0.785538380882332,0.007079504043441303
wt,8,1615,2,0.6299596641079085,0.12944100996516117
wt,8,1615,3,0.7865829960430157,0.006952016868211633
wt,8,1620,2,0.634036642211348,0.1262196354193095
wt,8,1620,3,0.7875301894432906,0.0068378353928341
wt,8,1625,2,0.6384017523033502,0.12281660844298244
wt,8,1625,3,0.7872183216613613,0.006875282024862516
wt,8,1630,2,0.641572931185673,0.12037426511904951
wt,8,1630,3,0.7880111600898009,0.006780368381939579
wt,8,1635,2,0.6450656586886971,0.11771344458375205
wt,8,1635,3,0.788203265057842,0.0067575115568961055
wt,8,1640,2,0.6482265750061662,0.11533180080187523
wt,8,1640,3,0.7882858947830836,0.006747697044240125
wt,8,1645,2,0.6507488191416899,0.11344939030907872
wt,8,1645,3,0.7883782946287944,0.006736734057985315
wt,8,1650,2,0.655164841599548,0.11019216970244583
wt,8,1650,3,0.7887715301243156,0.006690219169501329
wt,8,1655,2,0.6593076042967111,0.1071811920990915
wt,8,1655,3,0.7886370158590947,0.006706104791025351
wt,8,1660,2,0.663099583973819,0.10446314466510008
wt,8,1660,3,0.7894303680843928,0.006612798702025085
wt,8,1665,2,0.6647022508533559,0.10332529667498905
wt,8,1665,3,0.7901239047776571,0.006531990583136311
wt,8,1670,2,0.6715180202681236,0.09855889181751071
wt,8,1670,3,0.7902370641943907,0.006518872605756238
wt,8,1675,2,0.6760299203774935,0.09546837493430049
wt,8,1675,3,0.7904978483309536,0.006488712561077641
wt,8,1680,2,0.6763553485094407,0.09524746262087859
wt,8,1680,3,0.7904657440264236,0.006492420105354202
wt,8,1685,2,0.6768373229720492,0.09492077471816009
wt,8,1685,3,0.7904447780603039,0.006494842158381528
wt,8,1690,2,0.6780584691141701,0.09409570651242438
wt,8,1690,3,0.7897651551027849,0.00657370253295313
wt,8,1695,2,0.6832451633419447,0.09063350431046449
wt,8,1695,3,0.7899321579657496,0.006554261583732794
wt,8,1700,2,0.6858990272916496,0.08888843775421587
wt,8,1700,3,0.7902184429488909,0.006521029981205044
wt,8,1705,2,0.6892613758331696,0.08670321396511607
wt,8,1705,3,0.7905237125960071,0.006485726738058372
wt,8,1710,2,0.6912457234823197,0.08542705765666185
wt,8,1710,3,0.7904778513629651,0.006491021720887773
wt,8,1715,2,0.6917039525021305,0.085133789007155
wt,8,1715,3,0.7899896680764126,0.0065475762471368356
wt,8,1720,2,0.6919459370801061,0.08497913331708143
wt,8,1720,3,0.7906052195963159,0.006476323791402853
wt,8,1725,2,0.6974931573737518,0.0814746878568544
wt,8,1725,3,0.7909173448655326,0.0064404054404322885
wt,8,1730,2,0.70076950433729,0.07944165423059427
wt,8,1730,3,0.7910246813664995,0.0064280862907563786
wt,8,1735,2,0.7039815513814607,0.077475051073086
wt,8,1735,3,0.7916724969157629,0.006354090942276708
wt,8,1740,2,0.7080909323661008,0.07499735337847768
wt,8,1740,3,0.7917433180730323,0.006346038436052204
wt,8,1745,2,0.7104194205025571,0.07361250816364384
wt,8,1745,3,0.7917963442188449,0.006340014009115819
wt,8,1750,2,0.7167964751117435,0.06989049585893746
wt,8,1750,3,0.7924494282529867,0.0062661485784096665
wt,8,1755,2,0.716468666881869,0.07007929917857958
wt,8,1755,3,0.7920853076940902,0.006307255603545316
wt,8,1760,2,0.718296762598616,0.06902988598346733
wt,8,1760,3,0.7920911887870348,0.006306590144407073
wt,8,1765,2,0.7189848560077392,0.0686370913045143
wt,8,1765,3,0.7911351670461355,0.006415423206528748
wt,8,1770,2,0.7199964449781767,0.06806181870497857
wt,8,1770,3,0.7909264751028432,0.006439356898872984
wt,8,1775,2,0.7207400487721856,0.06764060517539887
wt,8,1775,3,0.7912653208058288,0.0064005286633540244
wt,8,1780,2,0.7242746865809713,0.06565765079975058
wt,8,1780,3,0.791154258295645,0.006413236900940825
wt,8,1785,2,0.7286204459167369,0.06326320094755902
wt,8,1785,3,0.7917820745555241,0.006341634819605617
wt,8,1790,2,0.7313255086253331,0.061796991095907285
wt,8,1790,3,0.7922697351110568,0.00628641097116613
wt,8,1795,2,0.7318083886427471,0.06153721391065783
wt,8,1795,3,0.7921835149223613,0.006296149772367563
wt,8,1800,2,0.7326535815322764,0.06108394713302891
wt,8,1800,3,0.7926470129961322,0.006243922360463653
wt,9,470,2,0.9674072592918818,0.03259274070811826
wt,9,475,2,0.9711526514718439,0.028847348528156087
wt,9,480,2,0.9660731236743441,0.033926876325655955
wt,9,485,2,0.9600814288026965,0.03991857119730347
wt,9,490,2,0.9831853854003721,0.016814614599627846
wt,9,495,2,0.949080127558743,0.050919872441256994
wt,9,500,2,0.9744262514556122,0.025573748544387737
wt,9,505,2,0.971562228653723,0.028437771346277
wt,9,510,2,0.9709689430021063,0.029031056997893632
wt,9,515,2,0.9594303876381518,0.04056961236184822
wt,9,520,2,0.8508755096322402,0.1491244903677597
wt,9,525,2,0.845404342533741,0.15459565746625906
wt,9,530,2,0.36995515066353074,0.5399356214144712
wt,9,535,2,0.09044299149194951,0.8850015940894537
wt,9,540,2,0.2579292575751912,0.6752728347321126
wt,9,545,2,0.22912963373989045,0.7108362959795835
wt,9,550,2,0.4079771934062576,0.49534046400079385
wt,9,555,2,0.20772365071676116,0.7374325650747651
wt,9,560,2,0.046444011716585146,0.9408869138054229
wt,9,565,2,-0.27353688819584343,0.6561152814966837
wt,9,570,2,-0.46199486491119834,0.4334221595147803
wt,9,575,2,-0.45042842369852604,0.4465270445176386
wt,9,580,2,-0.4386039766811238,0.46001306875444314
wt,9,585,2,-0.30643108868860536,0.5547403084372104
wt,9,590,2,-0.34868333892955133,0.49817146413079505
wt,9,590,3,0.4381206882243849,0.5618793117756151
wt,9,595,2,-0.19390213891320496,0.7127919617667766
wt,9,595,3,0.3817012368941968,0.6182987631058031
wt,9,600,2,-0.3368395054270182,0.5138497905660931
wt,9,600,3,0.26895691543504635,0.7310430845649536
wt,9,605,2,-0.36406808805311663,0.47802567454375833
wt,9,605,3,0.2767285949149147,0.7232714050850853
wt,9,610,2,-0.29634661661729517,0.5684928501807176
wt,9,610,3,0.38353834815244503,0.5239154593588885
wt,9,615,2,-0.39477062657641987,0.43860534681942426
wt,9,615,3,0.38871430518842787,0.517836335077724
wt,9,620,2,-0.7503172848803332,0.05202565662443805
wt,9,620,3,0.40090422297641404,0.5035766258822466
wt,9,625,2,-0.7215205316222678,0.06720001494351098
wt,9,625,3,0.42619039381997603,0.47426445292266484
wt,9,630,2,-0.6976834655788906,0.08135585055237024
wt,9,630,3,0.44835504126583225,0.44888536957243086
wt,9,635,2,-0.6655924605500557,0.10269607921211402
wt,9,635,3,0.47123475789980185,0.4230168969243799
wt,9,640,2,-0.7019840794705422,0.07869493157632922
wt,9,640,3,0.48816841682912526,0.40409932070626203
wt,9,645,2,-0.6966038081067342,0.08203126103662182
wt,9,645,3,0.5177053696815435,0.37159630528091536
wt,9,650,2,-0.7129178137675799,0.07214196736445545
wt,9,650,3,0.5333065543272335,0.35469650300173255
wt,9,655,2,-0.7004674668591051,0.07962793048860027
wt,9,655,3,0.5562966586787569,0.33015119798718184
wt,9,660,2,-0.6890406121642059,0.08684580866780539
wt,9,660,3,0.5572019617989298,0.3291936993693916
wt,9,665,2,-0.6783387042684149,0.09390689937145247
wt,9,665,3,0.5506266874047503,0.336163896250937
wt,9,670,2,-0.6698088121467446,0.09974312481659146
wt,9,670,3,0.5813925310350199,0.30387307242433204
wt,9,675,2,-0.6585736427792558,0.10771148203737205
wt,9,675,3,0.58729315365503,0.2977763177421529
wt,9,680,2,-0.6372847648586069,0.12368287286475767
wt,9,680,3,0.5845102560729291,0.30064773873643424
wt,9,685,2,-0.6335074835577503,0.12663540159413936
wt,9,685,3,-0.07391476677207585,0.8893297625422245
wt,9,690,2,-0.6349830478996665,0.12547777704007068
wt,9,690,3,-0.04576020610045801,0.9314076017041586
wt,9,695,2,-0.6438957462494591,0.11860129564496703
wt,9,695,3,0.0012189715019105462,0.9981715436527638
wt,9,700,2,-0.6337123190645684,0.12647437699618871
wt,9,700,3,0.012404206945762216,0.9789435842638687
wt,9,705,2,-0.6086875526911738,0.1469184890039731
wt,9,705,3,0.03924549409429885,0.9334260764746058
wt,9,710,2,-0.5525376988773077,0.19835030724616334
wt,9,710,3,0.2600415591900698,0.49919890620494956
wt,9,715,2,-0.5314848512037063,0.21956092466118862
wt,9,715,3,0.259037895819285,0.50091642770116
wt,9,720,2,-0.5394878052734419,0.21137697504832328
wt,9,720,3,0.30896814580837917,0.4185204183739676
wt,9,725,2,-0.5382372554721238,0.2126460729677511
wt,9,725,3,0.31669421995505337,0.4063539157906392
wt,9,730,2,-0.5616466677084369,0.1894939325281928
wt,9,730,3,0.29112059922380895,0.44723867469339174
wt,9,735,2,-0.590965025962509,0.16232998883603342
wt,9,735,3,0.316719550538374,0.4063142956812755
wt,9,740,2,-0.553648461924977,0.1972598916102832
wt,9,740,3,0.32493806396755104,0.3935533348387673
wt,9,745,2,-0.5082269858639016,0.24417334756118805
wt,9,745,3,0.33666041068566355,0.37567988952138465
wt,9,750,2,-0.4897086106778295,0.2646341224503369
wt,9,750,3,0.3408087003699298,0.3694486584248907
wt,9,755,2,-0.46449918790636746,0.29368236928275815
wt,9,755,3,0.3638936342122948,0.3356888662549937
wt,9,760,2,-0.46964416260289504,0.2876441208596305
wt,9,760,3,0.370601608313168,0.3261757811754917
wt,9,765,2,-0.5233436484133913,0.2280369169837462
wt,9,765,3,0.37713194424854213,0.3170453402575367
wt,9,770,2,-0.5301274364272753,0.22096364183092865
wt,9,770,3,0.3957535629506891,0.2917277332795278
wt,9,775,2,-0.4993747732324778,0.25385983718505123
wt,9,775,3,0.39707203904549543,0.2899759237520209
wt,9,780,2,-0.4599879660045145,0.29902247697244844
wt,9,780,3,0.4127521567824667,0.2695611697506506
wt,9,785,2,-0.3832685885900494,0.39605985237385066
wt,9,785,3,0.4167709156157783,0.2644542192870679
wt,9,790,2,-0.3046303146649205,0.5065016641394462
wt,9,790,3,0.42339143175295124,0.2561533958903967
wt,9,795,2,-0.3326082382561982,0.4660546675280973
wt,9,795,3,0.4378114939754071,0.23856090069861063
wt,9,800,2,-0.3821133228908879,0.397606432079041
wt,9,800,3,0.44652387854225933,0.22825790788373176
wt,9,805,2,-0.38630815042810757,0.3920022333422326
wt,9,805,3,0.4502254999640684,0.22395527293493298
wt,9,810,2,-0.3924239519691682,0.38388894863447626
wt,9,810,3,0.45726518932478694,0.21589608909646474
wt,9,815,2,-0.37294388352646335,0.40996639699281245
wt,9,815,3,0.4595662953121997,0.21329691697326278
wt,9,820,2,-0.36628530831531886,0.41903487919733573
wt,9,820,3,0.46831189297857945,0.2035770371684917
wt,9,825,2,-0.37097943657404964,0.41263375404905245
wt,9,825,3,0.47297888862635645,0.1984930576854576
wt,9,830,2,-0.39190247830045843,0.384578071920003
wt,9,830,3,0.47827515790706526,0.19281052408890617
wt,9,835,2,-0.4016111725445654,0.3718305851629798
wt,9,835,3,0.49642784164498654,0.1740367473556759
wt,9,840,2,-0.3684017825187635,0.4161439997627897
wt,9,840,3,0.49748468128941087,0.1729773074132754
wt,9,845,2,-0.3477702695984868,0.444651785738492
wt,9,845,3,0.15640298770217437,0.6661155296980128
wt,9,850,2,-0.33993308365956915,0.45566808620856364
wt,9,850,3,0.17599720983651237,0.6267113009916663
wt,9,855,2,-0.35262405514820344,0.4378801065135439
wt,9,855,3,0.18016204317369117,0.6184403171551651
wt,9,860,2,-0.3335887728728999,0.4646592710172512
wt,9,860,3,0.1941593415852742,0.5909287039575251
wt,9,865,2,-0.3222639621754782,0.4808683829873176
wt,9,865,3,0.2014900952223936,0.5767028206389715
wt,9,870,2,-0.30144580303925866,0.5111805278512225
wt,9,870,3,0.2269883156715664,0.528265288523355
wt,9,875,2,-0.28844414975234006,0.5304358075768809
wt,9,875,3,0.23416899444169673,0.5149322295595755
