time	phi0L	A1	A2	A3	B	C	phi1.1A	phi1.1B	phi1.3	phi1.5	phi1.6	phi2.5	phi3.8	phi4c	phi4.3	phi4.7	phi6.5	phi9	phi10	phi13	phi17	phiOR	coli Pol	coli Pol-P	coli Pol-2.0	coli Pol-P-2.0	gp1	gp1-3.5
0.003620787881350824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.00358125316181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.001332366809931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.000388406417668	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1343	0	0	0	0	0
20.000761082175078	0	3	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3953	0	0	0	0	0
25.000006747466365	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5633	0	0	0	0	0
30.001211189135397	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7461	0	0	0	0	0
35.00017653946452	0	6	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9927	0	0	0	0	0
40.00002197253335	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12654	0	0	0	0	0
45.000226582473715	0	7	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14599	0	0	0	0	0
50.00002604783184	0	5	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17836	0	0	0	0	0
55.00000480419429	0	7	7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20678	0	0	0	0	0
60.00014125129702	0	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23812	0	0	0	0	0
65.00040179231488	0	8	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27319	0	0	0	0	0
70.00014460262986	0	6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30039	0	0	0	0	0
75.00014019261975	0	6	4	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32971	0	0	0	0	0
80.00053737986308	0	6	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35214	0	0	0	0	0
85.00003544658263	0	5	5	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37877	187	0	0	0	0
90.00002983603325	0	1	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40642	331	0	0	0	0
95.00009698080805	0	4	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43551	424	0	0	0	0
100.00002670072082	0	3	3	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45985	490	0	0	0	0
105.00013738334087	0	10	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49669	891	0	0	0	0
110.0000202235134	0	8	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51544	1780	0	0	0	0
115.00000416980355	0	4	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53985	2189	0	0	0	0
120.00000146756695	0	2	8	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55484	3280	0	0	0	0
125.00008996160005	0	7	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57389	4285	0	0	0	0
130.00001725069117	3	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59478	5786	0	0	283	0
135.00002376602666	6	7	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59312	7129	0	0	1972	0
140.00007853525724	5	6	0	0	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58625	8508	0	0	3666	0
145.0000050957547	13	1	0	2	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	57575	8648	0	0	5512	0
150.00004007559735	3	1	0	2	1	0	1	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	55763	10411	0	0	8644	0
155.00004097811538	7	3	1	1	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	54928	11908	0	0	12726	0
160.00000652465351	4	6	2	2	0	0	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	54774	12979	0	0	14321	0
165.00004626875557	7	1	1	1	0	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	55536	12950	0	0	16046	0
170.000070695532	11	3	1	3	0	0	1	1	0	3	6	0	0	0	0	0	0	0	0	0	0	0	57105	15525	0	0	26707	0
175.00001066560944	6	3	2	0	0	0	5	3	4	5	11	2	0	0	0	0	0	0	0	0	0	0	56819	17313	0	0	52970	0
180.000003745301	6	1	4	1	3	0	1	2	2	3	11	13	0	0	0	0	0	0	0	0	0	0	54170	19475	0	0	75039	0
185.00000534595912	5	5	0	3	1	1	1	6	1	6	8	3	3	0	0	0	0	0	0	0	0	0	51182	20682	0	0	105536	0
190.00000830855222	8	4	3	5	0	0	2	4	8	7	7	5	10	2	0	0	0	0	0	0	0	0	47889	20233	0	0	142917	0
195.00000269264362	4	0	1	1	0	2	2	3	0	8	6	9	7	7	3	1	0	0	0	0	0	0	46504	23110	0	0	193284	0
200.0000007711253	7	0	2	1	1	0	4	3	1	6	9	6	6	3	2	10	0	0	0	0	0	0	47013	25551	0	0	207757	0
205.00000013396976	4	2	2	3	0	2	4	3	0	8	6	3	7	4	8	2	0	0	0	0	0	0	45193	26911	0	0	260672	0
210.00000940652248	5	1	1	3	1	0	3	1	0	4	5	2	5	3	4	7	0	0	0	0	0	0	42308	27691	0	0	289764	0
215.00000178823132	1	5	4	1	1	0	0	2	3	2	10	7	9	1	2	2	3	0	0	0	0	0	38197	30472	0	0	329048	598
220.00000501963842	3	3	0	0	0	2	0	0	1	0	1	9	2	3	6	3	23	0	0	0	0	0	36041	31079	0	0	346822	1679
225.0000048818167	5	2	1	3	0	0	0	2	4	2	3	12	2	7	2	7	19	0	0	0	0	0	32728	30829	0	0	413412	3097
230.00000242285492	3	2	2	6	0	0	0	1	5	5	4	3	2	5	4	3	5	5	0	0	0	0	30004	34104	0	0	463416	5232
235.00000162855284	6	0	2	0	0	0	2	1	5	7	0	7	3	1	6	1	5	16	5	0	0	0	27251	35936	0	0	429863	5636
240.00000620617658	2	1	1	1	1	1	4	3	1	0	2	4	7	1	0	7	5	12	7	0	0	0	23287	36711	0	0	419432	9941
245.00000904650636	0	0	1	1	1	0	3	2	1	0	0	1	2	0	1	7	2	4	8	0	0	0	17131	36495	0	0	432397	12926
250.00000279299587	0	0	2	2	2	0	2	2	1	0	0	2	4	0	2	1	2	8	3	0	0	0	14936	37405	0	0	397817	15330
255.0000006163473	4	0	2	1	2	0	2	1	0	0	0	3	5	4	5	4	2	6	10	7	0	0	15742	38976	0	0	509664	20231
260.00000319180543	3	2	0	4	0	1	4	1	0	2	0	1	6	6	0	5	12	10	13	35	0	0	16494	39455	0	0	571541	24431
265.0000011479715	3	2	2	2	2	0	1	1	1	2	2	2	4	9	1	4	3	12	15	39	0	0	12559	39638	0	0	696872	28843
270.00000301513796	4	1	1	2	1	0	0	1	9	3	3	2	6	6	3	3	5	11	6	27	0	0	12255	39026	0	0	744590	30919
275.00001371225943	0	4	1	3	1	0	3	1	0	0	0	1	5	3	8	4	2	5	6	31	0	0	12400	41968	0	0	702884	25507
280.0000032235649	5	3	1	4	1	0	0	3	4	1	5	2	8	3	3	7	1	12	7	36	0	0	9927	42028	0	0	702648	31518
