condition,weight,time,cor,pval
wt,5,630,-0.10542920033122909,0.6871611448339054
wt,5,635,-0.09550181641231763,0.7154053572565705
wt,5,640,-0.07446000175142461,0.7763982313508896
wt,5,645,-0.05956673496880117,0.8203511045950946
wt,5,650,-0.04515502485635228,0.8633711322927375
wt,5,655,-0.03520481752725336,0.8932938428235098
wt,5,660,-0.02460642973149936,0.9253152645421294
wt,5,665,-0.015549621074258495,0.9527670461410565
wt,5,670,0.008212525263172198,0.9750445135592732
wt,5,675,0.027284943373000907,0.9172104327888282
wt,5,680,0.03864314873615546,0.882936546130805
wt,5,685,0.04902500232200438,0.8517782587558319
wt,5,690,0.05108884700855041,0.8456073861971936
wt,5,695,0.06617374792304023,0.8007821362270955
wt,5,700,0.07992861893280978,0.7604117922133824
wt,5,705,0.07677381582991179,0.7696234927371587
wt,5,710,0.0877046552917449,0.7378384300415981
wt,5,715,0.10698963970115076,0.682755854951711
wt,5,720,0.12115842034410412,0.6432129115220999
wt,5,725,0.13214942091351484,0.613144103703372
wt,5,730,0.14463424509687056,0.5796848600543854
wt,5,735,0.15460388501933914,0.5535329788756945
wt,5,740,0.160631328153051,0.5379782220274771
wt,5,745,0.1707104676855899,0.5124161503551594
wt,5,750,0.18197916907172446,0.4845275178324435
wt,5,755,0.19583071503898483,0.4512886633824662
wt,5,760,0.1990457506942158,0.44374308572693233
wt,5,765,0.20017529357036148,0.44110750711165303
wt,5,770,0.20475901780220754,0.4304951895917415
wt,5,775,0.20608213452606958,0.4274567950460798
wt,5,780,0.21477575324953796,0.407773734485363
wt,5,785,0.22467757867985766,0.3859581084125059
wt,5,790,0.22874050134893945,0.3771953885366047
wt,5,795,0.24031994769287626,0.35283287442796707
wt,5,800,0.24551703804722702,0.34219596830435883
wt,5,805,0.24766388550350282,0.3378562596254414
wt,5,810,0.25135786178064917,0.33046369978899126
wt,5,815,0.2590535812874165,0.31536701443441584
wt,5,820,0.26584297975329935,0.3023915951949303
wt,5,825,0.26901894347935457,0.29643289421560476
wt,5,830,0.2752156892181485,0.28501092793124927
wt,5,835,0.2804437038734917,0.27558506892032386
wt,5,840,0.28540961651796776,0.2668104810129067
wt,5,845,0.2878286599967405,0.26259923190059886
wt,5,850,0.2963241635344253,0.24813727149240827
wt,5,855,0.30043732015721353,0.2413185721861731
wt,5,860,0.308943009897608,0.22759642337858574
wt,5,865,0.3134559762576673,0.22052233744101432
wt,5,870,0.31831012097156386,0.21307284748502162
wt,5,875,0.32463016344839424,0.20362034820703484
wt,5,880,0.33795810967761986,0.18459457974262924
wt,5,885,0.3481387556408485,0.1708824881822827
wt,5,890,0.34909013564243335,0.16963704053916095
wt,5,895,0.35559931406834094,0.16127929984322628
wt,5,900,0.358528026711457,0.15761134322676812
wt,5,905,0.3692545735508853,0.14466175352415225
wt,5,910,0.3752108159109219,0.13779574148078916
wt,5,915,0.3790793599535747,0.13345877012604707
wt,5,920,0.38529417362860463,0.12669099583341076
wt,5,925,0.3881023788896101,0.12371283110436423
wt,5,930,0.39217236044004017,0.11948387653976597
wt,5,935,0.3993241625143809,0.11230021814237569
wt,5,940,0.4013845020598612,0.11028855598129847
wt,5,945,0.4082564061606392,0.10376337504259678
wt,5,950,0.4107725414682376,0.10144437300728876
wt,5,955,0.41675692559070104,0.09607771119230103
wt,5,960,0.41715900828207936,0.09572457873649305
wt,5,965,0.422685183837836,0.09096498658114989
wt,5,970,0.42677302671957923,0.0875555365251167
wt,5,975,0.42956493985016037,0.0852806199925245
wt,5,980,0.4342716166823482,0.08154282278946014
wt,5,985,0.4397318973332636,0.07735729923775451
wt,5,990,0.44525103032749913,0.07328809375729196
wt,5,995,0.4471117365981688,0.07195220766537729
wt,5,1e3,0.4502160894603624,0.06976331083345802
wt,5,1005,0.4559234796694162,0.06586723295451243
wt,5,1010,0.4577030514748032,0.06468592027369534
wt,5,1015,0.4645708809149972,0.06027325852156946
wt,5,1020,0.4673296089349416,0.05856512216239913
wt,5,1025,0.4728005477178203,0.05528441133503135
wt,5,1030,0.4764722622838502,0.053160811329975736
wt,5,1035,0.4778962307541264,0.05235386211305822
wt,5,1040,0.48235838035744877,0.04988449654253494
wt,5,1045,0.4854166373911932,0.048243232992289296
wt,5,1050,0.4881124053776802,0.046830457044858304
wt,5,1055,0.48970054849109934,0.04601286810053727
wt,5,1060,0.49164625355423924,0.04502591776948355
wt,5,1065,0.4937760648975413,0.04396397881020886
wt,5,1070,0.4975385876826012,0.042134324059892626
wt,5,1075,0.4978322500214608,0.04199398530463784
wt,5,1080,0.4994375165429618,0.041233086775375516
wt,5,1085,0.5015922484337095,0.04022821994117532
wt,5,1090,0.503974031887965,0.039139204692942464
wt,5,1095,0.5082710988523804,0.037231294496525694
wt,5,1100,0.5080228765247423,0.037339539341949696
wt,5,1105,0.5108534117591201,0.03611932044842773
wt,5,1110,0.5143023628501266,0.034673879885595844
wt,5,1115,0.5151568222565597,0.03432270950384758
wt,5,1120,0.5159784930319983,0.03398758494607084
wt,5,1125,0.5159607336132495,0.03399480169889438
wt,5,1130,0.5162985679418642,0.03385771937626143
wt,5,1135,0.5162267285205874,0.03388683405478181
wt,5,1140,0.5175148541977996,0.03336768763343081
wt,5,1145,0.5196835195594794,0.03250743735252768
wt,5,1150,0.5228953399702813,0.03126473819811517
wt,5,1155,0.5244128004540027,0.03069044991548905
wt,5,1160,0.5251571440906255,0.030411729466218843
wt,5,1165,0.5259446270775476,0.030118976833777344
wt,5,1170,0.5286492007814841,0.029129998574146946
wt,5,1175,0.5318413112410222,0.027995115514457325
wt,5,1180,0.5329086766016949,0.0276233447525646
wt,5,1185,0.534717451233739,0.02700204334286635
wt,5,1190,0.5365352986584585,0.0263885509980808
wt,5,1195,0.536034649529684,0.026556425879126648
wt,5,1200,0.5371847670028678,0.026171998098085042
wt,5,1205,0.5392540903217792,0.025491171133035544
wt,5,1210,0.5398769480244654,0.02528895249777056
wt,5,1215,0.5423244348106897,0.02450634331103185
wt,5,1220,0.5435519941156209,0.02412095416223398
wt,5,1225,0.5449792418939551,0.023678799398560404
wt,5,1230,0.5453689462227874,0.023559170756342722
wt,5,1235,0.5456855098541004,0.023462339990089995
wt,5,1240,0.5487223072490408,0.022549054591104956
wt,5,1245,0.5492374879556106,0.022396900500189918
wt,5,1250,0.5515703208078994,0.021717882404439517
wt,5,1255,0.5530520556806625,0.02129498617117669
wt,5,1260,0.5542818155168289,0.020948899028230362
wt,5,1265,0.5549005035712877,0.020776449230077116
wt,5,1270,0.5549496894760307,0.020762787043335975
wt,5,1275,0.5569454090265981,0.020214323747628833
wt,5,1280,0.5579692027465589,0.01993738719730196
wt,5,1285,0.5606531678768387,0.01922541853674409
wt,5,1290,0.5621433669305254,0.018838787780038276
wt,5,1295,0.5627530587989646,0.018682367947113036
wt,5,1300,0.5632200022003899,0.01856325945887471
wt,5,1305,0.5648213967576626,0.018159280104208052
wt,5,1310,0.5662786504573853,0.017797674843351288
wt,5,1315,0.5668936564945609,0.017646769840325566
wt,5,1320,0.5689861284982523,0.01714083201851767
wt,5,1325,0.5687961018634717,0.01718630316080766
wt,5,1330,0.5684298182162105,0.017274217418307942
wt,5,1335,0.5694656686704384,0.01702650313565124
wt,5,1340,0.5724586521091454,0.01632638843956529
wt,5,1345,0.5733948656010094,0.016112099565575324
wt,5,1350,0.5746411173645923,0.01583028259718451
wt,5,1355,0.5746844072102872,0.015820563518734045
wt,5,1360,0.5741223084725754,0.015947126933574116
wt,5,1365,0.5730189681302187,0.016197871129875654
wt,5,1370,0.5733876975802665,0.01611373180576031
wt,5,1375,0.5753804767549182,0.015664930945948622
wt,5,1380,0.5751829239339367,0.015708978407998116
wt,5,1385,0.5770689884359406,0.01529240143962887
wt,5,1390,0.5771239172106847,0.015280400921763825
wt,5,1395,0.5768036931434238,0.015350466071704353
wt,5,1400,0.5768038735813494,0.015350426520755928
wt,5,1405,0.5777398566937926,0.015146340949420854
wt,5,1410,0.57737126488081,0.015226453652199918
wt,5,1415,0.5771459752563876,0.01527558389514347
wt,5,1420,0.5764159835280249,0.015435635171271627
wt,5,1425,0.5762217845800297,0.01547843484146386
wt,5,1430,0.5758287583179538,0.01556533990030997
wt,5,1435,0.5744101048194763,0.015882227019590908
wt,5,1440,0.5739100909087128,0.015995116740975698
wt,5,1445,0.5751582438867233,0.01571448804386698
wt,5,1450,0.5742867978602747,0.015910008053778894
wt,5,1455,0.5740600061748892,0.01596120390852187
wt,5,1460,0.5750508736156139,0.015738475342427373
wt,5,1465,0.5761763583993001,0.015488459817049572
wt,5,1470,0.5759376635889999,0.015541220671961266
wt,5,1475,0.5773821311014619,0.01522408713921714
wt,5,1480,0.5770210790672025,0.015302874453777999
wt,5,1485,0.5781254742206076,0.015062883301608296
wt,5,1490,0.5773705659504021,0.015226605879513307
wt,5,1495,0.5773296798995377,0.01523551296215119
wt,5,1500,0.5770111154759677,0.015305053209127643
wt,5,1505,0.5772150128979158,0.015260515208111114
wt,5,1510,0.5774412135375814,0.015211224865702267
wt,5,1515,0.5777940946047347,0.015134580507844182
wt,5,1520,0.5774098592894445,0.015218049634288714
wt,5,1525,0.5761057282484038,0.015504057130699873
wt,5,1530,0.5761682695893157,0.015490245449344502
wt,5,1535,0.5760179174894411,0.015523465680146691
wt,5,1540,0.5758404223895086,0.015562755253719134
wt,5,1545,0.5758552650261575,0.015559466755690832
wt,5,1550,0.5766688147914133,0.015380053067757905
wt,5,1555,0.5763700629619456,0.015445747227457212
wt,5,1560,0.5761192837926105,0.015501062691062342
wt,5,1565,0.5763160807067771,0.015457641192852211
wt,5,1570,0.5763781520760248,0.015443965565216518
wt,5,1575,0.5768983742001724,0.015329723548806627
wt,5,1580,0.5773754475832855,0.015225542683016749
wt,5,1585,0.5780061899341331,0.015088660743892125
wt,6,350,0.9894787460661363,0.010521253933863717
wt,6,355,0.9951439262720224,0.00485607372797761
wt,6,360,0.9972306076809514,0.0027693923190485995
wt,6,365,0.9799486336009103,0.020051366399089672
wt,6,370,0.7381651169970683,0.2618348830029315
wt,6,375,0.7732426344980471,0.22675736550195288
wt,6,380,0.9763979120506674,0.023602087949332627
wt,6,385,0.9850493153006511,0.014950684699348906
wt,6,390,0.9682104847017827,0.031789515298217275
wt,6,395,0.9912186639137355,0.008781336086264524
wt,6,400,0.9780942024069527,0.021905797593047335
wt,6,405,0.9986999979453364,5.62555285974188e-5
wt,6,410,0.8854244974907114,0.045747063551606536
wt,6,415,0.8902684202511064,0.04290922498862129
wt,6,420,0.8852689708922002,0.0458391304715768
wt,6,425,-0.23958525289960628,0.6048396800990024
wt,6,430,-0.2235060889942905,0.6299701843215131
wt,6,435,-0.07087391847967724,0.8675557418171057
wt,6,440,-0.05787765538687072,0.8824212534344559
wt,6,445,-0.11374273859446203,0.7707688322055642
wt,6,450,-0.010350461876321453,0.978916094591639
wt,6,455,0.03151449244013783,0.9358523143367887
wt,6,460,-0.005652724281272037,0.9884846712863309
wt,6,465,-0.0448901182162466,0.9087040310201606
wt,6,470,-0.04332874615100143,0.9118693812899952
wt,6,475,0.06221443379827146,0.8476815752156479
wt,6,480,-0.029480584996900008,0.9275341283971509
wt,6,485,-0.0708413696191428,0.8268251021042934
wt,6,490,-0.08862336677072555,0.7841712858403951
wt,6,495,-0.07472448249341695,0.8174699346237527
wt,6,500,-0.09156464907754083,0.7771651588692807
wt,6,505,-0.07639085775008639,0.8134619402547483
wt,6,510,-0.07695605815821309,0.8121034381546669
wt,6,515,-0.05494595575234863,0.865324270422285
wt,6,520,-0.021053581341142383,0.9482190608072079
wt,6,525,-0.0038357673973770387,0.9905606013489315
wt,6,530,0.0018615348753137243,0.9954189001844018
wt,6,535,-0.25570026674274987,0.39911858033889647
wt,6,540,-0.22590676974287813,0.4580125873400154
wt,6,545,-0.18865491177051294,0.5370695357370827
wt,6,550,-0.24243174224380648,0.3839881925139902
wt,6,555,-0.2437185621225796,0.3813903577714308
wt,6,560,-0.20388277557698004,0.4660991551895426
wt,6,565,-0.2842338802601083,0.28601069258848
wt,6,570,-0.28705886065905933,0.28103928573814163
wt,6,575,-0.2618256892275026,0.3272936069194057
wt,6,580,-0.24195571795036697,0.36661345988271365
wt,6,585,-0.2169090085128883,0.41970613343441054
wt,6,590,-0.1930870856332564,0.47369288791958875
wt,6,595,-0.17459820737727644,0.5178014866366616
wt,6,600,-0.15254719211071469,0.572747430782423
wt,6,605,-0.13039642165122403,0.6302750241396008
wt,6,610,-0.11994217334847909,0.6581605764557754
wt,6,615,-0.1006746897506259,0.7106543143925101
wt,6,620,-0.09006172779467049,0.740116260749484
wt,6,625,-0.0789708014534953,0.7712705928059389
wt,6,630,-0.056187273179103644,0.8362597222792697
wt,6,635,-0.03638335900297752,0.8935834597786992
wt,6,640,-0.022463122718195287,0.934190690664469
wt,6,645,7.947676748163893e-4,0.9976692536012233
wt,6,650,0.014657498751856174,0.9570336312016505
wt,6,655,0.023835123247559816,0.930180061661199
wt,6,660,0.041845292008055396,0.8777124097380291
wt,6,665,-0.11759375886098258,0.6530814029941858
wt,6,670,-0.11371327810487143,0.6638863317643853
wt,6,675,-0.09582953814902516,0.7144671388006856
wt,6,680,-0.08852537736502478,0.7354673544930048
wt,6,685,-0.08108732900520912,0.7570360373387415
wt,6,690,-0.07334543025819595,0.7796671229685734
wt,6,695,-0.07017307428482802,0.7889901857936362
wt,6,700,-0.05352019538187238,0.8383485797815045
wt,6,705,-0.04794023996453012,0.8550249715051325
wt,6,710,-0.03313047154506993,0.8995504012309782
wt,6,715,-0.023000184552033745,0.930178934624251
wt,6,720,-0.011457739590133822,0.9651880613733469
wt,6,725,-0.008130253385406625,0.9752944420084766
wt,6,730,-0.001185312207052692,0.9963976640011053
wt,6,735,0.003351976983574426,0.9898130719557681
wt,6,740,0.013429975640047742,0.9592001742986754
wt,6,745,0.02542877789421126,0.9228261722989237
wt,6,750,0.03473950982996825,0.8946967801982573
wt,6,755,0.04739172104534967,0.8566675390533807
wt,6,760,0.05611692517240214,0.8306096275495876
wt,6,765,0.07160576505756243,0.7847762976227498
wt,6,770,0.07794014774622732,0.766214459083123
wt,6,775,0.08313570287112568,0.7510785421519823
wt,6,780,0.09367927380593344,0.7206300220099464
wt,6,785,0.09761832301698406,0.7093529580448221
wt,6,790,0.11012725182655918,0.6739274030515683
wt,6,795,0.11661184253192468,0.6558094282667652
wt,6,800,0.12751107539954332,0.625765964149398
wt,6,805,0.13278796911181934,0.6114144058978979
wt,6,810,0.13729809472719137,0.5992530519452639
wt,6,815,0.1449854047053823,0.5787549699063361
wt,6,820,0.1529064950848873,0.5579486513637077
wt,6,825,0.15966600620283142,0.5404560959358675
wt,6,830,0.16825690331666476,0.5185859979729592
wt,6,835,0.1783010805852904,0.49354839433657216
wt,6,840,0.18782960319862144,0.4703456675083011
wt,6,845,0.19130841280582964,0.4620113770460583
wt,6,850,0.1969744269264909,0.4485969895342733
wt,6,855,0.20329828526971458,0.4338625986951751
wt,6,860,0.20909131437895626,0.42058839981113483
wt,6,865,0.2135713893373956,0.41047121607179893
wt,6,870,0.2225620924996377,0.3905643702055652
wt,6,875,0.23106318164830522,0.37223575954236565
wt,6,880,0.23678523939867493,0.36017308781806956
wt,6,885,0.24417340478783117,0.34492819699976307
wt,6,890,0.2489011173999237,0.335369734737063
wt,6,895,0.25262583676778316,0.32794796837243845
wt,6,900,0.2583781799571882,0.3166754288524205
wt,6,905,0.2654065465427844,0.30321596103212517
wt,6,910,0.26958502741440427,0.2953782587661031
wt,6,915,0.2749645760118255,0.2854685259766685
wt,6,920,0.28082866350042857,0.27489863096314077
wt,6,925,0.2865804304305686,0.2647670777891311
wt,6,930,0.28978064553658317,0.25923122173784624
wt,6,935,0.29560647937406703,0.24933927147281248
wt,6,940,0.304106464319538,0.23533667167026368
wt,6,945,0.3068932780249167,0.2308566454790767
wt,6,950,0.3116542364249905,0.22332942112817086
wt,6,955,0.31563615153159463,0.2171560903180963
wt,6,960,0.32038539296437196,0.20993827909749196
wt,6,965,0.32415583675237275,0.20432011282746157
wt,6,970,0.3275426673775424,0.1993578497680575
wt,6,975,0.3314248220494987,0.19376765171256405
wt,6,980,0.33616864484115777,0.18707789771955133
wt,6,985,0.3378033463273207,0.18480848402635586
wt,6,990,0.34327676742702723,0.1773429894575178
wt,6,995,0.34858901294931627,0.17029229626487924
wt,6,1e3,0.3507921668607431,0.16742415199443142
wt,6,1005,0.35601831536418077,0.16075103199522717
wt,6,1010,0.3617811716308874,0.15360387905605136
wt,6,1015,0.36587845615116393,0.14865599296512835
wt,6,1020,0.3697647803548141,0.144064605457771
wt,6,1025,0.377168148841142,0.1355894170878715
wt,6,1030,0.3806533835178463,0.13172153087886726
wt,6,1035,0.3874324930757958,0.12441877298749698
wt,6,1040,0.3922194957445757,0.11943550222011873
wt,6,1045,0.39342641527986316,0.11820153195007543
wt,6,1050,0.39539148947621305,0.1162116134154152
wt,6,1055,0.4011228514944293,0.11054260179478463
wt,6,1060,0.40615166227158106,0.10573197986060845
wt,6,1065,0.41125965961016797,0.10099972410865252
wt,6,1070,0.4141174423497804,0.09841905866623281
wt,6,1075,0.41662234385647173,0.09619611688323079
wt,6,1080,0.4189122832521001,0.09419561585294814
wt,6,1085,0.42082595589743493,0.0925468659523711
wt,6,1090,0.42197449027047923,0.0915673478501228
wt,6,1095,0.42556427526159507,0.08855392352147147
wt,6,1100,0.4286600691663615,0.08601319116465543
wt,6,1105,0.4323133551203384,0.08308322759250952
wt,6,1110,0.4345298729641523,0.08134123261605888
wt,6,1115,0.43638511219544535,0.07990369349194436
wt,6,1120,0.43926026328231677,0.07771251109636898
wt,6,1125,0.44323565809479765,0.07475540718064065
wt,6,1130,0.4469447907660178,0.07207133132874749
wt,6,1135,0.4495770873805209,0.07020982387850838
wt,6,1140,0.44996949229579575,0.06993537670444282
wt,6,1145,0.4529236908656216,0.06789445190066593
wt,6,1150,0.4555564265702556,0.0661128556082146
wt,6,1155,0.4578587235843352,0.06458333155929213
wt,6,1160,0.46010244834039826,0.06311801781124667
wt,6,1165,0.461756567542038,0.06205361128167392
wt,6,1170,0.4646659480761507,0.06021378758308296
wt,6,1175,0.46748963467376964,0.05846715443108576
wt,6,1180,0.47101658119826756,0.05633874062698228
wt,6,1185,0.471591706358112,0.05599721780175548
wt,6,1190,0.4733540705005613,0.0549602887074017
wt,6,1195,0.47505902720571813,0.05397083409339511
wt,6,1200,0.47921270850278125,0.05161601172500594
wt,6,1205,0.48074772727542325,0.05076553846031398
wt,6,1210,0.48213267082788897,0.050007265557709873
wt,6,1215,0.48469273017913034,0.04862801007608841
wt,6,1220,0.486153553033772,0.04785389638762849
wt,6,1225,0.4878310305411931,0.046976444040633364
wt,6,1230,0.4896269416023558,0.046050522142848854
wt,6,1235,0.4919999303889797,0.04484824571170669
wt,6,1240,0.4946747287198361,0.043521618615950414
wt,6,1245,0.49586042165107563,0.042943127185616145
wt,6,1250,0.49757421909244876,0.04211727721270218
wt,6,1255,0.4993694955181701,0.04126511531036591
wt,6,1260,0.4995968406762725,0.04115814078484908
wt,6,1265,0.5000764592695962,0.040933151486295435
wt,6,1270,0.5009891329738909,0.040507592204236526
wt,6,1275,0.5031316273110703,0.039521783026250965
wt,6,1280,0.502885122524512,0.039634268451107374
wt,6,1285,0.5042299623342732,0.039023532891143846
wt,6,1290,0.5054437890906159,0.03847845828337036
wt,6,1295,0.5068887472784398,0.03783716195930743
wt,6,1300,0.507997439553634,0.03735064542201472
wt,6,1305,0.5096133960710896,0.036650079467777694
wt,6,1310,0.5116529090954979,0.035780235829503675
wt,6,1315,0.5119432374383246,0.035657704091380554
wt,6,1320,0.5148702463352893,0.03444018368178489
wt,6,1325,0.5156308207046875,0.034129078943793675
wt,6,1330,0.515905461972719,0.03401726949107844
wt,6,1335,0.5175020737446097,0.03337280839288838
wt,6,1340,0.5181230785106693,0.03312468411413525
wt,6,1345,0.5195027644317882,0.03257848191496167
wt,6,1350,0.5202440781892786,0.03228786828234258
wt,6,1355,0.5219463437352718,0.031628057730152544
wt,6,1360,0.5239703168508804,0.030857065715072882
wt,6,1365,0.5251169093504461,0.030426745512765824
wt,6,1370,0.5270188450268551,0.029723126830284205
wt,6,1375,0.5278171240491171,0.029431561247292657
wt,6,1380,0.5290551663073731,0.028983733869604955
wt,6,1385,0.5292628784837499,0.028909116546750144
wt,6,1390,0.5292171761914564,0.028925521669248624
wt,6,1395,0.5303419527407005,0.028523853235795787
wt,6,1400,0.5312333499952462,0.02820858992632809
wt,6,1405,0.5305794736277967,0.028439584507099352
wt,6,1410,0.5315418719779663,0.028100101896831778
wt,6,1415,0.5335311391064887,0.027408301685220786
wt,6,1420,0.5352929995748967,0.02680662671633843
wt,6,1425,0.536600739480987,0.02636666848605008
wt,6,1430,0.5379024126096877,0.025934312991690484
wt,6,1435,0.5381732351365133,0.02584505132805516
wt,6,1440,0.538935846649995,0.02559497470941965
wt,6,1445,0.5393262070704677,0.025467693686789705
wt,6,1450,0.5400316872201116,0.025238907540129214
wt,6,1455,0.5400298230237014,0.025239509992439107
wt,6,1460,0.5417769743217966,0.024679747762245095
wt,6,1465,0.5423355774796549,0.02450282377535821
wt,6,1470,0.5429822375455298,0.024299239040700155
wt,6,1475,0.5438373230939247,0.024032052687842826
wt,6,1480,0.5450160207137237,0.023667489201703223
wt,6,1485,0.5452574626557242,0.02359334518241524
wt,6,1490,0.5462593225700493,0.023287609287765295
wt,6,1495,0.5459544448652343,0.02338032082443264
wt,6,1500,0.5455440523808166,0.023505570880369468
wt,6,1505,0.5469862948727964,0.023067692790148964
wt,6,1510,0.5483090037233755,0.022671699925374506
wt,6,1515,0.5478958559262915,0.02279481648701916
wt,6,1520,0.5485010547725234,0.02261464562712645
wt,6,1525,0.5483255078701296,0.02266679250448918
wt,6,1530,0.55031073946422715,0.022082489038323678
wt,6,1535,0.5500827841250622,0.02214898017197933
wt,6,1540,0.5498905726383474,0.022205166267201995
wt,6,1545,0.5503043823479333,0.022084341206291738
wt,6,1550,0.5502261856431319,0.02210713397423823
wt,6,1555,0.5513094905707251,0.021792996623752905
wt,6,1560,0.5527352810928582,0.02138485203508758
wt,6,1565,0.5540394490931755,0.021016758172963227
wt,6,1570,0.5549258433893378,0.020769409807799382
wt,6,1575,0.5556970872431206,0.02055604549731158
wt,6,1580,0.5564369295796294,0.020352978264357315
wt,6,1585,0.5567936432554328,0.020255630549912605
wt,6,1590,0.5580446181145935,0.019917105036161155
wt,6,1595,0.5593578690437658,0.019566495148142342
wt,6,1600,0.5610240924649531,0.019128608032396573
wt,6,1605,0.5619706759914009,0.018883278179846016
wt,6,1610,0.5634204574736684,0.01851230972014889
wt,6,1615,0.5639033995022222,0.018390009589179395
wt,6,1620,0.565033491792466,0.018106295868709776
wt,6,1625,0.5663047147917804,0.017791258952387236
wt,6,1630,0.5676501151907658,0.017462533499545557
wt,6,1635,0.567855312341556,0.017412818423428192
wt,6,1640,0.5675693573874299,0.01748212994800602
wt,6,1645,0.5663944924684725,0.017769173511320395
wt,6,1650,0.5664595013626492,0.017753194639394104
wt,6,1655,0.5673609287039912,0.017532786293699754
wt,6,1660,0.5680188994542755,0.01737326415430712
wt,6,1665,0.5683243649429739,0.017299593245886
wt,6,1670,0.5687252687270469,0.017203276881441285
wt,6,1675,0.5699562596862298,0.016910159521877882
wt,7,385,0.9810245611254244,0.018975438874575642
wt,7,390,0.9803483032509935,0.019651696749006468
wt,7,395,0.9936754675167578,0.006324532483242175
wt,7,400,0.9907022841359525,0.009297715864047502
wt,7,405,0.9990935886034097,9.064113965903223e-4
wt,7,410,0.9868452192237207,0.013154780776279313
wt,7,415,0.9594822797248441,0.04051772027515589
wt,7,420,0.993311424750101,0.006688575249898975
wt,7,425,0.9732201590782813,0.026779840921718676
wt,7,430,0.9373799970886415,0.0626200029113585
wt,7,435,0.9936356572219258,0.00636434277807416
wt,7,440,0.5604003558261696,0.32581651916809334
wt,7,445,0.6437682528292933,0.24112554772312472
wt,7,450,0.4697623996489835,0.4246711022624079
wt,7,455,0.39034063675214015,0.5159291810282614
wt,7,460,-0.5080468216820763,0.30349614963329163
wt,7,465,-0.30756779954136815,0.5021990299736927
wt,7,470,-0.3069998559248179,0.4595206345002193
wt,7,475,-0.11402337938872341,0.7702154725514518
wt,7,480,-0.15071125101233668,0.6987257895125669
wt,7,485,-0.049578803280477285,0.8992055513511304
wt,7,490,-0.07730756173803686,0.8432925793202988
wt,7,495,-0.05061051086259101,0.8971169354706701
wt,7,500,-0.015726197996609965,0.9679694544583273
wt,7,505,0.05282657694413199,0.8926325355174838
wt,7,510,-0.01805308779498657,0.9579846081424264
wt,7,515,0.004285105188582095,0.9894548821264122
wt,7,520,0.01184191866110446,0.9708632264659443
wt,7,525,-0.043566850845215485,0.8930555761585408
wt,7,530,-0.01846951246351056,0.9545683509264815
wt,7,535,-0.05652395924813739,0.8614889341566099
wt,7,540,-0.057442653852094044,0.8592573068551472
wt,7,545,-0.061921816930082654,0.8483906541945978
wt,7,550,-0.05308521105372485,0.8698502327741537
wt,7,555,-0.035373853624561274,0.9130922336951148
wt,7,560,0.00670682293377515,0.9834959177929627
wt,7,565,0.02123034951201572,0.9477848226473602
wt,7,570,0.052615989036511136,0.870992111244898
wt,7,575,0.0756071334964279,0.815346461429973
wt,7,580,-0.22403944721640295,0.4618363723803577
wt,7,585,-0.18936455715022957,0.535510968339516
wt,7,590,-0.1575662102402294,0.6071817542207898
wt,7,595,-0.11486671401865363,0.708651558403744
wt,7,600,-0.25134172693913703,0.3860553366922873
wt,7,605,-0.2889400563911063,0.27775783940102905
wt,7,610,-0.2800685944658029,0.2934363156455196
wt,7,615,-0.2571897969304566,0.3362413911477089
wt,7,620,-0.22618428275542296,0.3995953713301128
wt,7,625,-0.20904394180783278,0.43716399130231953
wt,7,630,-0.19331459093276893,0.4731618557702475
wt,7,635,-0.15850834429551713,0.5576544785780054
wt,7,640,-0.14374696165492182,0.5953370515539813
wt,7,645,-0.13853560175901788,0.6088817243738822
wt,7,650,-0.11186625523679596,0.679997543084863
wt,7,655,-0.09061453384242818,0.73857287230352
wt,7,660,-0.07134487277570659,0.7928865867653033
wt,7,665,-0.06430538494512487,0.8129669376002854
wt,7,670,-0.039151378201859786,0.88553517417498
wt,7,675,-0.017313975125977748,0.9492551674561289
wt,7,680,-0.003257436530435779,0.9904473883682042
wt,7,685,0.020729373594232194,0.939260893950828
wt,7,690,0.040561291985660754,0.8814396934809068
wt,7,695,0.04872210106235475,0.8577926839118923
wt,7,700,0.06772267233858713,0.8032045941365262
wt,7,705,0.08856032991002855,0.7443127159234937
wt,7,710,0.1106116948834785,0.6834118411333232
wt,7,715,-0.09753923464817607,0.7095788277096102
wt,7,720,-0.09637157211105943,0.7129162252795886
wt,7,725,-0.0779819496752137,0.7660923524400145
wt,7,730,-0.08040603718228771,0.7590203957549371
wt,7,735,-0.06321800968305592,0.8095234462103043
wt,7,740,-0.05298038466764535,0.8399591446059028
wt,7,745,-0.04335272031433683,0.8687792530558042
wt,7,750,-0.02551226007310183,0.9225735250318368
wt,7,755,-0.014998344052912485,0.9544399229277267
wt,7,760,-0.005707024751082224,0.9826566937828395
wt,7,765,0.011598247244503684,0.9647614056388945
wt,7,770,0.026548121030732046,0.9194392245868679
wt,7,775,0.040521504569900516,0.8772858294204395
wt,7,780,0.0577221080150054,0.8258330581447014
wt,7,785,0.07367602423116867,0.7786971675236926
wt,7,790,0.08694266784631392,0.740041823573145
wt,7,795,0.09270775428313043,0.7234198660753426
wt,7,800,0.10793011867784588,0.6801054388592709
wt,7,805,0.12613397052598155,0.6295325399538246
wt,7,810,0.13392135503229602,0.6083490746423814
wt,7,815,0.14435642115496092,0.5804209978174683
wt,7,820,0.15276160135001454,0.5583262946384432
