target_id	length	eff_length	est_counts	tpm
NC_001604.1|T7p01|NP_041954.1|CDS|hypothetical	354	175	3078	405.388
NC_001604.1|T7p02|NP_041955.1|CDS|hypothetical	156	10.3458	0	0
NC_001604.1|T7p04|NP_041956.1|CDS|hypothetical	144	8.51793	0	0
NC_001604.1|T7p05|NP_041957.1|CDS|hypothetical	337	158	0	0
NC_001604.1|T7p06|NP_041958.1|CDS|hypothetical	162	11.5236	0	0
NC_001604.1|T7p03|NP_041959.1|CDS|protein	1080	901	4018	102.784
NC_001604.1|T7p07|NP_041960.1|CDS|T3/T7-like	2652	2473	2457	22.8993
NC_001604.1|T7p09|NP_041961.1|CDS|hypothetical	129	6.9214	0	0
NC_001604.1|T7p08|NP_041962.1|CDS|host	258	79.0036	30	8.75215
NC_001604.1|T7p10|NP_041963.1|CDS|ATP-dependent	1080	901	147	3.76039
NC_001604.1|T7p11|NP_041964.1|CDS|hypothetical	156	10.3458	2	4.45561
NC_001604.1|T7p12|NP_041965.1|CDS|hypothetical	90	4.62459	0	0
NC_001604.1|T7p13|NP_041966.1|CDS|hypothetical	261	82.002	11	3.09178
NC_001604.1|T7p14|NP_041967.1|CDS|hypothetical	591	412	46	2.57336
NC_001604.1|T7p15|NP_041968.1|CDS|hypothetical	147	8.91948	0	0
NC_001604.1|T7p16|NP_041969.1|CDS|inhibitor	195	23.5677	10	9.77965
NC_001604.1|T7p17|NP_041970.1|CDS|single-stranded	699	520	113	5.00859
NC_001604.1|T7p18|NP_041971.1|CDS|hypothetical	420	241	63	6.0251
NC_001604.1|T7p19|NP_041972.1|CDS|endonuclease	450	271	41	3.48703
NC_001604.1|T7p20|NP_041973.1|CDS|lysozyme	456	277	80	6.65657
NC_001604.1|T7p21|NP_041974.1|CDS|putative	366	187	11	1.35579
NC_001604.1|T7p22|NP_041975.1|CDS|DNA	1701	1522	162.582	2.46206
NC_001604.1|T7p23|NP_041976.1|CDS|hypothetical	123	6.43085	0	0
NC_001604.1|T7p24|NP_041977.1|CDS|helicase	1512	1333	0.00963128	0.000166531
NC_001604.1|T7p25|NP_041978.1|CDS|hypothetical	339	160	16.408	2.36362
NC_001604.1|T7p26|NP_041979.1|CDS|hypothetical	213	36.0583	16	10.2272
NC_001604.1|T7p27|NP_041980.1|CDS|hypothetical	270	91.0003	18	4.55901
NC_001604.1|T7p28|NP_041981.1|CDS|hypothetical	408	229	31	3.12009
NC_001604.1|T7p29|NP_041982.1|CDS|DNA	2115	1936	290	3.4525
NC_001604.1|T7p30|NP_041983.1|CDS|hypothetical	357	178	18	2.33074
NC_001604.1|T7p31|NP_041984.1|CDS|hypothetical	509	330	33.4079	2.33333
NC_001604.1|T7p32|NP_041985.1|CDS|host	300	121	0	0
NC_001604.1|T7p33|NP_041986.1|CDS|hypothetical	210	33.6633	17.5921	12.0448
NC_001604.1|T7p34|NP_041987.1|CDS|host	159	10.9088	0	0
NC_001604.1|T7p35|NP_041988.1|CDS|exonuclease	903	724	112	3.5655
NC_001604.1|T7p36|NP_041989.1|CDS|hypothetical	114	5.81021	0	0
NC_001604.1|T7p37|NP_041990.1|CDS|hypothetical	255	76.0064	33	10.007
NC_001604.1|T7p38|NP_041991.1|CDS|hypothetical	267	88.0006	35	9.16691
NC_001604.1|T7p39|NP_041992.1|CDS|hypothetical	402	223	67	6.92485
NC_001604.1|T7p40|NP_041993.1|CDS|tail	300	121	63	12.0004
NC_001604.1|T7p41|NP_041994.1|CDS|hypothetical	393	214	99	10.6626
NC_001604.1|T7p42|NP_041995.1|CDS|head-tail	1611	1432	449	7.22676
NC_001604.1|T7p43|NP_041996.1|CDS|capsid	924	745	316	9.77623
NC_001604.1|T7p45|NP_041998.1|CDS|major	1038	859	938	25.1681
NC_001604.1|T7p46|NP_041999.1|CDS|tail	591	412	86	4.81107
NC_001604.1|T7p47|NP_042000.1|CDS|tail	2385	2206	420	4.38818
NC_001604.1|T7p48|NP_042001.1|CDS|internal	417	238	77	7.45683
NC_001604.1|T7p49|NP_042002.1|CDS|internal	591	412	80	4.47541
NC_001604.1|T7p50|NP_042003.1|CDS|internal	2244	2065	489	5.45795
NC_001604.1|T7p51|NP_042004.1|CDS|internal	3957	3778	874	5.332
NC_001604.1|T7p52|NP_042005.1|CDS|tail	1662	1483	422	6.55861
NC_001604.1|T7p53|NP_042006.1|CDS|type	204	29.2345	12	9.46077
