target_id	length	eff_length	est_counts	tpm
NC_001604.1|T7p39|NP_041992.1|CDS|hypothetical	402	223	108596	8551.76
NC_001604.1|T7p40|NP_041993.1|CDS|tail	300	121	96474	14001.4
NC_001604.1|T7p41|NP_041994.1|CDS|hypothetical	393	214	93606	7681.33
NC_001604.1|T7p42|NP_041995.1|CDS|head-tail	1611	1432	319501	3918.1
NC_001604.1|T7p43|NP_041996.1|CDS|capsid	924	745	386134	9101.82
NC_001604.1|T7p45|NP_041998.1|CDS|major	1038	859	263298	5382.71
NC_001604.1|T7p46|NP_041999.1|CDS|tail	591	412	24713	1053.36
NC_001604.1|T7p47|NP_042000.1|CDS|tail	2385	2206	110737	881.524
NC_001604.1|T7p48|NP_042001.1|CDS|internal	417	238	59664	4402.32
NC_001604.1|T7p49|NP_042002.1|CDS|internal	591	412	109614	4672.14
NC_001604.1|T7p50|NP_042003.1|CDS|internal	2244	2065	441636	3755.7
NC_001604.1|T7p51|NP_042004.1|CDS|internal	3957	3778	590802	2746.17
NC_001604.1|T7p52|NP_042005.1|CDS|tail	1662	1483	629688	7456.43
NC_001604.1|T7p53|NP_042006.1|CDS|type	204	29.2345	29161	17516.8
NC_001604.1|T7p54|NP_042007.1|CDS|DNA	270	91.0003	25384	4898.51
NC_001604.1|T7p55|NP_042008.1|CDS|phage	432	253	123911	8600.74
NC_001604.1|T7p56|NP_042009.1|CDS|phage	252	73.0112	0	0
NC_001604.1|T7p57|NP_042010.1|CDS|DNA	1761	1582	602481	6687.81
NC_001604.1|T7p58|NP_042011.1|CDS|hypothetical	258	79.0036	9501.65	2112.02
NC_001604.1|T7p59|NP_042012.1|CDS|hypothetical	174	14.6185	0	0
NC_001604.1|T7p60|NP_042013.1|CDS|hypothetical	150	9.35544	1800	3378.74
U00096.3|b0001|AAC73112.1|CDS|thrL	66	3.85692	0	0
U00096.3|b0002|AAC73113.1|CDS|thrA	2463	2284	242	1.86066
U00096.3|b0003|AAC73114.1|CDS|thrB	933	754	71	1.65361
U00096.3|b0004|AAC73115.1|CDS|thrC	1287	1108	228	3.61361
U00096.3|b0005|AAC73116.1|CDS|yaaX	297	118	35	5.20874
U00096.3|b0006|AAC73117.1|CDS|yaaA	777	598	468	13.7433
U00096.3|b0007|AAC73118.1|CDS|yaaJ	1431	1252	119	1.66913
U00096.3|b0008|AAC73119.1|CDS|talB	954	775	8310	188.298
U00096.3|b0009|AAC73120.1|CDS|mog	588	409	607	26.0623
U00096.3|b0010|AAC73121.1|CDS|satP	567	388	252	11.4055
U00096.3|b0011|AAC73122.1|CDS|yaaW	714	535	69	2.26486
U00096.3|b0013|AAC73124.1|CDS|yaaI	405	226	39	3.03042
U00096.3|b0014|AAC73125.1|CDS|dnaK	1917	1738	26379	266.536
U00096.3|b0015|AAC73126.1|CDS|dnaJ	1131	952	787	14.5173
U00096.3|b0016|AAC73127.1|CDS|insL1	1113	934	204.333	3.84184
U00096.3|b0018|AAC73129.1|CDS|mokC	210	33.6633	51	26.6048
U00096.3|b4412|AAT48122.1|CDS|hokC	153	9.8295	0	0
U00096.3|b0019|AAC73130.1|CDS|nhaA	1167	988	397	7.05635
U00096.3|b0020|AAC73131.1|CDS|nhaR	906	727	252	6.08713
U00096.3|b0021|AAC73132.1|CDS|insB1	504	325	0	0
U00096.3|b0022|AAC73133.1|CDS|insA	276	97.0001	0	0
U00096.3|b0023|AAC73134.1|CDS|rpsT	264	85.0011	3596	742.92
U00096.3|b0024|AAC73135.1|CDS|yaaY	219	41.1625	5	2.13312
U00096.3|b0025|AAC73136.1|CDS|ribF	942	763	1022	23.5219
U00096.3|b0026|AAC73137.1|CDS|ileS	2817	2638	1785	11.8826
U00096.3|b0027|AAC73138.1|CDS|lspA	495	316	334	18.5612
U00096.3|b0028|AAC73139.1|CDS|fkpB	450	271	95	6.15603
U00096.3|b0029|AAC73140.1|CDS|ispH	951	772	162	3.68506
U00096.3|b0030|AAC73141.1|CDS|rihC	915	736	113	2.69617
U00096.3|b0031|AAC73142.1|CDS|dapB	822	643	293	8.00209
U00096.3|b0032|AAC73143.1|CDS|carA	1149	970	49	0.887097
U00096.3|b0033|AAC73144.1|CDS|carB	3222	3043	142	0.81947
U00096.3|b0034|AAC73145.2|CDS|caiF	396	217	41	3.31796
U00096.3|b0035|AAC73146.2|CDS|caiE	591	412	20	0.852471
U00096.3|b0036|AAC73147.2|CDS|caiD	786	607	9	0.260376
U00096.3|b0037|AAC73148.2|CDS|caiC	1554	1375	68	0.868466
U00096.3|b0038|AAC73149.1|CDS|caiB	1218	1039	29	0.49015
U00096.3|b0039|AAC73150.1|CDS|caiA	1143	964	132	2.4046
U00096.3|b0040|AAC73151.1|CDS|caiT	1515	1336	34	0.446909
U00096.3|b0041|AAC73152.2|CDS|fixA	771	592	21	0.622937
U00096.3|b0042|AAC73153.1|CDS|fixB	942	763	28	0.644437
U00096.3|b0043|AAC73154.1|CDS|fixC	1287	1108	22	0.348682
U00096.3|b0044|AAC73155.1|CDS|fixX	288	109	1	0.161109
U00096.3|b0045|AAC73156.1|CDS|yaaU	1332	1153	23	0.350304
U00096.3|b0046|AAC73157.1|CDS|kefF	531	352	13	0.648556
U00096.3|b0047|AAC73158.1|CDS|kefC	1863	1684	90	0.938528
U00096.3|b0048|AAC73159.1|CDS|folA	480	301	500	29.1709
U00096.3|b0049|AAC73160.1|CDS|apaH	843	664	46	1.21657
U00096.3|b0050|AAC73161.1|CDS|apaG	378	199	31	2.73562
U00096.3|b0051|AAC73162.1|CDS|rsmA	822	643	269	7.34663
U00096.3|b0052|AAC73163.1|CDS|pdxA	990	811	163	3.5295
U00096.3|b0053|AAC73164.1|CDS|surA	1287	1108	1044	16.5465
U00096.3|b0054|AAC73165.1|CDS|lptD	2355	2176	1027	8.28816
U00096.3|b0055|AAC73166.1|CDS|djlA	816	637	205	5.65147
U00096.3|b4659|NA|CDS|yabP	806	627	154	4.3132
U00096.3|b0058|AAC73169.1|CDS|rluA	660	481	210	7.66692
U00096.3|b0059|AAC73170.1|CDS|rapA	2907	2728	539	3.46969
U00096.3|b0060|AAC73171.1|CDS|polB	2352	2173	118	0.953606
U00096.3|b0061|AAC73172.1|CDS|araD	696	517	27	0.917107
U00096.3|b0062|AAC73173.1|CDS|araA	1503	1324	92	1.22024
U00096.3|b0063|AAC73174.1|CDS|araB	1701	1522	42	0.484598
U00096.3|b0064|AAC73175.1|CDS|araC	879	700	53	1.32961
U00096.3|b0065|AAC73176.1|CDS|yabI	765	586	178	5.3342
U00096.3|b0066|AAC73177.1|CDS|thiQ	699	520	54	1.82363
U00096.3|b0067|AAC73178.1|CDS|thiP	1611	1432	85	1.04237
U00096.3|b0068|AAC73179.1|CDS|thiB	984	805	58	1.26526
U00096.3|b0069|AAC73180.1|CDS|sgrR	1656	1477	111	1.31974
U00096.3|b4662|ACO59989.1|CDS|sgrT	132	7.19434	0	0
U00096.3|b0070|AAT48123.1|CDS|setA	1179	1000	204	3.58242
U00096.3|b0071|AAC73182.1|CDS|leuD	606	427	79	3.24897
U00096.3|b0072|AAC73183.1|CDS|leuC	1401	1222	36	0.517342
U00096.3|b0073|AAC73184.2|CDS|leuB	1092	913	45	0.865542
U00096.3|b0074|AAC73185.1|CDS|leuA	1572	1393	69	0.869851
U00096.3|b0075|AAC73186.1|CDS|leuL	87	4.51079	0	0
U00096.3|b0076|AAC73187.2|CDS|leuO	945	766	96	2.20084
U00096.3|b0077|AAC73188.2|CDS|ilvI	1725	1546	58	0.658818
U00096.3|b0078|AAC73189.1|CDS|ilvH	492	313	43	2.41252
U00096.3|b0080|AAC73191.1|CDS|cra	1005	826	509	10.8214
U00096.3|b0081|AAC73192.1|CDS|mraZ	459	280	440	27.5957
U00096.3|b0082|AAC73193.1|CDS|rsmH	942	763	430	9.8967
U00096.3|b0083|AAC73194.1|CDS|ftsL	366	187	93	8.73349
U00096.3|b0084|AAC73195.1|CDS|ftsI	1767	1588	420	4.64457
U00096.3|b0085|AAC73196.1|CDS|murE	1488	1309	300	4.02465
U00096.3|b0086|AAC73197.1|CDS|murF	1359	1180	160	2.38114
U00096.3|b0087|AAC73198.1|CDS|mraY	1083	904	159	3.0887
U00096.3|b0088|AAC73199.1|CDS|murD	1317	1138	244	3.76525
U00096.3|b0089|AAC73200.1|CDS|ftsW	1245	1066	310	5.10683
U00096.3|b0090|AAC73201.1|CDS|murG	1068	889	263	5.19518
U00096.3|b0091|AAC73202.1|CDS|murC	1476	1297	178	2.41005
U00096.3|b0092|AAC73203.1|CDS|ddlB	921	742	553	13.0878
U00096.3|b0093|AAC73204.1|CDS|ftsQ	831	652	398	10.7197
U00096.3|b0094|AAC73205.1|CDS|ftsA	1263	1084	957	15.5035
U00096.3|b0095|AAC73206.1|CDS|ftsZ	1152	973	1112	20.0696
U00096.3|b0096|AAC73207.1|CDS|lpxC	918	739	4819	114.514
U00096.3|b0097|AAC73208.2|CDS|secM	513	334	466	24.5011
U00096.3|b0098|AAC73209.1|CDS|secA	2706	2527	2597	18.0473
U00096.3|b0099|AAC73210.1|CDS|mutT	390	211	30	2.49681
U00096.3|b0101|AAC73212.1|CDS|yacG	198	25.324	25	17.3362
U00096.3|b0102|AAC73213.1|CDS|zapD	744	565	75	2.33109
U00096.3|b0103|AAC73214.1|CDS|coaE	621	442	307	12.1973
U00096.3|b0104|AAC73215.1|CDS|guaC	1044	865	869	17.6421
U00096.3|b0106|AAC73217.1|CDS|hofC	1203	1024	120	2.05792
U00096.3|b0107|AAC73218.1|CDS|hofB	1386	1207	147	2.13873
U00096.3|b0108|AAC73219.1|CDS|ppdD	441	262	9	0.603237
U00096.3|b0109|AAC73220.1|CDS|nadC	894	715	290	7.1226
U00096.3|b0110|AAC73221.1|CDS|ampD	552	373	38	1.78905
U00096.3|b0111|AAC73222.1|CDS|ampE	855	676	73	1.89637
U00096.3|b0112|AAC73223.1|CDS|aroP	1374	1195	1626	23.8946
U00096.3|b0113|AAC73224.1|CDS|pdhR	765	586	1038	31.1062
U00096.3|b0114|AAC73225.1|CDS|aceE	2664	2485	6794	48.0116
U00096.3|b0115|AAC73226.1|CDS|aceF	1893	1714	3723	38.1442
U00096.3|b0116|AAC73227.1|CDS|lpd	1425	1246	4699	66.2268
U00096.3|b0117|AAC73228.1|CDS|yacH	1854	1675	125	1.31051
U00096.3|b0118|AAC73229.1|CDS|acnB	2598	2419	1534	11.1362
U00096.3|b0119|AAC73230.2|CDS|yacL	363	184	337	32.1632
U00096.3|b0120|AAC73231.1|CDS|speD	795	616	1418	40.4243
U00096.3|b0121|AAC73232.1|CDS|speE	867	688	2655	67.7677
U00096.3|b0122|AAC73233.2|CDS|yacC	348	169	285	29.6145
U00096.3|b0123|AAC73234.1|CDS|cueO	1551	1372	77	0.98556
U00096.3|b0124|AAC73235.1|CDS|gcd	2391	2212	265	2.10381
U00096.3|b0125|AAC73236.2|CDS|hpt	537	358	1310	64.2591
U00096.3|b0126|AAC73237.1|CDS|can	663	484	4213	152.86
U00096.3|b0127|AAC73238.1|CDS|yadG	927	748	172	4.03807
U00096.3|b0128|AAC73239.1|CDS|yadH	771	592	207	6.14038
U00096.3|b0129|AAC73240.1|CDS|yadI	441	262	37	2.47997
U00096.3|b0130|AAC73241.1|CDS|yadE	1230	1051	165	2.75694
U00096.3|b0131|AAC73242.1|CDS|panD	381	202	1422	123.622
U00096.3|b0132|AAC73243.1|CDS|yadD	903	724	199	4.82682
U00096.3|b0133|AAC73244.1|CDS|panC	852	673	214	5.584
U00096.3|b0134|AAC73245.1|CDS|panB	795	616	277	7.8967
U00096.3|b0135|AAC73246.1|CDS|yadC	1239	1060	158	2.61757
U00096.3|b0136|AAC73247.1|CDS|yadK	597	418	37	1.55443
U00096.3|b0137|AAC73248.1|CDS|yadL	606	427	46	1.89181
U00096.3|b0138|AAC73249.2|CDS|yadM	570	391	37	1.66177
U00096.3|b0139|AAC73250.1|CDS|htrE	2598	2419	110	0.798553
U00096.3|b0140|AAC73251.1|CDS|yadV	741	562	24	0.749931
U00096.3|b0141|AAC73252.1|CDS|yadN	585	406	26	1.12459
U00096.3|b0142|AAC73253.1|CDS|folK	480	301	36	2.10031
U00096.3|b0143|AAC73254.2|CDS|pcnB	1398	1219	742	10.6892
U00096.3|b0144|AAC73255.3|CDS|gluQ	927	748	109	2.55901
U00096.3|b0145|AAC73256.1|CDS|dksA	456	277	7047	446.757
U00096.3|b0146|AAC73257.1|CDS|sfsA	705	526	728	24.3048
U00096.3|b0147|AAC73258.2|CDS|ligT	531	352	115	5.73722
U00096.3|b0148|AAC73259.2|CDS|hrpB	2430	2251	318	2.48084
U00096.3|b0149|AAC73260.1|CDS|mrcB	2535	2356	477	3.55541
U00096.3|b0150|AAC73261.1|CDS|fhuA	2244	2065	2335	19.857
U00096.3|b0151|AAC73262.1|CDS|fhuC	798	619	56	1.58871
U00096.3|b0152|AAC73263.1|CDS|fhuD	891	712	95	2.3431
U00096.3|b0153|AAC73264.1|CDS|fhuB	1983	1804	85	0.827426
U00096.3|b0154|AAC73265.1|CDS|hemL	1281	1102	671	10.6927
U00096.3|b0155|AAC73266.1|CDS|clcA	1422	1243	124	1.75185
U00096.3|b0156|AAC73267.1|CDS|erpA	345	166	1404	148.527
U00096.3|b0157|AAC73268.1|CDS|yadS	624	445	161	6.35349
U00096.3|b0158|AAC73269.1|CDS|btuF	801	622	76	2.1457
U00096.3|b0159|AAC73270.1|CDS|mtn	699	520	2036	68.7577
U00096.3|b0160|AAC73271.1|CDS|dgt	1518	1339	298	3.90825
U00096.3|b0161|AAC73272.1|CDS|degP	1425	1246	1044	14.7139
U00096.3|b0162|AAC73273.2|CDS|cdaR	1158	979	192	3.44402
U00096.3|b0163|AAC73274.1|CDS|yaeH	387	208	268	22.6265
U00096.3|b0164|AAC73275.2|CDS|yaeI	813	634	22	0.609369
U00096.3|b0166|AAC73277.1|CDS|dapD	825	646	2586	70.298
U00096.3|b0167|AAC73278.1|CDS|glnD	2673	2494	199	1.40121
U00096.3|b0168|AAC73279.1|CDS|map	795	616	3586	102.229
U00096.3|b0169|AAC73280.1|CDS|rpsB	726	547	36611	1175.36
U00096.3|b0170|AAC73281.1|CDS|tsf	852	673	23844	622.172
U00096.3|b0171|AAC73282.1|CDS|pyrH	726	547	818	26.2611
U00096.3|b0172|AAC73283.1|CDS|frr	558	379	2940	136.224
U00096.3|b0173|AAC73284.1|CDS|dxr	1197	1018	303	5.22687
U00096.3|b0174|AAC73285.1|CDS|ispU	762	583	510	15.362
U00096.3|b0175|AAC73286.2|CDS|cdsA	858	679	390	10.0865
U00096.3|b0176|AAC73287.1|CDS|rseP	1353	1174	1088	16.2745
U00096.3|b0177|AAC73288.1|CDS|bamA	2433	2254	2419	18.8464
U00096.3|b0178|AAC73289.1|CDS|skp	486	307	3733	213.534
U00096.3|b0179|AAC73290.1|CDS|lpxD	1026	847	4774	98.9796
U00096.3|b0180|AAC73291.1|CDS|fabZ	456	277	761	48.2449
U00096.3|b0181|AAC73292.1|CDS|lpxA	789	610	1118	32.1854
U00096.3|b0182|AAC73293.1|CDS|lpxB	1149	970	225	4.0734
U00096.3|b0183|AAC73294.1|CDS|rnhB	597	418	97	4.07514
U00096.3|b0184|AAC73295.1|CDS|dnaE	3483	3304	816	4.33707
U00096.3|b0185|AAC73296.1|CDS|accA	960	781	599	13.4686
U00096.3|b0186|AAC73297.1|CDS|ldcC	2142	1963	111	0.993
U00096.3|b0187|AAC73298.2|CDS|yaeR	390	211	89	7.4072
U00096.3|b0188|AAC73299.1|CDS|tilS	1299	1120	177	2.77525
U00096.3|b0189|AAC73300.2|CDS|rof	255	76.0064	133	30.729
U00096.3|b4406|AAT48124.1|CDS|yaeP	201	27.2129	221	142.615
U00096.3|b0190|AAC73301.1|CDS|yaeQ	546	367	154	7.36888
U00096.3|b0191|AAC73302.1|CDS|arfB	423	244	37	2.66292
U00096.3|b0192|AAC73303.1|CDS|nlpE	711	532	156	5.14944
U00096.3|b0193|AAC73304.2|CDS|yaeF	825	646	53	1.44075
U00096.3|b0194|AAC73305.1|CDS|proS	1719	1540	1382	15.7592
U00096.3|b0195|AAC73306.1|CDS|tsaA	708	529	70	2.32375
U00096.3|b0196|AAC73307.1|CDS|rcsF	405	226	243	18.8818
U00096.3|b0197|AAC73308.1|CDS|metQ	816	637	1023	28.2022
U00096.3|b0198|AAC73309.1|CDS|metI	654	475	196	7.24618
U00096.3|b0199|AAC73310.1|CDS|metN	1032	853	157	3.23219
U00096.3|b0200|AAC73311.1|CDS|gmhB	576	397	428	18.9321
U00096.3|b0201|NA|rRNA|rrsH	1542	1363	1.60438e+06	20670.9
U00096.3|b0202|NA|tRNA|ileV	77	4.17138	0	0
U00096.3|b0203|NA|tRNA|alaV	76	4.14046	0	0
U00096.3|b0204|NA|rRNA|rrlH	2904	2725	2.45324e+06	15809.5
U00096.3|b0205|NA|rRNA|rrfH	120	6.21	0	0
U00096.3|b0206|NA|tRNA|aspU	77	4.17138	0	0
U00096.3|b0207|AAC73312.1|CDS|dkgB	804	625	202	5.67568
U00096.3|b0208|AAC73313.1|CDS|yafC	915	736	159	3.79373
U00096.3|b0209|AAC73314.1|CDS|yafD	801	622	372	10.5027
U00096.3|b0210|AAC73315.1|CDS|yafE	624	445	82	3.23594
U00096.3|b0211|AAC73316.1|CDS|mltD	1359	1180	3871	57.6087
U00096.3|b0212|AAC73317.1|CDS|gloB	756	577	352	10.7131
U00096.3|b0213|AAC73318.2|CDS|yafS	723	544	231	7.45692
U00096.3|b0214|AAC73319.1|CDS|rnhA	468	289	216	13.1251
U00096.3|b0215|AAC73320.1|CDS|dnaQ	732	553	566	17.9737
U00096.3|b0216|NA|tRNA|aspV	77	4.17138	0	0
U00096.3|b0217|AAC73321.1|CDS|yafT	786	607	163	4.71569
U00096.3|b4586|ABP93434.1|CDS|ykfM	480	301	23	1.34186
U00096.3|b0218|NA|CDS|yafU	357	178	14	1.38119
U00096.3|b4503|NA|CDS|yafF	273	94.0001	17.7733	3.32037
U00096.3|b0219|AAC73323.1|CDS|yafV	771	592	173	5.13182
U00096.3|b0220|AAC73324.1|CDS|ivy	474	295	771	45.8964
U00096.3|b0221|AAC73325.2|CDS|fadE	2445	2266	88	0.681977
U00096.3|b0222|AAC73326.1|CDS|gmhA	579	400	556	24.4096
U00096.3|b0223|AAC73327.1|CDS|yafJ	768	589	68	2.0274
U00096.3|b0224|AAC73328.1|CDS|yafK	741	562	381	11.9052
U00096.3|b0225|AAC73329.1|CDS|yafQ	279	100	56	9.8341
U00096.3|b0226|AAC73330.1|CDS|dinJ	261	82.002	204	43.687
U00096.3|b0227|AAC73331.1|CDS|yafL	750	571	27	0.830375
U00096.3|b0228|AAC73332.1|CDS|rayT	498	319	51	2.80754
U00096.3|b0229|NA|CDS|lfhA	1713	1534	62	0.709762
U00096.3|b0230|NA|CDS|lafU	756	577	25	0.760871
U00096.3|b0231|AAC73335.1|CDS|dinB	1056	877	108	2.16257
U00096.3|b0232|AAC73336.1|CDS|yafN	294	115	41	6.26084
U00096.3|b0233|AAC73337.1|CDS|yafO	399	220	27	2.1552
U00096.3|b0234|AAC73338.1|CDS|yafP	453	274	39	2.49954
U00096.3|b0235|NA|CDS|ykfJ	207	31.3862	3	1.67853
U00096.3|b0236|NA|CDS|prfH	501	322	17	0.927128
U00096.3|b0237|AAC73341.1|CDS|pepD	1458	1279	1514	20.7875
U00096.3|b0238|AAC73342.1|CDS|gpt	459	280	700	43.9022
U00096.3|b0239|AAC73343.1|CDS|frsA	1245	1066	170	2.80052
U00096.3|b0240|NA|CDS|crl	1178	999	2467.36	43.3724
U00096.3|b0241|AAC73345.1|CDS|phoE	1056	877	105	2.1025
U00096.3|b0242|AAC73346.1|CDS|proB	1104	925	263	4.99299
U00096.3|b0243|AAC73347.1|CDS|proA	1254	1075	407	6.64864
U00096.3|b0244|NA|tRNA|thrW	76	4.14046	0	0
U00096.3|b4626|NA|CDS|ykfN	63	3.78007	0	0
U00096.3|b0245|AAC73348.1|CDS|ykfI	342	163	52	5.60225
U00096.3|b0246|AAC73349.1|CDS|yafW	318	139	18	2.27407
U00096.3|b4504|ABD18634.1|CDS|ykfH	222	43.8484	2	0.800983
U00096.3|b0247|AAC73350.1|CDS|ykfG	477	298	22	1.29644
U00096.3|b0248|AAC73351.1|CDS|yafX	459	280	96	6.02088
U00096.3|b0249|AAC73352.1|CDS|ykfF	240	61.0822	6	1.72498
U00096.3|b0250|AAC73353.1|CDS|ykfB	468	289	245	14.8873
U00096.3|b0251|AAC73354.2|CDS|yafY	444	265	16	1.06028
U00096.3|b4627|NA|CDS|ykfL	222	43.8484	3	1.20147
U00096.3|b4628|NA|CDS|ykfK	192	21.9418	0	0
U00096.3|b0252|AAC73355.2|CDS|yafZ	822	643	51	1.39285
U00096.3|b0253|AAC73356.2|CDS|ykfA	864	685	65	1.66636
U00096.3|b0254|AAC73357.1|CDS|perR	894	715	72	1.76837
U00096.3|b4587|NA|CDS|insN	1912	1733	360.971	3.6578
U00096.3|b0256|AAC73359.1|CDS|insI1	1152	973	0.00876933	0.000158271
U00096.3|b0258|NA|CDS|ykfC	1108	929	36	0.680508
U00096.3|b0259|AAC73362.1|CDS|insH1	1017	838	209.292	4.38586
U00096.3|b0260|AAC73363.2|CDS|mmuP	1404	1225	42	0.602088
U00096.3|b0261|AAC73364.1|CDS|mmuM	933	754	62	1.444
U00096.3|b0262|AAC73365.2|CDS|afuC	1047	868	19	0.384397
U00096.3|b0263|NA|CDS|afuB	348	169	13	1.35084
U00096.3|b0264|AAC73367.1|CDS|insB1	504	325	23.0326	1.24453
U00096.3|b0265|AAC73368.1|CDS|insA	276	97.0001	16.891	3.05795
U00096.3|b4708|NA|CDS|insI1	174	14.6185	0	0
U00096.3|b4505|NA|CDS|insX	249	70.019	100	25.0802
U00096.3|b0266|NA|CDS|yagB	309	130	74	9.9962
U00096.3|b0267|AAC73370.1|CDS|yagA	1155	976	11	0.19792
U00096.3|b0268|AAC73371.2|CDS|yagE	909	730	58	1.39525
U00096.3|b0269|AAC73372.1|CDS|yagF	1968	1789	140	1.37425
U00096.3|b0270|AAC73373.1|CDS|yagG	1383	1204	37	0.539662
U00096.3|b0271|AAC73374.1|CDS|yagH	1611	1432	33	0.404685
U00096.3|b0272|AAC73375.1|CDS|yagI	759	580	206	6.23715
U00096.3|b0273|AAC73376.1|CDS|argF	1005	826	22	0.467724
U00096.3|b4688|NA|CDS|ykgS	205	29.9375	5.52708	3.24211
U00096.3|b0274|AAC73377.1|CDS|insB1	504	325	23.0326	1.24453
U00096.3|b0275|AAC73378.1|CDS|insA	276	97.0001	16.891	3.05795
U00096.3|b0276|NA|CDS|yagJ	828	649	186	5.03286
U00096.3|b0277|AAC73380.1|CDS|yagK	627	448	121	4.74301
U00096.3|b0278|AAC73381.1|CDS|yagL	699	520	58	1.95872
U00096.3|b0279|AAC73382.1|CDS|yagM	855	676	40	1.03911
U00096.3|b0280|AAC73383.1|CDS|yagN	441	262	375	25.1349
U00096.3|b0281|AAC73384.1|CDS|intF	1401	1222	1514	21.7571
U00096.3|b4629|NA|tRNA|ptwF	49	3.46281	0	0
U00096.3|b4694|NA|CDS|yagP	339	160	47	5.15851
U00096.3|b4695|NA|CDS|ykgT	78	4.20281	0	0
U00096.3|b0283|AAC73386.1|CDS|paoD	957	778	39	0.880302
U00096.3|b0284|AAC73387.1|CDS|paoC	2199	2020	45	0.391208
U00096.3|b0285|AAC73388.1|CDS|paoB	957	778	14	0.316006
U00096.3|b0286|AAC73389.1|CDS|paoA	690	511	19	0.652949
U00096.3|b0287|AAC73390.1|CDS|yagU	615	436	927	37.337
U00096.3|b0288|AAC73391.1|CDS|ykgJ	330	151	40	4.65189
U00096.3|b0289|AAC73392.2|CDS|ecpE	711	532	38	1.25435
U00096.3|b0290|AAC73393.1|CDS|ecpD	1644	1465	94	1.12677
U00096.3|b0291|AAC73394.1|CDS|ecpC	2526	2347	84	0.628511
U00096.3|b0292|AAC73395.1|CDS|ecpB	669	490	9	0.322547
U00096.3|b0293|AAC73396.1|CDS|ecpA	588	409	86	3.69251
U00096.3|b0294|AAC73397.1|CDS|ecpR	591	412	32	1.36395
U00096.3|b0295|AAC73398.1|CDS|ykgL	228	49.4247	1	0.355306
U00096.3|b4506|ABD18636.1|CDS|ykgO	141	8.14747	0	0
U00096.3|b0296|AAC73399.1|CDS|ykgM	264	85.0011	45	9.29683
