"time","Ribosome","coli Pol","coli Pol-P","coli Pol-2.0","coli Pol-P-2.0","tabasco_id","sim_count"
280,3.77,0,536.82,0,1062.93,"gp1",2921.33
285,2.98,0,489.9,0,1111.69,"gp1",3036.88
290,3.12,0.01,441.01,0,1161.08,"gp1",3136.46
295,2.94,0,397.09,0,1205.86,"gp1",3225.11
300,2.53,0,354.86,0,1249.44,"gp1",3301.92
305,2.51,0,316.82,0,1288.96,"gp1",3371.37
310,2.1,0,279.48,0,1326.83,"gp1",3435.69
315,2.11,0,246.36,0,1360.41,"gp1",3496.83
320,2.05,0,215.61,0,1391.69,"gp1",3551.04
325,1.75,0,188.4,0,1419.65,"gp1",3606.6
330,1.87,0,164,0,1444.39,"gp1",3663.95
335,1.75,0,144.85,0,1464.7,"gp1",3718.83
340,1.76,0,126.55,0,1483.68,"gp1",3765.83
345,1.47,0,111.91,0,1499.63,"gp1",3815.27
350,1.26,0,98.62,0,1513.89,"gp1",3862.69
355,1.36,0,86.8,0,1526.82,"gp1",3905.31
360,1.16,0,77.71,0,1536.05,"gp1",3949.61
365,1.44,0,69.42,0,1544.81,"gp1",3987.58
370,1.31,0,62.69,0,1552.33,"gp1",4020.98
375,1.21,0,56.33,0,1559.32,"gp1",4060.57
380,1.23,0,52.57,0,1563.48,"gp1",4096.28
385,1.4,0,48.75,0,1568.94,"gp1",4127.29
390,1.2,0,45.01,0,1574.04,"gp1",4158.33
395,1.03,0,42.16,0,1578.36,"gp1",4186.41
400,1.02,0,39.22,0,1583.15,"gp1",4208.74
405,1.03,0,37.05,0,1588,"gp1",4233.25
410,1.04,0,35.66,0,1591.02,"gp1",4254.22
415,0.9,0,32.51,0,1596.04,"gp1",4276.53
420,0.85,0,30.96,0,1599.54,"gp1",4297.46
425,0.92,0,29.91,0,1602.01,"gp1",4319.48
430,0.9,0,28.84,0,1604.56,"gp1",4341.97
435,0.85,0,26.77,0,1607.87,"gp1",4358.61
440,0.78,0,25.03,0,1611.86,"gp1",4373.34
445,0.75,0,23.82,0,1614.38,"gp1",4388.2
450,0.82,0,24.34,0,1615.5,"gp1",4402.85
455,0.92,0,23.05,0,1619.11,"gp1",4413.71
460,0.69,0,22.33,0,1622.23,"gp1",4425.67
465,0.69,0,22.06,0,1624.2,"gp1",4436.62
470,0.83,0,20.41,0,1627.6,"gp1",4445.15
475,0.68,0,19.93,0,1629.6,"gp1",4455.3
480,0.68,0,18.79,0,1633.71,"gp1",4462.83
485,0.68,0,19.27,0,1635.26,"gp1",4474.62
490,0.84,0,18.19,0,1638.44,"gp1",4484.85
495,0.44,0,18.01,0,1640.07,"gp1",4493.4
500,0.57,0,17.94,0,1642.14,"gp1",4499.52
505,0.75,0,16.84,0,1645.44,"gp1",4507.98
510,0.61,0,16.36,0,1647.84,"gp1",4516.47
515,0.71,0,16.36,0,1650.09,"gp1",4525.58
520,0.58,0,15.93,0,1652.71,"gp1",4531.35
525,0.55,0,15.17,0,1655.34,"gp1",4537.44
530,0.67,0,15.07,0,1657.99,"gp1",4543.17
535,0.61,0,14.87,0,1659.83,"gp1",4552.09
540,0.56,0,14.75,0,1661.86,"gp1",4560.86
545,0.64,0,13.7,0,1664.34,"gp1",4565.45
550,0.58,0,13.61,0,1665.12,"gp1",4568.07
555,0.48,0,13.58,0,1666.71,"gp1",4573.8
560,0.58,0,13.29,0,1667.93,"gp1",4578.77
565,0.56,0,12.42,0,1669.59,"gp1",4583.55
570,0.48,0,12.49,0,1670.31,"gp1",4586.95
575,0.58,0,12.89,0,1670.98,"gp1",4587.77
580,0.46,0,12.31,0,1673.19,"gp1",4587.05
585,0.5,0,11.67,0,1674.66,"gp1",4589.37
590,0.64,0,12.54,0,1675.71,"gp1",4588.86
595,0.63,0,11.58,0,1677.73,"gp1",4591.08
600,0.5,0,11.49,0,1678.99,"gp1",4593.35
0,10000,1800,0,0,0,"gp1-3.5",0
5,10000,1800,0,0,0,"gp1-3.5",0
10,10000,1794.32,0,0,0,"gp1-3.5",0
15,9999.88,1787.69,0,0,0,"gp1-3.5",0
16,10000,1792,0,0,0,"gp1-3.5",0
20,9996.4,1781.81,0,0,0,"gp1-3.5",0
25,9985.92,1775.14,0,0,0,"gp1-3.5",0
30,9965.22,1768.19,0,0,0,"gp1-3.5",0
35,9931.95,1759.87,0,0,0,"gp1-3.5",0
40,9888.37,1751.59,0,0,0,"gp1-3.5",0
45,9834.83,1743.19,0,0,0,"gp1-3.5",0
50,9772.85,1734.89,0,0,0,"gp1-3.5",0
55,9700.29,1726.26,0,0,0,"gp1-3.5",0
60,9618.48,1717.81,0,0,0,"gp1-3.5",0
65,9528.51,1709.23,0.2,0,0,"gp1-3.5",0
70,9425.58,1696.65,2.88,0,0,"gp1-3.5",0
75,9310.64,1678.99,11.38,0,0,"gp1-3.5",0
80,9184.05,1651.99,28.58,0,0,"gp1-3.5",0
85,9047.87,1616.93,54.2,0,0,"gp1-3.5",0
90,8901.43,1573.93,87.49,0,0,"gp1-3.5",0
95,8747.36,1520.43,131.15,0,0,"gp1-3.5",0
100,8580.24,1458.42,183.91,0,0,"gp1-3.5",0
105,8399.2,1387.18,245.53,0,0,"gp1-3.5",0
110,8210.11,1306.9,317.25,0,0,"gp1-3.5",0
115,8013.95,1218.01,397.05,0,0,"gp1-3.5",0
120,7808.99,1119.02,486.94,0,0,"gp1-3.5",0
125,7589.09,1012.07,586.05,0,0,"gp1-3.5",0
130,7366.61,896.2,694.11,0,0,"gp1-3.5",0
135,7133.24,771.67,810.74,0,0,"gp1-3.5",0
140,6890.5,638.94,936.37,0,0,"gp1-3.5",0
145,6631.43,496.41,1071.94,0,0,"gp1-3.5",0
150,6355.45,348.52,1213.52,0,0,"gp1-3.5",0
155,6066.29,197.79,1358.17,0,0,"gp1-3.5",0
160,5765.1,69.69,1480.47,0,0,"gp1-3.5",0
165,5442.02,15.67,1529.8,0,0,"gp1-3.5",0
170,5104.03,1.24,1540.83,0,0,"gp1-3.5",0
175,4727.34,0.01,1540.39,0,0.21,"gp1-3.5",0
180,4310.47,0.01,1538.2,0,2.31,"gp1-3.5",0
185,3825.17,0.03,1532.54,0,9.72,"gp1-3.5",0
190,3268.89,0.01,1519.7,0,25.3,"gp1-3.5",0.35
195,2630.58,0,1497.26,0,50.28,"gp1-3.5",3.32
200,1884.23,0.03,1462.4,0,87.23,"gp1-3.5",12.01
205,1072.83,0.01,1417.81,0,134.91,"gp1-3.5",30.35
210,387.09,0.01,1360.34,0,196.44,"gp1-3.5",61.29
215,85.04,0,1292.96,0,267.66,"gp1-3.5",104.52
220,24.61,0.01,1224.17,0,340.55,"gp1-3.5",160.35
225,15.18,0.01,1158.86,0,410.1,"gp1-3.5",223.4
230,11.73,0.01,1095.06,0,477.91,"gp1-3.5",288.93
235,9.48,0.02,1031.89,0,545.22,"gp1-3.5",352.02
240,7.85,0,970.91,0,609.96,"gp1-3.5",415.03
245,6.79,0,910.53,0,673.15,"gp1-3.5",480.16
250,6.18,0.01,853.83,0,732.46,"gp1-3.5",546.99
255,5.18,0,798.73,0,791.12,"gp1-3.5",612.18
260,4.75,0,744.84,0,847.76,"gp1-3.5",676.59
265,4.38,0,690.19,0,904.29,"gp1-3.5",739.34
270,4.18,0.01,638.96,0,957.58,"gp1-3.5",799.39
275,3.61,0.01,587.59,0,1010.9,"gp1-3.5",862.76
280,3.77,0,536.82,0,1062.93,"gp1-3.5",924.12
285,2.98,0,489.9,0,1111.69,"gp1-3.5",984.59
290,3.12,0.01,441.01,0,1161.08,"gp1-3.5",1042.14
295,2.94,0,397.09,0,1205.86,"gp1-3.5",1100.7
300,2.53,0,354.86,0,1249.44,"gp1-3.5",1156.57
305,2.51,0,316.82,0,1288.96,"gp1-3.5",1211.51
310,2.1,0,279.48,0,1326.83,"gp1-3.5",1264.15
315,2.11,0,246.36,0,1360.41,"gp1-3.5",1317.59
320,2.05,0,215.61,0,1391.69,"gp1-3.5",1370.65
325,1.75,0,188.4,0,1419.65,"gp1-3.5",1422.32
330,1.87,0,164,0,1444.39,"gp1-3.5",1473.63
335,1.75,0,144.85,0,1464.7,"gp1-3.5",1524.67
340,1.76,0,126.55,0,1483.68,"gp1-3.5",1574.07
345,1.47,0,111.91,0,1499.63,"gp1-3.5",1625.34
350,1.26,0,98.62,0,1513.89,"gp1-3.5",1673.01
355,1.36,0,86.8,0,1526.82,"gp1-3.5",1722.74
360,1.16,0,77.71,0,1536.05,"gp1-3.5",1772.7
365,1.44,0,69.42,0,1544.81,"gp1-3.5",1820.01
370,1.31,0,62.69,0,1552.33,"gp1-3.5",1867.74
375,1.21,0,56.33,0,1559.32,"gp1-3.5",1914.22
380,1.23,0,52.57,0,1563.48,"gp1-3.5",1961.43
385,1.4,0,48.75,0,1568.94,"gp1-3.5",2008.68
390,1.2,0,45.01,0,1574.04,"gp1-3.5",2055.13
395,1.03,0,42.16,0,1578.36,"gp1-3.5",2101.37
400,1.02,0,39.22,0,1583.15,"gp1-3.5",2147.01
405,1.03,0,37.05,0,1588,"gp1-3.5",2191.5
410,1.04,0,35.66,0,1591.02,"gp1-3.5",2238.61
415,0.9,0,32.51,0,1596.04,"gp1-3.5",2284.26
420,0.85,0,30.96,0,1599.54,"gp1-3.5",2330.17
425,0.92,0,29.91,0,1602.01,"gp1-3.5",2375.26
430,0.9,0,28.84,0,1604.56,"gp1-3.5",2421.37
435,0.85,0,26.77,0,1607.87,"gp1-3.5",2466.06
440,0.78,0,25.03,0,1611.86,"gp1-3.5",2510.82
445,0.75,0,23.82,0,1614.38,"gp1-3.5",2557.47
450,0.82,0,24.34,0,1615.5,"gp1-3.5",2602.29
455,0.92,0,23.05,0,1619.11,"gp1-3.5",2648.52
460,0.69,0,22.33,0,1622.23,"gp1-3.5",2694.16
465,0.69,0,22.06,0,1624.2,"gp1-3.5",2739.08
470,0.83,0,20.41,0,1627.6,"gp1-3.5",2784.16
475,0.68,0,19.93,0,1629.6,"gp1-3.5",2828.28
480,0.68,0,18.79,0,1633.71,"gp1-3.5",2873.17
485,0.68,0,19.27,0,1635.26,"gp1-3.5",2917.3
490,0.84,0,18.19,0,1638.44,"gp1-3.5",2962.41
495,0.44,0,18.01,0,1640.07,"gp1-3.5",3006.57
500,0.57,0,17.94,0,1642.14,"gp1-3.5",3050.91
505,0.75,0,16.84,0,1645.44,"gp1-3.5",3097.08
510,0.61,0,16.36,0,1647.84,"gp1-3.5",3143.43
515,0.71,0,16.36,0,1650.09,"gp1-3.5",3186.61
520,0.58,0,15.93,0,1652.71,"gp1-3.5",3230.76
525,0.55,0,15.17,0,1655.34,"gp1-3.5",3275.96
530,0.67,0,15.07,0,1657.99,"gp1-3.5",3320.35
535,0.61,0,14.87,0,1659.83,"gp1-3.5",3364.08
540,0.56,0,14.75,0,1661.86,"gp1-3.5",3406.32
545,0.64,0,13.7,0,1664.34,"gp1-3.5",3450.35
550,0.58,0,13.61,0,1665.12,"gp1-3.5",3495.53
555,0.48,0,13.58,0,1666.71,"gp1-3.5",3539.2
560,0.58,0,13.29,0,1667.93,"gp1-3.5",3586
565,0.56,0,12.42,0,1669.59,"gp1-3.5",3630.37
570,0.48,0,12.49,0,1670.31,"gp1-3.5",3674.32
575,0.58,0,12.89,0,1670.98,"gp1-3.5",3718.53
580,0.46,0,12.31,0,1673.19,"gp1-3.5",3761.81
585,0.5,0,11.67,0,1674.66,"gp1-3.5",3805.57
590,0.64,0,12.54,0,1675.71,"gp1-3.5",3849.51
595,0.63,0,11.58,0,1677.73,"gp1-3.5",3891.65
600,0.5,0,11.49,0,1678.99,"gp1-3.5",3934.94
0,10000,1800,0,0,0,"gp0.3",0
5,10000,1800,0,0,0,"gp0.3",0
10,10000,1794.32,0,0,0,"gp0.3",0
15,9999.88,1787.69,0,0,0,"gp0.3",0
16,10000,1792,0,0,0,"gp0.3",0
20,9996.4,1781.81,0,0,0,"gp0.3",0
25,9985.92,1775.14,0,0,0,"gp0.3",0.19
30,9965.22,1768.19,0,0,0,"gp0.3",3.48
35,9931.95,1759.87,0,0,0,"gp0.3",11.97
40,9888.37,1751.59,0,0,0,"gp0.3",28.15
45,9834.83,1743.19,0,0,0,"gp0.3",51.56
50,9772.85,1734.89,0,0,0,"gp0.3",82.29
55,9700.29,1726.26,0,0,0,"gp0.3",120.48
60,9618.48,1717.81,0,0,0,"gp0.3",166.92
65,9528.51,1709.23,0.2,0,0,"gp0.3",220.95
70,9425.58,1696.65,2.88,0,0,"gp0.3",283.64
75,9310.64,1678.99,11.38,0,0,"gp0.3",353.79
80,9184.05,1651.99,28.58,0,0,"gp0.3",431.28
85,9047.87,1616.93,54.2,0,0,"gp0.3",517.9
90,8901.43,1573.93,87.49,0,0,"gp0.3",612.75
95,8747.36,1520.43,131.15,0,0,"gp0.3",712.89
100,8580.24,1458.42,183.91,0,0,"gp0.3",821.4
105,8399.2,1387.18,245.53,0,0,"gp0.3",938.31
110,8210.11,1306.9,317.25,0,0,"gp0.3",1063.12
115,8013.95,1218.01,397.05,0,0,"gp0.3",1195.88
120,7808.99,1119.02,486.94,0,0,"gp0.3",1336.9
125,7589.09,1012.07,586.05,0,0,"gp0.3",1482.48
130,7366.61,896.2,694.11,0,0,"gp0.3",1635.76
135,7133.24,771.67,810.74,0,0,"gp0.3",1798.69
140,6890.5,638.94,936.37,0,0,"gp0.3",1966.02
145,6631.43,496.41,1071.94,0,0,"gp0.3",2141.31
150,6355.45,348.52,1213.52,0,0,"gp0.3",2324.17
155,6066.29,197.79,1358.17,0,0,"gp0.3",2511.92
160,5765.1,69.69,1480.47,0,0,"gp0.3",2708.06
165,5442.02,15.67,1529.8,0,0,"gp0.3",2910.61
170,5104.03,1.24,1540.83,0,0,"gp0.3",3120.24
175,4727.34,0.01,1540.39,0,0.21,"gp0.3",3337.75
180,4310.47,0.01,1538.2,0,2.31,"gp0.3",3564.47
185,3825.17,0.03,1532.54,0,9.72,"gp0.3",3800.38
190,3268.89,0.01,1519.7,0,25.3,"gp0.3",4046.02
195,2630.58,0,1497.26,0,50.28,"gp0.3",4298.92
200,1884.23,0.03,1462.4,0,87.23,"gp0.3",4559.1
205,1072.83,0.01,1417.81,0,134.91,"gp0.3",4830.74
210,387.09,0.01,1360.34,0,196.44,"gp0.3",5107.37
215,85.04,0,1292.96,0,267.66,"gp0.3",5390.81
220,24.61,0.01,1224.17,0,340.55,"gp0.3",5663.92
225,15.18,0.01,1158.86,0,410.1,"gp0.3",5912.88
230,11.73,0.01,1095.06,0,477.91,"gp0.3",6127.32
235,9.48,0.02,1031.89,0,545.22,"gp0.3",6322.3
240,7.85,0,970.91,0,609.96,"gp0.3",6498.55
245,6.79,0,910.53,0,673.15,"gp0.3",6661.45
250,6.18,0.01,853.83,0,732.46,"gp0.3",6813.02
255,5.18,0,798.73,0,791.12,"gp0.3",6955.11
260,4.75,0,744.84,0,847.76,"gp0.3",7085.38
265,4.38,0,690.19,0,904.29,"gp0.3",7209.07
270,4.18,0.01,638.96,0,957.58,"gp0.3",7327.38
275,3.61,0.01,587.59,0,1010.9,"gp0.3",7437.37
280,3.77,0,536.82,0,1062.93,"gp0.3",7543.59
285,2.98,0,489.9,0,1111.69,"gp0.3",7645.64
290,3.12,0.01,441.01,0,1161.08,"gp0.3",7743.38
295,2.94,0,397.09,0,1205.86,"gp0.3",7836.52
300,2.53,0,354.86,0,1249.44,"gp0.3",7927.27
305,2.51,0,316.82,0,1288.96,"gp0.3",8014.01
310,2.1,0,279.48,0,1326.83,"gp0.3",8098.05
315,2.11,0,246.36,0,1360.41,"gp0.3",8178.15
320,2.05,0,215.61,0,1391.69,"gp0.3",8255.04
325,1.75,0,188.4,0,1419.65,"gp0.3",8329.78
330,1.87,0,164,0,1444.39,"gp0.3",8401.18
335,1.75,0,144.85,0,1464.7,"gp0.3",8470.16
340,1.76,0,126.55,0,1483.68,"gp0.3",8537.26
345,1.47,0,111.91,0,1499.63,"gp0.3",8603.5
350,1.26,0,98.62,0,1513.89,"gp0.3",8667.09
355,1.36,0,86.8,0,1526.82,"gp0.3",8729.18
360,1.16,0,77.71,0,1536.05,"gp0.3",8790.38
365,1.44,0,69.42,0,1544.81,"gp0.3",8849.95
370,1.31,0,62.69,0,1552.33,"gp0.3",8906.15
375,1.21,0,56.33,0,1559.32,"gp0.3",8962.17
380,1.23,0,52.57,0,1563.48,"gp0.3",9017.44
385,1.4,0,48.75,0,1568.94,"gp0.3",9071.3
390,1.2,0,45.01,0,1574.04,"gp0.3",9124.23
395,1.03,0,42.16,0,1578.36,"gp0.3",9176.66
400,1.02,0,39.22,0,1583.15,"gp0.3",9227.12
405,1.03,0,37.05,0,1588,"gp0.3",9276.98
410,1.04,0,35.66,0,1591.02,"gp0.3",9326.48
415,0.9,0,32.51,0,1596.04,"gp0.3",9375.93
420,0.85,0,30.96,0,1599.54,"gp0.3",9422.85
425,0.92,0,29.91,0,1602.01,"gp0.3",9470.72
430,0.9,0,28.84,0,1604.56,"gp0.3",9516.83
435,0.85,0,26.77,0,1607.87,"gp0.3",9562.49
440,0.78,0,25.03,0,1611.86,"gp0.3",9607.51
445,0.75,0,23.82,0,1614.38,"gp0.3",9651.93
450,0.82,0,24.34,0,1615.5,"gp0.3",9696.79
455,0.92,0,23.05,0,1619.11,"gp0.3",9739.33
460,0.69,0,22.33,0,1622.23,"gp0.3",9781.39
465,0.69,0,22.06,0,1624.2,"gp0.3",9823.92
470,0.83,0,20.41,0,1627.6,"gp0.3",9864.94
475,0.68,0,19.93,0,1629.6,"gp0.3",9905.36
480,0.68,0,18.79,0,1633.71,"gp0.3",9947.55
485,0.68,0,19.27,0,1635.26,"gp0.3",9989.02
490,0.84,0,18.19,0,1638.44,"gp0.3",10029.6
495,0.44,0,18.01,0,1640.07,"gp0.3",10069.7
500,0.57,0,17.94,0,1642.14,"gp0.3",10108.2
505,0.75,0,16.84,0,1645.44,"gp0.3",10146.2
510,0.61,0,16.36,0,1647.84,"gp0.3",10184.6
515,0.71,0,16.36,0,1650.09,"gp0.3",10222.6
520,0.58,0,15.93,0,1652.71,"gp0.3",10260.3
525,0.55,0,15.17,0,1655.34,"gp0.3",10298.2
530,0.67,0,15.07,0,1657.99,"gp0.3",10334.7
535,0.61,0,14.87,0,1659.83,"gp0.3",10372
540,0.56,0,14.75,0,1661.86,"gp0.3",10410.2
545,0.64,0,13.7,0,1664.34,"gp0.3",10446.8
550,0.58,0,13.61,0,1665.12,"gp0.3",10483.3
555,0.48,0,13.58,0,1666.71,"gp0.3",10518.5
560,0.58,0,13.29,0,1667.93,"gp0.3",10554
565,0.56,0,12.42,0,1669.59,"gp0.3",10589.5
570,0.48,0,12.49,0,1670.31,"gp0.3",10625.2
575,0.58,0,12.89,0,1670.98,"gp0.3",10659.1
580,0.46,0,12.31,0,1673.19,"gp0.3",10695
585,0.5,0,11.67,0,1674.66,"gp0.3",10729.5
590,0.64,0,12.54,0,1675.71,"gp0.3",10762.8
595,0.63,0,11.58,0,1677.73,"gp0.3",10796.1
600,0.5,0,11.49,0,1678.99,"gp0.3",10830.2
0,10000,1800,0,0,0,"gp0.4",0
5,10000,1800,0,0,0,"gp0.4",0
10,10000,1794.32,0,0,0,"gp0.4",0
15,9999.88,1787.69,0,0,0,"gp0.4",0
16,10000,1792,0,0,0,"gp0.4",0
20,9996.4,1781.81,0,0,0,"gp0.4",0
25,9985.92,1775.14,0,0,0,"gp0.4",0
30,9965.22,1768.19,0,0,0,"gp0.4",0.78
35,9931.95,1759.87,0,0,0,"gp0.4",4.85
40,9888.37,1751.59,0,0,0,"gp0.4",14.93
45,9834.83,1743.19,0,0,0,"gp0.4",32.47
50,9772.85,1734.89,0,0,0,"gp0.4",58.8
55,9700.29,1726.26,0,0,0,"gp0.4",91.65
60,9618.48,1717.81,0,0,0,"gp0.4",131.6
65,9528.51,1709.23,0.2,0,0,"gp0.4",179.66
70,9425.58,1696.65,2.88,0,0,"gp0.4",235.26
75,9310.64,1678.99,11.38,0,0,"gp0.4",299.04
80,9184.05,1651.99,28.58,0,0,"gp0.4",371.77
85,9047.87,1616.93,54.2,0,0,"gp0.4",450.58
90,8901.43,1573.93,87.49,0,0,"gp0.4",538.91
95,8747.36,1520.43,131.15,0,0,"gp0.4",636.38
100,8580.24,1458.42,183.91,0,0,"gp0.4",738.82
105,8399.2,1387.18,245.53,0,0,"gp0.4",849.96
110,8210.11,1306.9,317.25,0,0,"gp0.4",968.98
115,8013.95,1218.01,397.05,0,0,"gp0.4",1095.13
120,7808.99,1119.02,486.94,0,0,"gp0.4",1230.17
125,7589.09,1012.07,586.05,0,0,"gp0.4",1372.06
130,7366.61,896.2,694.11,0,0,"gp0.4",1521.46
135,7133.24,771.67,810.74,0,0,"gp0.4",1675.82
140,6890.5,638.94,936.37,0,0,"gp0.4",1840.19
145,6631.43,496.41,1071.94,0,0,"gp0.4",2007.65
150,6355.45,348.52,1213.52,0,0,"gp0.4",2182.79
155,6066.29,197.79,1358.17,0,0,"gp0.4",2365.58
160,5765.1,69.69,1480.47,0,0,"gp0.4",2555.79
165,5442.02,15.67,1529.8,0,0,"gp0.4",2750.29
170,5104.03,1.24,1540.83,0,0,"gp0.4",2957.29
175,4727.34,0.01,1540.39,0,0.21,"gp0.4",3171.35
180,4310.47,0.01,1538.2,0,2.31,"gp0.4",3392.64
185,3825.17,0.03,1532.54,0,9.72,"gp0.4",3624.02
190,3268.89,0.01,1519.7,0,25.3,"gp0.4",3861.47
195,2630.58,0,1497.26,0,50.28,"gp0.4",4109.02
200,1884.23,0.03,1462.4,0,87.23,"gp0.4",4364.81
205,1072.83,0.01,1417.81,0,134.91,"gp0.4",4627.47
210,387.09,0.01,1360.34,0,196.44,"gp0.4",4898.53
215,85.04,0,1292.96,0,267.66,"gp0.4",5164.99
220,24.61,0.01,1224.17,0,340.55,"gp0.4",5402.17
225,15.18,0.01,1158.86,0,410.1,"gp0.4",5612.02
230,11.73,0.01,1095.06,0,477.91,"gp0.4",5800.83
235,9.48,0.02,1031.89,0,545.22,"gp0.4",5971.46
240,7.85,0,970.91,0,609.96,"gp0.4",6130.15
245,6.79,0,910.53,0,673.15,"gp0.4",6276.19
250,6.18,0.01,853.83,0,732.46,"gp0.4",6413.19
255,5.18,0,798.73,0,791.12,"gp0.4",6538.84
260,4.75,0,744.84,0,847.76,"gp0.4",6659.63
265,4.38,0,690.19,0,904.29,"gp0.4",6774.64
270,4.18,0.01,638.96,0,957.58,"gp0.4",6882.33
275,3.61,0.01,587.59,0,1010.9,"gp0.4",6986.85
280,3.77,0,536.82,0,1062.93,"gp0.4",7087.6
285,2.98,0,489.9,0,1111.69,"gp0.4",7182.06
290,3.12,0.01,441.01,0,1161.08,"gp0.4",7274.12
295,2.94,0,397.09,0,1205.86,"gp0.4",7362.96
300,2.53,0,354.86,0,1249.44,"gp0.4",7447.82
305,2.51,0,316.82,0,1288.96,"gp0.4",7528.46
310,2.1,0,279.48,0,1326.83,"gp0.4",7608.24
315,2.11,0,246.36,0,1360.41,"gp0.4",7684.27
320,2.05,0,215.61,0,1391.69,"gp0.4",7757.29
325,1.75,0,188.4,0,1419.65,"gp0.4",7827.87
330,1.87,0,164,0,1444.39,"gp0.4",7896.79
335,1.75,0,144.85,0,1464.7,"gp0.4",7962.9
340,1.76,0,126.55,0,1483.68,"gp0.4",8026.08
345,1.47,0,111.91,0,1499.63,"gp0.4",8087.38
350,1.26,0,98.62,0,1513.89,"gp0.4",8148.5
355,1.36,0,86.8,0,1526.82,"gp0.4",8209.08
360,1.16,0,77.71,0,1536.05,"gp0.4",8266.01
365,1.44,0,69.42,0,1544.81,"gp0.4",8323.14
370,1.31,0,62.69,0,1552.33,"gp0.4",8378.21
375,1.21,0,56.33,0,1559.32,"gp0.4",8432.71
380,1.23,0,52.57,0,1563.48,"gp0.4",8486.14
385,1.4,0,48.75,0,1568.94,"gp0.4",8538.58
390,1.2,0,45.01,0,1574.04,"gp0.4",8589.92
395,1.03,0,42.16,0,1578.36,"gp0.4",8641.14
400,1.02,0,39.22,0,1583.15,"gp0.4",8690.44
405,1.03,0,37.05,0,1588,"gp0.4",8740.19
410,1.04,0,35.66,0,1591.02,"gp0.4",8786.92
415,0.9,0,32.51,0,1596.04,"gp0.4",8834.12
420,0.85,0,30.96,0,1599.54,"gp0.4",8880.26
425,0.92,0,29.91,0,1602.01,"gp0.4",8925.59
430,0.9,0,28.84,0,1604.56,"gp0.4",8972.16
435,0.85,0,26.77,0,1607.87,"gp0.4",9016.1
