time	phi0L	A1	A2	A3	B	C	phi1.1A	phi1.1B	phi1.3	phi1.5	phi1.6	phi2.5	phi3.8	phi4c	phi4.3	phi4.7	phi6.5	phi9	phi10	phi13	phi17	phiOR	coli Pol	coli Pol-P	coli Pol-2.0	coli Pol-P-2.0	gp1	gp1-3.5
0.0054685241622710965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.010256391671696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.004154698933931	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
15.000254546694876	0	3	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1381	0	0	0	0	0
20.002399178382984	0	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4485	0	0	0	0	0
25.00029524396384	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6659	0	0	0	0	0
30.00011667644519	0	5	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9634	0	0	0	0	0
35.00013830101856	0	8	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13375	0	0	0	0	0
40.0001202023758	0	6	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16936	0	0	0	0	0
45.00152218833019	0	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18742	0	0	0	0	0
50.000026978098276	0	8	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21859	0	0	0	0	0
55.000131688068976	0	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23600	0	0	0	0	0
60.000144398929116	0	6	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26915	0	0	0	0	0
65.0003373429459	0	2	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29742	0	0	0	0	0
70.0001252542726	0	6	8	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33319	0	0	0	0	0
75.00015381738163	0	10	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37155	0	0	0	0	0
80.00007057355931	0	8	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40184	16	0	0	0	0
85.00023209612331	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42032	188	0	0	0	0
90.0001501019556	0	8	6	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45311	263	0	0	0	0
95.00005787434047	0	2	4	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47766	441	0	0	0	0
100.00006036494385	0	11	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50813	1053	0	0	0	0
105.0000070838479	0	3	1	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53223	2093	0	0	0	0
110.00006443888743	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54738	2686	0	0	0	0
115.00003701821842	0	1	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56002	3511	0	0	0	0
120.00013655243501	0	3	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57649	4681	0	0	0	0
125.00000553707893	0	3	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57907	6993	0	0	0	0
130.00007642485028	6	4	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57480	7908	0	0	1012	0
135.00001847377143	10	0	1	1	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58134	8736	0	0	3550	0
140.00000299715506	6	5	2	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57225	9702	0	0	4432	0
145.00005366288573	7	2	0	2	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	55424	11215	0	0	5982	0
150.00015390815233	7	0	0	3	1	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	54751	11347	0	0	6851	0
155.0000072645593	10	1	1	3	0	0	1	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	57835	12540	0	0	11958	0
160.00002980475247	0	5	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57772	14248	0	0	13183	0
165.0000294906942	10	0	2	1	3	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	56578	15843	0	0	19151	0
