strain,time,Proteins,area_mean,area_sd,peps_per_tech_rep,org,org_area,ecoli_area,area_norm,b_rep
11-42,1min,YP_003044464.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044465.1,21771257.0703125,16356388.337713,2,ecoli,290472027144.277,290472027144.277,7.49513035191466e-05,3
11-42,1min,YP_003044467.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044469.1,90773535.6171875,56886161.5066473,2,ecoli,290472027144.277,290472027144.277,0.000312503536087833,3
11-42,1min,YP_003044470.1,2846474.75,4025523.19640257,1,ecoli,290472027144.277,290472027144.277,9.79947975708574e-06,3
11-42,1min,YP_003044472.1,6801232.515625,1006669.2323761,1,ecoli,290472027144.277,290472027144.277,2.34144147458538e-05,3
11-42,1min,YP_003044473.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044474.1,101658711.890625,12362574.369891,2,ecoli,290472027144.277,290472027144.277,0.000349977630858517,3
11-42,1min,YP_003044476.1,717763757.900391,113035678.981687,2,ecoli,290472027144.277,290472027144.277,0.00247102540288287,3
11-42,1min,YP_003044481.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044482.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044483.1,5792932.609375,2984710.60599009,1,ecoli,290472027144.277,290472027144.277,1.99431685946739e-05,3
11-42,1min,YP_003044492.1,89662818.2916667,51863205.3714094,3,ecoli,290472027144.277,290472027144.277,0.000308679700324917,3
11-42,1min,YP_003044496.1,13511808.40625,1448330.09454596,1,ecoli,290472027144.277,290472027144.277,4.65167284405624e-05,3
11-42,1min,YP_003044497.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044498.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044500.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044512.1,440108987.44401,65687570.7709781,3,ecoli,290472027144.277,290472027144.277,0.00151515101736598,3
11-42,1min,YP_003044517.1,18422908.875,6900330.07364521,1,ecoli,290472027144.277,290472027144.277,6.34240379568439e-05,3
11-42,1min,YP_003044520.1,19649834.2246094,9601924.50927501,2,ecoli,290472027144.277,290472027144.277,6.76479398646168e-05,3
11-42,1min,YP_003044521.1,79168195.9882812,51989250.0652433,3,ecoli,290472027144.277,290472027144.277,0.0002725501548862,3
11-42,1min,YP_003044525.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044531.1,110321399.625,26819680.3770753,2,ecoli,290472027144.277,290472027144.277,0.000379800425912281,3
11-42,1min,YP_003044551.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044552.1; YP_003044711.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044557.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044558.1; YP_003044638.1,58716011.140625,15502507.5788137,1,ecoli,290472027144.277,290472027144.277,0.000202139984761634,3
11-42,1min,YP_003044558.1; YP_003045335.1,43895033.4375,8345864.22378419,1,ecoli,290472027144.277,290472027144.277,0.000151116215454707,3
11-42,1min,YP_003044559.1,18660868.484375,5349014.00857469,1,ecoli,290472027144.277,290472027144.277,6.42432549111043e-05,3
11-42,1min,YP_003044561.1,48229769.5572917,47798210.4331828,3,ecoli,290472027144.277,290472027144.277,0.000166039291395643,3
11-42,1min,YP_003044562.1,66477167.1119792,19291542.8300602,3,ecoli,290472027144.277,290472027144.277,0.000228859101392783,3
11-42,1min,YP_003044566.1,3280518.45703125,4639353.69354885,1,ecoli,290472027144.277,290472027144.277,1.129375000162e-05,3
11-42,1min,YP_003044568.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044572.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044574.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044578.1,24239887.84375,9231621.16128483,3,ecoli,290472027144.277,290472027144.277,8.3449990286707e-05,3
11-42,1min,YP_003044579.1,4745706.703125,2656114.99118053,1,ecoli,290472027144.277,290472027144.277,1.63379129817819e-05,3
11-42,1min,YP_003044580.1,27327300.46875,4048847.83297155,2,ecoli,290472027144.277,290472027144.277,9.40789401906042e-05,3
11-42,1min,YP_003044591.1,6123319.72135417,1517598.16095978,3,ecoli,290472027144.277,290472027144.277,2.10805831513433e-05,3
11-42,1min,YP_003044594.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044597.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044598.1,17202039.1269531,8062593.55275862,2,ecoli,290472027144.277,290472027144.277,5.9220983500793e-05,3
11-42,1min,YP_003044602.1,12838090.1510417,3236471.91608488,3,ecoli,290472027144.277,290472027144.277,4.4197337269468e-05,3
11-42,1min,YP_003044606.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044612.1,19532129.53125,3059423.70736404,1,ecoli,290472027144.277,290472027144.277,6.72427211779275e-05,3
11-42,1min,YP_003044617.1,6653674.1875,531978.440185204,1,ecoli,290472027144.277,290472027144.277,2.2906419777885e-05,3
11-42,1min,YP_003044618.1,188213565.34375,29661308.8505256,2,ecoli,290472027144.277,290472027144.277,0.0006479576267434,3
11-42,1min,YP_003044624.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044640.1,23889595.9921875,10419946.8240631,2,ecoli,290472027144.277,290472027144.277,8.22440502345569e-05,3
11-42,1min,YP_003044640.1; YP_003046952.1,79738214.5546875,72484864.9070835,3,ecoli,290472027144.277,290472027144.277,0.000274512542011771,3
11-42,1min,YP_003044641.1,13424802.875,1569236.20593488,1,ecoli,290472027144.277,290472027144.277,4.62171969087127e-05,3
11-42,1min,YP_003044645.1,77296986.1210938,20553043.0452598,2,ecoli,290472027144.277,290472027144.277,0.000266108192520378,3
11-42,1min,YP_003044648.1,12503013.6666667,5343620.26113241,3,ecoli,290472027144.277,290472027144.277,4.30437787403757e-05,3
11-42,1min,YP_003044656.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044664.1,11056214.5234375,2617645.81026364,2,ecoli,290472027144.277,290472027144.277,3.80629234151552e-05,3
11-42,1min,YP_003044671.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044676.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044684.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044690.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044693.1,2125924.71875,3006511.56984046,1,ecoli,290472027144.277,290472027144.277,7.31886212813896e-06,3
11-42,1min,YP_003044700.1,26958407.3515625,14751230.0559378,3,ecoli,290472027144.277,290472027144.277,9.28089620766557e-05,3
11-42,1min,YP_003044701.1,68316970.7161458,20020523.8167481,3,ecoli,290472027144.277,290472027144.277,0.000235192942287048,3
11-42,1min,YP_003044702.1,9465330.40625,1668092.6949544,1,ecoli,290472027144.277,290472027144.277,3.25860307421223e-05,3
11-42,1min,YP_003044703.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044711.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044716.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044717.1,0,0,1,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044721.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044736.1,47990035.25,9939750.17211122,1,ecoli,290472027144.277,290472027144.277,0.000165213964738035,3
11-42,1min,YP_003044752.1,14305135.21875,3709440.94094045,1,ecoli,290472027144.277,290472027144.277,4.92478926779571e-05,3
11-42,1min,YP_003044753.1,2398230.4375,3391610.01040846,1,ecoli,290472027144.277,290472027144.277,8.2563214815477e-06,3
11-42,1min,YP_003044760.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044771.1,13753637.0820312,3218231.29214457,2,ecoli,290472027144.277,290472027144.277,4.73492653225429e-05,3
11-42,1min,YP_003044772.1,36535791.7773438,11383112.1226152,2,ecoli,290472027144.277,290472027144.277,0.000125780758087237,3
11-42,1min,YP_003044773.1,95047945.53125,25682286.4901811,2,ecoli,290472027144.277,290472027144.277,0.000327218928671709,3
11-42,1min,YP_003044781.1,29223056.8046875,5788494.04936661,2,ecoli,290472027144.277,290472027144.277,0.000100605408004305,3
11-42,1min,YP_003044781.1; YP_003047164.1,43979072.9453125,17941381.0724031,2,ecoli,290472027144.277,290472027144.277,0.000151405535939845,3
11-42,1min,YP_003044782.1,61397879.6484375,16012116.6993578,3,ecoli,290472027144.277,290472027144.277,0.000211372779169339,3
11-42,1min,YP_003044783.1,87438868.7005208,17750891.2867556,3,ecoli,290472027144.277,290472027144.277,0.000301023370684469,3
11-42,1min,YP_003044787.1,3015182.0546875,4264111.35476304,1,ecoli,290472027144.277,290472027144.277,1.03802837207104e-05,3
11-42,1min,YP_003044788.1,11204271.4492188,4557181.41291108,2,ecoli,290472027144.277,290472027144.277,3.8572634891461e-05,3
11-42,1min,YP_003044792.1,102335746.8125,25230470.8514863,3,ecoli,290472027144.277,290472027144.277,0.000352308440226053,3
11-42,1min,YP_003044795.1,5988978.75,8469694.97301427,1,ecoli,290472027144.277,290472027144.277,2.06180912113278e-05,3
11-42,1min,YP_003044798.1,14361136.0410156,4453654.87569306,2,ecoli,290472027144.277,290472027144.277,4.94406851572061e-05,3
11-42,1min,YP_003044799.1,9982274.33333333,4768277.09726001,3,ecoli,290472027144.277,290472027144.277,3.43656992773874e-05,3
11-42,1min,YP_003044801.1,14320006.609375,5269259.56730718,1,ecoli,290472027144.277,290472027144.277,4.92990900024334e-05,3
11-42,1min,YP_003044803.1,13246856.484375,2032596.80519995,1,ecoli,290472027144.277,290472027144.277,4.56045857999101e-05,3
11-42,1min,YP_003044804.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044805.1,5889194.64648438,1231711.19522686,2,ecoli,290472027144.277,290472027144.277,2.02745672427838e-05,3
11-42,1min,YP_003044806.1,18071895.78125,7365587.64984145,2,ecoli,290472027144.277,290472027144.277,6.22156149041977e-05,3
11-42,1min,YP_003044807.1,211443919.143229,65583224.735132,3,ecoli,290472027144.277,290472027144.277,0.000727932122146155,3
11-42,1min,YP_003044808.1,17860811.7473958,10012934.562293,3,ecoli,290472027144.277,290472027144.277,6.14889217491652e-05,3
11-42,1min,YP_003044811.1,998611142.276042,789885798.556122,3,ecoli,290472027144.277,290472027144.277,0.00343789091188472,3
11-42,1min,YP_003044812.1,15171845.5546875,2662546.34435107,2,ecoli,290472027144.277,290472027144.277,5.22316923383182e-05,3
11-42,1min,YP_003044815.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044817.1,24329686.2760417,13055512.7478835,3,ecoli,290472027144.277,290472027144.277,8.37591368615924e-05,3
11-42,1min,YP_003044818.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044820.1,15774202.171875,4146954.72326996,3,ecoli,290472027144.277,290472027144.277,5.43054087753517e-05,3
11-42,1min,YP_003044822.1,21906442.7369792,14907458.3356649,3,ecoli,290472027144.277,290472027144.277,7.54167034683112e-05,3
11-42,1min,YP_003044824.1,422798260.415365,74936055.0960862,3,ecoli,290472027144.277,290472027144.277,0.00145555585703735,3
11-42,1min,YP_003044826.1,434313263.885417,252455173.06437,3,ecoli,290472027144.277,290472027144.277,0.00149519824044776,3
11-42,1min,YP_003044829.1,43499301.109375,8555006.52860311,2,ecoli,290472027144.277,290472027144.277,0.000149753838732874,3
11-42,1min,YP_003044830.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044832.1,6902455.71875,2113436.85425037,1,ecoli,290472027144.277,290472027144.277,2.37628930627511e-05,3
11-42,1min,YP_003044833.1,39939389.1875,4794352.70980045,1,ecoli,290472027144.277,290472027144.277,0.000137498228590742,3
11-42,1min,YP_003044835.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044836.1,30362083.34375,9776801.4360566,1,ecoli,290472027144.277,290472027144.277,0.000104526703112342,3
11-42,1min,YP_003044844.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044845.1,748719909.518229,200267474.962369,3,ecoli,290472027144.277,290472027144.277,0.0025775972883831,3
11-42,1min,YP_003044846.1,127657539.177734,96931424.7761856,3,ecoli,290472027144.277,290472027144.277,0.00043948307323351,3
11-42,1min,YP_003044851.1,508989655.953125,23944546.6333439,1,ecoli,290472027144.277,290472027144.277,0.00175228458642701,3
11-42,1min,YP_003044852.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044853.1,12340689,1736278.50750039,2,ecoli,290472027144.277,290472027144.277,4.24849481078273e-05,3
11-42,1min,YP_003044861.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044862.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044865.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044870.1,14664576.203125,1410397.8595022,1,ecoli,290472027144.277,290472027144.277,5.04853301961539e-05,3
11-42,1min,YP_003044871.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044872.1,11803054.0234375,1957758.01308709,2,ecoli,290472027144.277,290472027144.277,4.06340470697887e-05,3
11-42,1min,YP_003044878.1,23085781.3515625,12481727.4469114,2,ecoli,290472027144.277,290472027144.277,7.94767798418532e-05,3
11-42,1min,YP_003044880.1,85751038.0872396,32482649.483067,3,ecoli,290472027144.277,290472027144.277,0.000295212722995344,3
11-42,1min,YP_003044881.1,232769643.875,67842842.5497531,3,ecoli,290472027144.277,290472027144.277,0.000801349603827372,3
11-42,1min,YP_003044882.1,146397022.582031,49781973.2750664,2,ecoli,290472027144.277,290472027144.277,0.000503996973551316,3
11-42,1min,YP_003044884.1,842806983.234375,318570056.441918,2,ecoli,290472027144.277,290472027144.277,0.00290150825027897,3
11-42,1min,YP_003044885.1,451933617.5625,87694141.5884129,1,ecoli,290472027144.277,290472027144.277,0.00155585934386042,3
11-42,1min,YP_003044886.1,459770015.427083,90486183.6344413,3,ecoli,290472027144.277,290472027144.277,0.00158283749367273,3
11-42,1min,YP_003044887.1,204668119.667969,84902606.8356784,2,ecoli,290472027144.277,290472027144.277,0.000704605265023714,3
11-42,1min,YP_003044889.1,3487898.40625,4932633.23029825,1,ecoli,290472027144.277,290472027144.277,1.2007691207104e-05,3
11-42,1min,YP_003044890.1,9648410.18359375,2069611.33482942,2,ecoli,290472027144.277,290472027144.277,3.32163144191554e-05,3
11-42,1min,YP_003044894.1,14398043.90625,3699411.2534654,2,ecoli,290472027144.277,290472027144.277,4.95677468422752e-05,3
11-42,1min,YP_003044896.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044899.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044906.1,61510187.4726562,36226785.3879261,2,ecoli,290472027144.277,290472027144.277,0.000211759418204164,3
11-42,1min,YP_003044907.1,32764718.4153646,9832936.39020096,3,ecoli,290472027144.277,290472027144.277,0.000112798188305721,3
11-42,1min,YP_003044908.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044914.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044916.1,52164196.9121094,9288313.65911148,2,ecoli,290472027144.277,290472027144.277,0.000179584235442401,3
11-42,1min,YP_003044918.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044927.1,7091253.609375,5213196.58059438,2,ecoli,290472027144.277,290472027144.277,2.44128623299509e-05,3
11-42,1min,YP_003044929.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044930.1,77733796.0292969,11639900.3788108,2,ecoli,290472027144.277,290472027144.277,0.000267611985889046,3
11-42,1min,YP_003044931.1,28602152.0833333,22633664.6721914,3,ecoli,290472027144.277,290472027144.277,9.84678365229527e-05,3
11-42,1min,YP_003044932.1,7087179.5390625,477203.258534395,2,ecoli,290472027144.277,290472027144.277,2.43988366409627e-05,3
11-42,1min,YP_003044933.1,30959400.75,9221631.74960378,1,ecoli,290472027144.277,290472027144.277,0.000106583071197498,3
11-42,1min,YP_003044944.1,9810391.3046875,7638410.85102296,2,ecoli,290472027144.277,290472027144.277,3.37739623368783e-05,3
11-42,1min,YP_003044945.1,3647564029,981261464.640181,2,ecoli,290472027144.277,290472027144.277,0.0125573676228323,3
11-42,1min,YP_003044945.1; YP_003044581.1,367354916.875,62899661.067267,1,ecoli,290472027144.277,290472027144.277,0.00126468259435025,3
11-42,1min,YP_003044946.1,73991610.9570312,23577649.8509666,3,ecoli,290472027144.277,290472027144.277,0.000254728869022144,3
11-42,1min,YP_003044948.1,144495540.509766,122223992.500706,2,ecoli,290472027144.277,290472027144.277,0.000497450793903796,3
11-42,1min,YP_003044951.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003044953.1,12566941.8300781,5932799.04169853,2,ecoli,290472027144.277,290472027144.277,4.32638624573517e-05,3
11-42,1min,YP_003044971.1,17678350.4648438,5673837.84410318,2,ecoli,290472027144.277,290472027144.277,6.08607673470153e-05,3
11-42,1min,YP_003044972.1,17560340.296875,2139662.0526481,1,ecoli,290472027144.277,290472027144.277,6.04544970113518e-05,3
11-42,1min,YP_003044973.1,7369782.5625,8575586.37339346,2,ecoli,290472027144.277,290472027144.277,2.53717462399209e-05,3
11-42,1min,YP_003044974.1,24702423.7109375,40133196.6651968,2,ecoli,290472027144.277,290472027144.277,8.50423497016043e-05,3
11-42,1min,YP_003044976.1,37488902.828125,18304361.4718065,2,ecoli,290472027144.277,290472027144.277,0.000129062007094763,3
11-42,1min,YP_003044981.1,38515951.1875,17542576.6209831,3,ecoli,290472027144.277,290472027144.277,0.00013259779802607,3
11-42,1min,YP_003044981.1; YP_003045831.1,31837597.78125,166335.24720642,1,ecoli,290472027144.277,290472027144.277,0.00010960641578556,3
11-42,1min,YP_003044981.1; YP_003045831.1; YP_003046164.1,12783660.3125,551441.996279102,1,ecoli,290472027144.277,290472027144.277,4.40099531723596e-05,3
11-42,1min,YP_003044984.1,60432353.4609375,23315283.5682747,2,ecoli,290472027144.277,290472027144.277,0.000208048788914606,3
11-42,1min,YP_003044986.1,21199979.9296875,682630.401489753,1,ecoli,290472027144.277,290472027144.277,7.29845835349836e-05,3
11-42,1min,YP_003044989.1,6731953.4375,666206.752690893,1,ecoli,290472027144.277,290472027144.277,2.31759095830465e-05,3
11-42,1min,YP_003044990.1,477959844.813802,242501732.887081,3,ecoli,290472027144.277,290472027144.277,0.00164545911533299,3
11-42,1min,YP_003044995.1,30230122.71875,3649691.59583557,2,ecoli,290472027144.277,290472027144.277,0.00010407240592477,3
11-42,1min,YP_003044997.1,38921494.9882812,17392458.5109509,2,ecoli,290472027144.277,290472027144.277,0.000133993952432979,3
11-42,1min,YP_003044998.1,21937307.375,2586259.16930682,2,ecoli,290472027144.277,290472027144.277,7.55229603024865e-05,3
11-42,1min,YP_003044999.1,241112722.828125,73415423.2186815,2,ecoli,290472027144.277,290472027144.277,0.000830072090585042,3
11-42,1min,YP_003045000.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045003.1,7764558.71875,1553733.80184865,2,ecoli,290472027144.277,290472027144.277,2.67308311753316e-05,3
11-42,1min,YP_003045006.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045007.1,14442757.34375,4885609.03835909,1,ecoli,290472027144.277,290472027144.277,4.97216805547211e-05,3
11-42,1min,YP_003045009.1,18998187.7578125,7736863.12784661,1,ecoli,290472027144.277,290472027144.277,6.54045346279631e-05,3
11-42,1min,YP_003045010.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045012.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045016.1,15879487.3515625,490587.359175646,1,ecoli,290472027144.277,290472027144.277,5.46678711464192e-05,3
11-42,1min,YP_003045018.1,288034641.148438,27261013.4226266,3,ecoli,290472027144.277,290472027144.277,0.000991608878762605,3
11-42,1min,YP_003045019.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045020.1,51547682.6113281,10537735.5050217,2,ecoli,290472027144.277,290472027144.277,0.000177461778740314,3
11-42,1min,YP_003045021.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045022.1,159976161.364583,71472490.1418783,3,ecoli,290472027144.277,290472027144.277,0.000550745498412911,3
11-42,1min,YP_003045023.1,5830923.765625,556541.893452976,1,ecoli,290472027144.277,290472027144.277,2.00739596957086e-05,3
11-42,1min,YP_003045024.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045025.1,36918699.09375,7688511.0037294,3,ecoli,290472027144.277,290472027144.277,0.000127098982496557,3
11-42,1min,YP_003045026.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045028.1,13113505.875,1451446.80026656,1,ecoli,290472027144.277,290472027144.277,4.51455033516413e-05,3
11-42,1min,YP_003045032.1,181710964.496094,50908875.3997895,3,ecoli,290472027144.277,290472027144.277,0.00062557130296694,3
11-42,1min,YP_003045034.1,206639840.587891,33227842.224052,2,ecoli,290472027144.277,290472027144.277,0.000711393254006015,3
11-42,1min,YP_003045035.1,29892173.859375,8809462.54351027,1,ecoli,290472027144.277,290472027144.277,0.000102908958749848,3
11-42,1min,YP_003045036.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045038.1,26854125.2148438,6635850.22994209,2,ecoli,290472027144.277,290472027144.277,9.24499528538263e-05,3
11-42,1min,YP_003045039.1,13682918.2890625,2726552.41664911,2,ecoli,290472027144.277,290472027144.277,4.7105803693332e-05,3
11-42,1min,YP_003045043.1,9117291.171875,3757127.58144815,1,ecoli,290472027144.277,290472027144.277,3.13878457127524e-05,3
11-42,1min,YP_003045044.1,109205146.875,24769926.6801109,1,ecoli,290472027144.277,290472027144.277,0.000375957533496876,3
11-42,1min,YP_003045047.1,46031518.78125,25729459.7546085,1,ecoli,290472027144.277,290472027144.277,0.000158471434353939,3
11-42,1min,YP_003045048.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045049.1,12242066.7636719,3824205.6791289,2,ecoli,290472027144.277,290472027144.277,4.21454240672589e-05,3
11-42,1min,YP_003045050.1,16058264.2473958,3806373.94155849,3,ecoli,290472027144.277,290472027144.277,5.52833414124924e-05,3
11-42,1min,YP_003045053.1,29136813.203125,31076880.872576,1,ecoli,290472027144.277,290472027144.277,0.00010030849954668,3
11-42,1min,YP_003045054.1,12370227.453125,6586313.96210064,1,ecoli,290472027144.277,290472027144.277,4.25866393220051e-05,3
11-42,1min,YP_003045054.1; YP_003047393.1,20376174.078125,417752.432849416,1,ecoli,290472027144.277,290472027144.277,7.0148489954264e-05,3
11-42,1min,YP_003045055.1,9641032.234375,2618778.25053197,1,ecoli,290472027144.277,290472027144.277,3.31909145577943e-05,3
11-42,1min,YP_003045056.1,5269244.8125,509308.243226973,1,ecoli,290472027144.277,290472027144.277,1.81402831257234e-05,3
11-42,1min,YP_003045065.1,125094035.0625,9952433.10450363,1,ecoli,290472027144.277,290472027144.277,0.000430657768640717,3
11-42,1min,YP_003045068.1,67639713.28125,18051831.871805,2,ecoli,290472027144.277,290472027144.277,0.000232861366880101,3
11-42,1min,YP_003045070.1,143160026.378906,60065660.0518912,3,ecoli,290472027144.277,290472027144.277,0.000492853056407387,3
11-42,1min,YP_003045075.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045076.1,17847651.8541667,5467855.94564601,3,ecoli,290472027144.277,290472027144.277,6.14436165493546e-05,3
11-42,1min,YP_003045079.1,17027125.90625,4282858.84370701,1,ecoli,290472027144.277,290472027144.277,5.86188146020431e-05,3
11-42,1min,YP_003045083.1,54481174.125,26997871.3016523,1,ecoli,290472027144.277,290472027144.277,0.000187560828698797,3
11-42,1min,YP_003045088.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045090.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045091.1,59253542.4153646,17363273.6266639,3,ecoli,290472027144.277,290472027144.277,0.00020399052878828,3
11-42,1min,YP_003045104.1,271073645.936198,93555123.1057499,3,ecoli,290472027144.277,290472027144.277,0.000933217730468608,3
11-42,1min,YP_003045107.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045108.1,2072040.9296875,2930308.38455622,1,ecoli,290472027144.277,290472027144.277,7.13335790044362e-06,3
11-42,1min,YP_003045111.1,4460713.86328125,1044782.14643848,2,ecoli,290472027144.277,290472027144.277,1.53567760280945e-05,3
11-42,1min,YP_003045113.1,17417736.0722656,10357100.8486121,2,ecoli,290472027144.277,290472027144.277,5.99635573982973e-05,3
11-42,1min,YP_003045115.1,15905705.0351562,4690952.74482832,1,ecoli,290472027144.277,290472027144.277,5.47581300393374e-05,3
11-42,1min,YP_003045116.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045117.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045118.1,8669039.59375,13137.9998002722,1,ecoli,290472027144.277,290472027144.277,2.98446624240485e-05,3
11-42,1min,YP_003045119.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045123.1,114053307.51888,32676968.9196138,3,ecoli,290472027144.277,290472027144.277,0.000392648161821896,3
11-42,1min,YP_003045125.1,893650352.916667,358914245.796794,3,ecoli,290472027144.277,290472027144.277,0.00307654531041226,3
11-42,1min,YP_003045127.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045139.1,60333718.2890625,22790945.3450789,3,ecoli,290472027144.277,290472027144.277,0.000207709220341189,3
11-42,1min,YP_003045140.1,35804555.15625,2976713.11780943,1,ecoli,290472027144.277,290472027144.277,0.000123263350031519,3
11-42,1min,YP_003045141.1,161938470.361979,64505623.1903904,3,ecoli,290472027144.277,290472027144.277,0.000557501085230299,3
11-42,1min,YP_003045141.1; YP_003046840.1,11188192.4375,400320.107275737,1,ecoli,290472027144.277,290472027144.277,3.85172801233037e-05,3
11-42,1min,YP_003045142.1,121395141.169271,22338756.8057067,3,ecoli,290472027144.277,290472027144.277,0.000417923689116454,3
11-42,1min,YP_003045147.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045148.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045163.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045164.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003045166.1,45802610.2382812,11278409.2547871,2,ecoli,290472027144.277,290472027144.277,0.000157683377255226,3
11-42,1min,YP_003045169.1,9883647.65625,1324181.31796647,2,ecoli,290472027144.277,290472027144.277,3.40261599487541e-05,3
11-42,1min,YP_003045170.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
