strain,time,Proteins,area_mean,area_sd,peps_per_tech_rep,org,org_area,ecoli_area,area_norm,b_rep
11-42,5min,YP_003043901.1,214748292.203125,4849749.81942691,1,ecoli,395842467256.669,395842467256.669,0.000542509482854147,4
11-42,5min,YP_003043902.1,114039821.050781,45240840.3536067,2,ecoli,395842467256.669,395842467256.669,0.00028809395273104,4
11-42,5min,YP_003043903.1,126938402.109375,20919495.0636776,2,ecoli,395842467256.669,395842467256.669,0.00032067908981344,4
11-42,5min,YP_003043904.1,321413206.723958,112064573.248503,3,ecoli,395842467256.669,395842467256.669,0.000811972522684258,4
11-42,5min,YP_003043905.1,250756192.270833,52165867.2802412,3,ecoli,395842467256.669,395842467256.669,0.00063347471030247,4
11-42,5min,YP_003043906.1,313108966.90625,119532024.323394,2,ecoli,395842467256.669,395842467256.669,0.000790993874599176,4
11-42,5min,YP_003043910.1,185452357.125,57392338.3548668,2,ecoli,395842467256.669,395842467256.669,0.000468500407271235,4
11-42,5min,YP_003043911.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003043914.1,11232101.8671875,1130040.59421783,1,ecoli,395842467256.669,395842467256.669,2.83751815337804e-05,4
11-42,5min,YP_003043915.1,32971958.7695312,16654530.3444448,2,ecoli,395842467256.669,395842467256.669,8.32956579874787e-05,4
11-42,5min,YP_003043916.1,29059573.5,6942718.03158518,1,ecoli,395842467256.669,395842467256.669,7.34119653744918e-05,4
11-42,5min,YP_003043917.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003043918.1,163324672.013021,45388671.2031497,3,ecoli,395842467256.669,395842467256.669,0.000412600176895925,4
11-42,5min,YP_003043919.1,206993155.140625,40017236.8781142,3,ecoli,395842467256.669,395842467256.669,0.000522918009720286,4
11-42,5min,YP_003043920.1,80016930.9440104,34239449.5182813,3,ecoli,395842467256.669,395842467256.669,0.000202143371575457,4
11-42,5min,YP_003043921.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003043925.1,264378532.230469,63175139.8190887,2,ecoli,395842467256.669,395842467256.669,0.000667888248733662,4
11-42,5min,YP_003043926.1,574419675.096354,138052342.009719,3,ecoli,395842467256.669,395842467256.669,0.00145113200985556,4
11-42,5min,YP_003043927.1,60041010.7734375,14451353.1298528,3,ecoli,395842467256.669,395842467256.669,0.00015167905351223,4
11-42,5min,YP_003043928.1,70648158.7304688,11113326.9099298,2,ecoli,395842467256.669,395842467256.669,0.000178475440546048,4
11-42,5min,YP_003043929.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003043930.1,54809639.1197917,13901381.6165135,3,ecoli,395842467256.669,395842467256.669,0.000138463261659726,4
11-42,5min,YP_003043932.1,35963055.9192708,4822088.11689945,3,ecoli,395842467256.669,395842467256.669,9.08519395821974e-05,4
11-42,5min,YP_003043934.1,16219372.390625,3403199.24748415,1,ecoli,395842467256.669,395842467256.669,4.09743110764014e-05,4
11-42,5min,YP_003043937.1,32295782.360026,12173607.4380472,3,ecoli,395842467256.669,395842467256.669,8.15874622645909e-05,4
11-42,5min,YP_003043938.1,96223703.1927083,31119452.22385,3,ecoli,395842467256.669,395842467256.669,0.000243085851448869,4
11-42,5min,YP_003043939.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003043943.1,113479712.75,29963016.2122677,2,ecoli,395842467256.669,395842467256.669,0.000286678974937821,4
11-42,5min,YP_003043951.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003043964.1,15639074.0351562,3346249.08943039,2,ecoli,395842467256.669,395842467256.669,3.95083280061906e-05,4
11-42,5min,YP_003043967.1,27262671.7864583,2815857.14659336,3,ecoli,395842467256.669,395842467256.669,6.88725289517279e-05,4
11-42,5min,YP_003043968.1,9322164.78125,7075728.31340283,2,ecoli,395842467256.669,395842467256.669,2.35501886542289e-05,4
11-42,5min,YP_003043969.1,19971229.53125,10781977.3598317,2,ecoli,395842467256.669,395842467256.669,5.04524683004778e-05,4
11-42,5min,YP_003043970.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003043978.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003043980.1,12146264.484375,737780.299956378,1,ecoli,395842467256.669,395842467256.669,3.06845916976847e-05,4
11-42,5min,YP_003043981.1,0,0,1,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003043982.1,31297329.421875,18994497.7973442,2,ecoli,395842467256.669,395842467256.669,7.90651130455425e-05,4
11-42,5min,YP_003043984.1,0,0,1,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003043985.1,38031828.8554688,8238616.8901071,2,ecoli,395842467256.669,395842467256.669,9.60781927190456e-05,4
11-42,5min,YP_003043989.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003043990.1,146639662.463542,70610991.9495466,3,ecoli,395842467256.669,395842467256.669,0.000370449546456719,4
11-42,5min,YP_003043992.1,10424365.625,8954323.51019922,1,ecoli,395842467256.669,395842467256.669,2.63346317974537e-05,4
11-42,5min,YP_003043994.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003043996.1,111727667.059896,44252920.3707964,3,ecoli,395842467256.669,395842467256.669,0.000282252856380491,4
11-42,5min,YP_003043997.1,141402484.625,4992455.12689924,1,ecoli,395842467256.669,395842467256.669,0.000357219086686101,4
11-42,5min,YP_003043999.1,2946394762.92969,780430159.554029,2,ecoli,395842467256.669,395842467256.669,0.00744335185496712,4
11-42,5min,YP_003044002.1,4555343.84375,1064325.32719758,1,ecoli,395842467256.669,395842467256.669,1.15079715304934e-05,4
11-42,5min,YP_003044004.1,181784775.980469,25583244.4078912,2,ecoli,395842467256.669,395842467256.669,0.000459235152913993,4
11-42,5min,YP_003044004.1; YP_003045095.1,69022486.125,3267777.22824639,1,ecoli,395842467256.669,395842467256.669,0.000174368572941026,4
11-42,5min,YP_003044005.1,68262809.6796875,5273135.82424669,2,ecoli,395842467256.669,395842467256.669,0.000172449434626793,4
11-42,5min,YP_003044007.1,13612329.5546875,2958127.13417424,2,ecoli,395842467256.669,395842467256.669,3.43882495706584e-05,4
11-42,5min,YP_003044010.1,5980162.25,532522.82401837,1,ecoli,395842467256.669,395842467256.669,1.5107429709209e-05,4
11-42,5min,YP_003044012.1,39086736.46875,1282190.91479171,1,ecoli,395842467256.669,395842467256.669,9.87431609843056e-05,4
11-42,5min,YP_003044015.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044020.1,68136748.703125,7056478.8510473,1,ecoli,395842467256.669,395842467256.669,0.000172130972139845,4
11-42,5min,YP_003044023.1,9787266.9296875,384183.875950727,2,ecoli,395842467256.669,395842467256.669,2.47251564429577e-05,4
11-42,5min,YP_003044024.1,44987851.3945312,6311102.30076368,2,ecoli,395842467256.669,395842467256.669,0.000113650896798197,4
11-42,5min,YP_003044029.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044049.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044064.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044072.1,29595595.5429688,6946891.47606891,2,ecoli,395842467256.669,395842467256.669,7.47660950783702e-05,4
11-42,5min,YP_003044074.1,211154188.291667,102465612.594789,3,ecoli,395842467256.669,395842467256.669,0.000533429850907714,4
11-42,5min,YP_003044076.1,25557291.875,477901.123268748,1,ecoli,395842467256.669,395842467256.669,6.45643001674915e-05,4
11-42,5min,YP_003044085.1,7197237.75,10178431.2376736,1,ecoli,395842467256.669,395842467256.669,1.81820758138445e-05,4
11-42,5min,YP_003044086.1,71922604.46875,17395141.4295261,3,ecoli,395842467256.669,395842467256.669,0.000181695018645169,4
11-42,5min,YP_003044087.1,15961690.75,7365184.01367201,2,ecoli,395842467256.669,395842467256.669,4.03233409002836e-05,4
11-42,5min,YP_003044088.1,16526627.9453125,6906427.59148243,2,ecoli,395842467256.669,395842467256.669,4.17505177245079e-05,4
11-42,5min,YP_003044089.1,24114439.4960938,20599943.4858915,2,ecoli,395842467256.669,395842467256.669,6.09192835301768e-05,4
11-42,5min,YP_003044091.1,7255283.1875,2759424.72822253,1,ecoli,395842467256.669,395842467256.669,1.83287135354166e-05,4
11-42,5min,YP_003044092.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044093.1,14716596.8125,2414486.38598971,2,ecoli,395842467256.669,395842467256.669,3.71779130078976e-05,4
11-42,5min,YP_003044100.1,39311385.6171875,5309852.72250834,1,ecoli,395842467256.669,395842467256.669,9.93106825794351e-05,4
11-42,5min,YP_003044103.1,80151034.1875,17907530.2076236,3,ecoli,395842467256.669,395842467256.669,0.000202482150899512,4
11-42,5min,YP_003044104.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044105.1,50999808.9023438,16973149.3261695,2,ecoli,395842467256.669,395842467256.669,0.00012883864951578,4
11-42,5min,YP_003044106.1,309990666.075521,125554705.792186,3,ecoli,395842467256.669,395842467256.669,0.000783116243751884,4
11-42,5min,YP_003044108.1,12613281.234375,1024338.10171196,2,ecoli,395842467256.669,395842467256.669,3.18643962629618e-05,4
11-42,5min,YP_003044109.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044110.1,273927821.489583,80379451.4896961,3,ecoli,395842467256.669,395842467256.669,0.00069201221230254,4
11-42,5min,YP_003044111.1,46320976.96875,15648842.3429703,3,ecoli,395842467256.669,395842467256.669,0.000117018715272697,4
11-42,5min,YP_003044112.1,21512964.84375,1227129.06216789,1,ecoli,395842467256.669,395842467256.669,5.43472886899746e-05,4
11-42,5min,YP_003044113.1,40870105.828125,9613317.13431708,3,ecoli,395842467256.669,395842467256.669,0.000103248411195922,4
11-42,5min,YP_003044114.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044115.1,486753016.751302,215840113.246153,3,ecoli,395842467256.669,395842467256.669,0.00122966345709362,4
11-42,5min,YP_003044116.1,9411592.5234375,476347.841689894,1,ecoli,395842467256.669,395842467256.669,2.37761061582483e-05,4
11-42,5min,YP_003044124.1,25216228.5,3231743.86217225,1,ecoli,395842467256.669,395842467256.669,6.37026862599093e-05,4
11-42,5min,YP_003044125.1,1043463416,312253949.451357,2,ecoli,395842467256.669,395842467256.669,0.00263605727609667,4
11-42,5min,YP_003044125.1; YP_003046166.1,256099157.003906,86370185.4981365,2,ecoli,395842467256.669,395842467256.669,0.000646972415008338,4
11-42,5min,YP_003044127.1,188142247.078125,24706674.4166543,2,ecoli,395842467256.669,395842467256.669,0.000475295761927765,4
11-42,5min,YP_003044129.1,48027565.375,5556366.64206944,2,ecoli,395842467256.669,395842467256.669,0.000121329997025959,4
11-42,5min,YP_003044130.1,17077209.3697917,3498257.15817821,3,ecoli,395842467256.669,395842467256.669,4.31414281750588e-05,4
11-42,5min,YP_003044132.1,94667796.8085938,53357958.5448866,2,ecoli,395842467256.669,395842467256.669,0.000239155231283484,4
11-42,5min,YP_003044133.1,3458401620.14193,831160121.600869,3,ecoli,395842467256.669,395842467256.669,0.00873681301581889,4
11-42,5min,YP_003044134.1,136551246.307292,30583348.8893842,3,ecoli,395842467256.669,395842467256.669,0.000344963609522851,4
11-42,5min,YP_003044136.1,62742237.9453125,9482854.3924738,2,ecoli,395842467256.669,395842467256.669,0.000158503048902607,4
11-42,5min,YP_003044138.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044139.1,55954178.3125,22179904.7753227,3,ecoli,395842467256.669,395842467256.669,0.00014135466237436,4
11-42,5min,YP_003044140.1,69360652.4895833,20905311.0676503,3,ecoli,395842467256.669,395842467256.669,0.000175222868254328,4
11-42,5min,YP_003044144.1,23774963.0546875,12332087.6752844,2,ecoli,395842467256.669,395842467256.669,6.00616786254809e-05,4
11-42,5min,YP_003044145.1,93431247.8125,7487778.12399903,1,ecoli,395842467256.669,395842467256.669,0.000236031390113376,4
11-42,5min,YP_003044146.1,89608021.8515625,29902431.5739855,3,ecoli,395842467256.669,395842467256.669,0.00022637293687203,4
11-42,5min,YP_003044147.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044149.1,29311892.8125,7518616.01581033,2,ecoli,395842467256.669,395842467256.669,7.40493889289898e-05,4
11-42,5min,YP_003044150.1,197322611.5,50112877.4928996,1,ecoli,395842467256.669,395842467256.669,0.000498487726361239,4
11-42,5min,YP_003044151.1,78693314.1386719,28656317.8131431,2,ecoli,395842467256.669,395842467256.669,0.000198799574699614,4
11-42,5min,YP_003044152.1,458293059.46875,155415708.919706,2,ecoli,395842467256.669,395842467256.669,0.00115776627668296,4
11-42,5min,YP_003044153.1,30050325.8300781,4273699.96046058,2,ecoli,395842467256.669,395842467256.669,7.5914860874675e-05,4
11-42,5min,YP_003044154.1,132944512.03125,16678674.8551874,3,ecoli,395842467256.669,395842467256.669,0.000335852070023218,4
11-42,5min,YP_003044167.1,32051685.21875,14465377.6982811,2,ecoli,395842467256.669,395842467256.669,8.09708100317779e-05,4
11-42,5min,YP_003044169.1,25797772.5703125,9033020.60106698,3,ecoli,395842467256.669,395842467256.669,6.51718163265815e-05,4
11-42,5min,YP_003044170.1,55857140.0859375,9957286.31035046,2,ecoli,395842467256.669,395842467256.669,0.000141109518827143,4
11-42,5min,YP_003044171.1,64688017.5833333,15096727.4234745,3,ecoli,395842467256.669,395842467256.669,0.000163418589298022,4
11-42,5min,YP_003044173.1,8385166.0859375,1296083.64714033,2,ecoli,395842467256.669,395842467256.669,2.11830886767904e-05,4
11-42,5min,YP_003044174.1,19061077.3398438,3708131.31694914,2,ecoli,395842467256.669,395842467256.669,4.81531895047641e-05,4
11-42,5min,YP_003044176.1,686158332.260417,174811988.479723,3,ecoli,395842467256.669,395842467256.669,0.00173341263006908,4
11-42,5min,YP_003044177.1,34227766.0703125,9194900.28245089,2,ecoli,395842467256.669,395842467256.669,8.64681505941575e-05,4
11-42,5min,YP_003044178.1,240723918.585938,3166781.02305845,1,ecoli,395842467256.669,395842467256.669,0.000608130603707685,4
11-42,5min,YP_003044179.1,13119734154.1437,2814466701.34392,3,ecoli,395842467256.669,395842467256.669,0.0331438267477165,4
11-42,5min,YP_003044182.1,3192751.12109375,39368.252906637,1,ecoli,395842467256.669,395842467256.669,8.06571145137778e-06,4
11-42,5min,YP_003044183.1,34022642.359375,26976957.4374038,2,ecoli,395842467256.669,395842467256.669,8.5949955281868e-05,4
11-42,5min,YP_003044185.1,34656765.2265625,34205616.5288146,3,ecoli,395842467256.669,395842467256.669,8.75519129282575e-05,4
11-42,5min,YP_003044187.1,41413850.8125,11095949.8266171,2,ecoli,395842467256.669,395842467256.669,0.000104622051038417,4
11-42,5min,YP_003044189.1,58098598.2942708,21035251.787945,3,ecoli,395842467256.669,395842467256.669,0.00014677201942711,4
11-42,5min,YP_003044191.1,12536512.3125,4060122.01959437,1,ecoli,395842467256.669,395842467256.669,3.16704581986429e-05,4
11-42,5min,YP_003044199.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044209.1; YP_003046587.1,81948982.71875,17315396.407604,1,ecoli,395842467256.669,395842467256.669,0.000207024231853358,4
11-42,5min,YP_003044210.1; YP_003044720.1,81948982.71875,17315396.407604,1,ecoli,395842467256.669,395842467256.669,0.000207024231853358,4
11-42,5min,YP_003044210.1; YP_003046587.1,298458682.026042,267760371.333989,3,ecoli,395842467256.669,395842467256.669,0.00075398348260728,4
11-42,5min,YP_003044212.1,60120159.59375,52019264.3683186,2,ecoli,395842467256.669,395842467256.669,0.000151879003812816,4
11-42,5min,YP_003044221.1,14478195,6310858.37207199,1,ecoli,395842467256.669,395842467256.669,3.65756486420952e-05,4
11-42,5min,YP_003044223.1,13374906.0644531,5958285.87403008,2,ecoli,395842467256.669,395842467256.669,3.37884566988126e-05,4
11-42,5min,YP_003044225.1,41378632.7942708,17581445.8581064,3,ecoli,395842467256.669,395842467256.669,0.000104533081255884,4
11-42,5min,YP_003044233.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044235.1,25783109.5260417,8121528.02852538,3,ecoli,395842467256.669,395842467256.669,6.51347737010834e-05,4
11-42,5min,YP_003044238.1,47874974.5195312,18654785.4544454,2,ecoli,395842467256.669,395842467256.669,0.000120944513233565,4
11-42,5min,YP_003044245.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044247.1,2742457.7421875,377247.710190076,1,ecoli,395842467256.669,395842467256.669,6.92815442767857e-06,4
11-42,5min,YP_003044248.1,23146018.375,315249.239479703,1,ecoli,395842467256.669,395842467256.669,5.84728024140771e-05,4
11-42,5min,YP_003044249.1,25764748.78125,22319992.0276062,1,ecoli,395842467256.669,395842467256.669,6.50883897319279e-05,4
11-42,5min,YP_003044250.1,64600270.8854167,33346286.1827078,3,ecoli,395842467256.669,395842467256.669,0.000163196918544692,4
11-42,5min,YP_003044251.1,6172126.1484375,5674675.84839765,1,ecoli,395842467256.669,395842467256.669,1.55923799465291e-05,4
11-42,5min,YP_003044263.1,183518532.5625,49525658.6472374,2,ecoli,395842467256.669,395842467256.669,0.000463615068474966,4
11-42,5min,YP_003044264.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044268.1,40063269.8398438,20244824.1389183,2,ecoli,395842467256.669,395842467256.669,0.000101210135732774,4
11-42,5min,YP_003044269.1,24541025.0130208,11254872.0947926,3,ecoli,395842467256.669,395842467256.669,6.19969483898455e-05,4
11-42,5min,YP_003044273.1,25752421.2604167,4624440.95941769,3,ecoli,395842467256.669,395842467256.669,6.50572472400201e-05,4
11-42,5min,YP_003044275.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044276.1,25142405.3515625,1818602.48360176,1,ecoli,395842467256.669,395842467256.669,6.35161899778173e-05,4
11-42,5min,YP_003044277.1,16414480.640625,5694814.39544977,3,ecoli,395842467256.669,395842467256.669,4.14672047554252e-05,4
11-42,5min,YP_003044278.1,17181944.2604167,4005530.61311739,3,ecoli,395842467256.669,395842467256.669,4.34060154775553e-05,4
11-42,5min,YP_003044281.1,26105783.8476562,8071542.04523351,2,ecoli,395842467256.669,395842467256.669,6.5949932124713e-05,4
11-42,5min,YP_003044284.1,10229558.265625,2163289.22944687,2,ecoli,395842467256.669,395842467256.669,2.58424982456267e-05,4
11-42,5min,YP_003044285.1,9891284.171875,13988388.225152,1,ecoli,395842467256.669,395842467256.669,2.49879307807097e-05,4
11-42,5min,YP_003044290.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044291.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044292.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044293.1,10791684.796875,1543081.23207935,1,ecoli,395842467256.669,395842467256.669,2.72625746086954e-05,4
11-42,5min,YP_003044296.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044298.1,204435941.153646,26115409.5936984,3,ecoli,395842467256.669,395842467256.669,0.000516457828717724,4
11-42,5min,YP_003044300.1,30778513.5208333,10408542.9716716,3,ecoli,395842467256.669,395842467256.669,7.77544504866785e-05,4
11-42,5min,YP_003044301.1,10837459.8398438,7716437.77519672,2,ecoli,395842467256.669,395842467256.669,2.73782141541085e-05,4
11-42,5min,YP_003044302.1,74010441.765625,19193985.1732907,2,ecoli,395842467256.669,395842467256.669,0.000186969433266077,4
11-42,5min,YP_003044303.1,875344937.554688,448146122.894846,3,ecoli,395842467256.669,395842467256.669,0.00221134670976852,4
11-42,5min,YP_003044304.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044305.1,349272680.828125,209919465.78034,2,ecoli,395842467256.669,395842467256.669,0.000882352727964512,4
11-42,5min,YP_003044306.1,816442763.4375,154520788.496498,3,ecoli,395842467256.669,395842467256.669,0.00206254465089545,4
11-42,5min,YP_003044307.1,678145525.796875,213783268.344083,2,ecoli,395842467256.669,395842467256.669,0.00171317021767944,4
11-42,5min,YP_003044308.1,2005750552.01432,902382725.725888,3,ecoli,395842467256.669,395842467256.669,0.00506704236641131,4
11-42,5min,YP_003044309.1,600482966.773438,164018891.890804,2,ecoli,395842467256.669,395842467256.669,0.00151697459581586,4
11-42,5min,YP_003044311.1,10217580.09375,719246.788153523,1,ecoli,395842467256.669,395842467256.669,2.58122382991434e-05,4
11-42,5min,YP_003044312.1,23083473.0859375,2210384.55059346,2,ecoli,395842467256.669,395842467256.669,5.8314796908766e-05,4
11-42,5min,YP_003044314.1,49851418.5136719,10184870.9621184,2,ecoli,395842467256.669,395842467256.669,0.000125937519688477,4
11-42,5min,YP_003044315.1,253879265.453125,47069216.7663837,2,ecoli,395842467256.669,395842467256.669,0.000641364397338668,4
11-42,5min,YP_003044316.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044317.1,136191276.411458,70691663.7157309,3,ecoli,395842467256.669,395842467256.669,0.000344054232875298,4
11-42,5min,YP_003044319.1,22619601.5,18493500.535056,2,ecoli,395842467256.669,395842467256.669,5.71429378377767e-05,4
11-42,5min,YP_003044321.1,6150680.30729167,2725579.59436401,3,ecoli,395842467256.669,395842467256.669,1.55382022295842e-05,4
11-42,5min,YP_003044322.1,37006769.9921875,5687345.85399421,1,ecoli,395842467256.669,395842467256.669,9.34886300822086e-05,4
11-42,5min,YP_003044323.1,396085474.662109,74743728.1820843,2,ecoli,395842467256.669,395842467256.669,0.00100061389927949,4
11-42,5min,YP_003044326.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044328.1,85666586.3164062,80484821.5439933,2,ecoli,395842467256.669,395842467256.669,0.000216415855807757,4
11-42,5min,YP_003044330.1,21496716.046875,4010183.50915363,1,ecoli,395842467256.669,395842467256.669,5.4306240045074e-05,4
11-42,5min,YP_003044331.1,35014248.0833333,16071819.3947387,3,ecoli,395842467256.669,395842467256.669,8.84550066747378e-05,4
11-42,5min,YP_003044332.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044335.1,18252251.125,10016924.9505449,2,ecoli,395842467256.669,395842467256.669,4.61098862168445e-05,4
11-42,5min,YP_003044338.1,136448765.078125,41069866.0224231,2,ecoli,395842467256.669,395842467256.669,0.000344704715549507,4
11-42,5min,YP_003044341.1,73081571.1484375,5698690.17258638,2,ecoli,395842467256.669,395842467256.669,0.000184622866906927,4
11-42,5min,YP_003044343.1,21128870.2910156,6464471.31715964,2,ecoli,395842467256.669,395842467256.669,5.33769669470947e-05,4
11-42,5min,YP_003044345.1,59043378.5,13612095.0514761,2,ecoli,395842467256.669,395842467256.669,0.000149158777503566,4
11-42,5min,YP_003044346.1,204739278.666667,92769671.1894923,3,ecoli,395842467256.669,395842467256.669,0.000517224137383701,4
11-42,5min,YP_003044347.1,35835251.703125,7889969.34630322,1,ecoli,395842467256.669,395842467256.669,9.05290732231845e-05,4
11-42,5min,YP_003044348.1,130419445.6875,54740118.9258479,3,ecoli,395842467256.669,395842467256.669,0.000329473102245329,4
11-42,5min,YP_003044349.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044351.1,598318877.722656,63199652.3102473,2,ecoli,395842467256.669,395842467256.669,0.00151150754963009,4
11-42,5min,YP_003044362.1,58739252.1328125,43632904.3880815,2,ecoli,395842467256.669,395842467256.669,0.000148390475988836,4
11-42,5min,YP_003044363.1,23518419.9453125,2827386.318807,1,ecoli,395842467256.669,395842467256.669,5.94135846724674e-05,4
11-42,5min,YP_003044365.1,70158742.1171875,20549894.4378665,2,ecoli,395842467256.669,395842467256.669,0.000177239048158256,4
11-42,5min,YP_003044366.1,178103629.757812,42870971.320294,3,ecoli,395842467256.669,395842467256.669,0.000449935629676459,4
11-42,5min,YP_003044367.1,15171410.703125,2744940.53070154,2,ecoli,395842467256.669,395842467256.669,3.83268900082105e-05,4
11-42,5min,YP_003044370.1,30325122.2734375,11016561.1980635,2,ecoli,395842467256.669,395842467256.669,7.6609067449487e-05,4
11-42,5min,YP_003044372.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044375.1,17528886.734375,1683441.08845558,1,ecoli,395842467256.669,395842467256.669,4.42824815029486e-05,4
11-42,5min,YP_003044376.1,1573581.125,1034107.78181618,1,ecoli,395842467256.669,395842467256.669,3.9752711120297e-06,4
11-42,5min,YP_003044377.1,31086505.9257812,11800258.5040601,2,ecoli,395842467256.669,395842467256.669,7.85325186082785e-05,4
11-42,5min,YP_003044378.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044379.1,38148706.6855469,10346297.0852396,2,ecoli,395842467256.669,395842467256.669,9.63734562133547e-05,4
11-42,5min,YP_003044380.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044383.1,22275691.6230469,5811224.12945761,2,ecoli,395842467256.669,395842467256.669,5.62741329332991e-05,4
11-42,5min,YP_003044388.1,75976892.8203125,4332761.38416526,3,ecoli,395842467256.669,395842467256.669,0.000191937194982791,4
11-42,5min,YP_003044389.1,35595000.515625,6211798.237302,2,ecoli,395842467256.669,395842467256.669,8.99221368599261e-05,4
11-42,5min,YP_003044390.1,72856438.6328125,7681911.76022551,2,ecoli,395842467256.669,395842467256.669,0.000184054124201817,4
11-42,5min,YP_003044393.1,337078688.386719,39298932.5488638,2,ecoli,395842467256.669,395842467256.669,0.000851547563157626,4
11-42,5min,YP_003044394.1,62294378.6067708,33833542.1680498,3,ecoli,395842467256.669,395842467256.669,0.000157371640891624,4
11-42,5min,YP_003044397.1,316975263.375,8482651.05631874,2,ecoli,395842467256.669,395842467256.669,0.000800761135033724,4
11-42,5min,YP_003044399.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044401.1,24699449.5247396,5816878.8669391,3,ecoli,395842467256.669,395842467256.669,6.23971695000682e-05,4
11-42,5min,YP_003044402.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044405.1,429037728.320312,47209693.3709163,1,ecoli,395842467256.669,395842467256.669,0.00108385977708177,4
11-42,5min,YP_003044412.1,70076054.9453125,51690969.8568249,2,ecoli,395842467256.669,395842467256.669,0.000177030159070513,4
11-42,5min,YP_003044414.1,52407334.4140625,33482767.3759683,2,ecoli,395842467256.669,395842467256.669,0.000132394421390065,4
11-42,5min,YP_003044417.1,39233014.9375,2636356.50526762,1,ecoli,395842467256.669,395842467256.669,9.91126980624361e-05,4
11-42,5min,YP_003044417.1; YP_003044634.1,7932947.84375,2732248.80266041,1,ecoli,395842467256.669,395842467256.669,2.00406689527988e-05,4
11-42,5min,YP_003044418.1,62821918.703125,31277707.0184723,2,ecoli,395842467256.669,395842467256.669,0.000158704343014289,4
11-42,5min,YP_003044418.1; YP_003044633.1,15660867.59375,7372750.7216122,1,ecoli,395842467256.669,395842467256.669,3.95633841469448e-05,4
11-42,5min,YP_003044419.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044421.1,72670427.71875,13592863.4378002,2,ecoli,395842467256.669,395842467256.669,0.000183584212735895,4
11-42,5min,YP_003044422.1,0,0,0,ecoli,395842467256.669,395842467256.669,0,4
11-42,5min,YP_003044425.1,281235810.286458,83303707.2687829,3,ecoli,395842467256.669,395842467256.669,0.000710474073778703,4
