time	phi0L	A1	A2	A3	B	C	phi1.1A	phi1.1B	phi1.3	phi1.5	phi1.6	phi2.5	phi3.8	phi4c	phi4.3	phi4.7	phi6.5	phi9	phi13	phi17	phiOR	coli Pol	coli Pol-P	coli Pol-2.0	coli Pol-P-2.0	gp1	gp1-3.5
0.007168579772659275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.004406035891584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.006919870861262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.007535648032297	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0
20.001304764805813	0	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2056	0	0	0	0	0
25.000597197920175	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3432	0	0	0	0	0
30.00010085096057	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5001	0	0	0	0	0
35.00015683773364	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6310	0	0	0	0	0
40.000291249593616	0	2	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7635	0	0	0	0	0
45.00044681966548	0	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9216	0	0	0	0	0
50.00112265634421	0	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11496	0	0	0	0	0
55.000309842361126	0	1	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13582	0	0	0	0	0
60.000290620466394	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15856	0	0	0	0	0
65.00010572406396	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16662	0	0	0	0	0
70.00014284996365	0	1	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18031	0	0	0	0	0
75.00026296556098	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18910	0	0	0	0	0
80.00040846839099	0	3	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20550	0	0	0	0	0
85.00008162019465	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22114	35	0	0	0	0
