time	phi0L	A1	A2	A3	B	C	phi1.1A	phi1.1B	phi1.3	phi1.5	phi1.6	phi2.5	phi3.8	phi4c	phi4.3	phi4.7	phi6.5	phi9	phi13	phi17	phiOR	coli Pol	coli Pol-P	coli Pol-2.0	coli Pol-P-2.0	gp1	gp1-3.5
0.010381429708411764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.005791165403271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.003919211743188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.012510229219718	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0
20.00475405503693	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753	0	0	0	0	0
25.00074498682131	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1490	0	0	0	0	0
30.00179432780919	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2415	0	0	0	0	0
35.00000070454895	0	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3712	0	0	0	0	0
40.000544799975366	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5112	0	0	0	0	0
45.000635487296144	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6377	0	0	0	0	0
50.00002427603162	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7628	0	0	0	0	0
55.00053446818117	0	2	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9205	0	0	0	0	0
60.00169377480781	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10858	0	0	0	0	0
65.00010402248573	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11110	0	0	0	0	0
70.00021018125211	0	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13120	0	0	0	0	0
75.00019905002469	0	1	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15675	0	0	0	0	0
80.00038371476121	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17461	0	0	0	0	0
85.00010051345222	0	3	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18935	188	0	0	0	0
90.00015056491867	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19933	260	0	0	0	0
95.00008565451103	0	2	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22283	519	0	0	0	0
100.00033579288431	0	4	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25035	715	0	0	0	0
105.00004671003857	0	4	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26034	953	0	0	0	0
110.00011753970327	0	3	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28415	1500	0	0	0	0
115.00034849027291	0	2	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29890	1469	0	0	0	0
120.0002498484094	0	4	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31893	1997	0	0	0	0
125.00016779937118	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33285	2371	0	0	0	0
130.00003912975214	0	3	2	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35375	2761	0	0	0	0
135.00016123274708	3	2	2	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38018	3168	0	0	682	0
140.0000311733257	7	4	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38906	3954	0	0	2573	0
145.00002129554073	3	3	0	1	1	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	39546	4820	0	0	2203	0
150.00006065050124	6	2	4	1	1	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	40311	5140	0	0	4822	0
155.0000248768636	4	1	1	3	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	41672	6010	0	0	8136	0
