time	phi0L	A1	A2	A3	B	C	phi1.1A	phi1.1B	phi1.3	phi1.5	phi1.6	phi2.5	phi3.8	phi4c	phi4.3	phi4.7	phi6.5	phi9	phi13	phi17	phiOR	coli Pol	coli Pol-P	coli Pol-2.0	coli Pol-P-2.0	gp1	gp1-3.5
2.841514785880059E-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.0006493026929455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.006726535383072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.011528971302562	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0
20.000127755139047	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924	0	0	0	0	0
25.000338956912056	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3034	0	0	0	0	0
30.001131871041306	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4263	0	0	0	0	0
35.001087269217926	0	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6332	0	0	0	0	0
40.000198941144646	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7084	0	0	0	0	0
45.00036299150947	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8988	0	0	0	0	0
50.000095537119705	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9806	0	0	0	0	0
55.00075325121607	0	3	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12159	0	0	0	0	0
60.00002083063515	0	2	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13605	0	0	0	0	0
65.00022045420596	0	3	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15859	0	0	0	0	0
70.0003335608582	0	2	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18144	0	0	0	0	0
75.00047700837727	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20235	0	0	0	0	0
80.00011377293592	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21786	0	0	0	0	0
85.00038278273745	0	2	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22991	0	0	0	0	0
90.0000682274125	0	2	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26191	0	0	0	0	0
95.00021251204296	0	3	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27854	0	0	0	0	0
100.00000345500914	0	1	2	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30524	0	0	0	0	0
105.00016181848041	0	0	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32572	0	0	0	0	0
110.00011022510888	0	0	5	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34227	146	0	0	0	0
115.00001961420732	0	0	3	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36517	232	0	0	0	0
120.00007279988182	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37835	323	0	0	0	0
125.0000185014142	0	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39691	538	0	0	0	0
130.0000023597416	0	2	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41115	892	0	0	0	0
135.00001050322513	0	4	4	3	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42134	1829	0	0	108	0
140.0000749463649	3	2	2	2	4	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	43943	2442	0	0	1076	0
145.00010738019463	5	1	2	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	42869	3395	0	0	3703	0
150.00003527815656	4	0	3	1	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	43023	4179	0	0	3105	0
155.00001670537787	1	1	2	1	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	43962	5342	0	0	6254	0
160.000144432574	2	5	1	1	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	44238	6559	0	0	8637	0
165.00003172304517	6	3	2	0	2	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	44313	8383	0	0	11856	0
170.00000113565952	3	2	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	44059	9304	0	0	11654	0
175.00000619777813	1	1	1	1	0	0	3	5	2	2	0	0	0	0	0	0	0	0	0	0	0	43622	10072	0	0	15026	0
180.00000970620417	4	3	2	1	0	1	2	3	0	8	2	0	0	0	0	0	0	0	0	0	0	42187	10677	0	0	28823	0
185.00001357622924	1	3	4	1	0	0	3	1	0	7	6	4	0	0	0	0	0	0	0	0	0	40535	12887	0	0	39760	0
190.0000044956127	2	1	2	0	2	0	2	2	1	3	3	3	1	0	0	0	0	0	0	0	0	36918	14415	0	0	58176	0
195.00003020504508	5	3	0	1	0	0	0	0	1	4	3	3	4	1	0	0	0	0	0	0	0	35033	15568	0	0	75354	0
200.00002082728238	3	2	1	1	0	0	2	2	2	6	3	7	4	3	2	0	0	0	0	0	0	33701	16242	0	0	102861	0
205.00003839553298	3	2	2	0	1	2	1	1	3	1	3	5	3	1	9	6	0	0	0	0	0	32634	17206	0	0	127242	0
210.00000472960548	3	1	2	2	0	0	2	3	1	1	4	8	4	11	3	2	0	0	0	0	0	30741	18916	0	0	159830	0
215.00000156085906	3	1	1	1	0	2	1	3	1	1	5	2	1	6	3	4	0	0	0	0	0	28151	18390	0	0	191375	0
220.00002277516745	0	0	2	3	0	1	3	0	1	2	3	2	2	1	3	1	0	0	0	0	0	27615	21700	0	0	199506	389
225.0000024059886	4	3	2	3	2	0	2	3	1	4	5	3	3	1	2	2	1	0	0	0	0	25870	21816	0	0	230592	1400
230.00000877819596	2	1	2	1	2	1	2	3	1	3	1	2	2	5	2	4	2	0	0	0	0	23207	23620	0	0	243231	1520
235.0000033200637	1	0	0	3	1	1	2	5	4	2	1	2	1	6	1	6	3	3	0	0	0	21257	25409	0	0	249873	3667
240.00001851922437	0	1	1	0	0	0	2	2	3	2	1	1	8	8	5	3	8	9	0	0	0	19075	25115	0	0	303538	5857
245.00000313969085	1	2	1	1	2	1	2	4	3	3	1	1	4	4	0	0	12	5	0	0	0	15687	27200	0	0	355206	7585
250.00001018616013	0	3	3	2	2	0	2	3	2	1	1	1	1	6	1	4	4	7	0	0	0	11308	27158	0	0	348996	8269
255.00001312776982	0	4	1	0	2	0	1	3	0	2	3	0	2	3	5	1	2	5	0	0	0	10284	28194	0	0	398383	10357
260.00001300290234	2	3	3	0	3	0	0	1	2	5	1	0	1	3	1	3	4	4	2	0	0	10157	30472	0	0	418547	14411
265.00000439904915	2	3	0	1	4	1	9	2	4	4	4	0	1	3	2	3	5	5	2	0	0	9265	34267	0	0	418035	13894
270.00000693397976	7	3	1	1	0	0	1	1	0	3	2	2	2	5	2	2	6	3	9	0	0	7873	34376	0	0	423182	16027
275.00001776995606	0	2	1	1	0	0	2	3	2	2	1	1	0	6	0	5	3	9	18	0	0	6908	32083	0	0	373600	19747
280.00000123520175	0	0	2	1	1	0	1	2	2	1	0	0	2	2	2	0	6	7	3	0	0	6249	33616	0	0	380237	25531
285.0000074052672	3	4	3	0	2	2	0	3	1	0	0	3	2	2	2	1	3	8	4	0	0	5017	32857	0	0	363318	27619
290.00000576014094	0	0	1	1	0	2	2	0	0	0	1	1	2	0	0	4	14	8	12	0	0	4366	38358	0	0	372643	28843
295.0000069811233	2	1	2	1	1	1	5	1	0	1	0	3	4	3	0	3	8	4	12	2	0	3198	39392	0	0	355045	23611
300.0000032962344	2	1	2	0	1	0	0	0	4	0	1	3	7	4	0	4	7	1	16	4	0	2122	37829	0	0	408606	25258
305.0000026824251	1	4	4	2	0	2	0	2	1	0	0	1	4	4	2	1	5	3	3	3	0	1018	36960	0	0	483073	30768
310.0000020492717	1	3	1	2	1	1	0	2	3	0	1	3	0	3	2	2	4	7	4	3	0	702	41463	0	0	480205	34282
315.0000027018369	0	1	0	0	0	0	3	7	2	1	1	1	3	1	0	4	13	11	4	4	6	491	41760	0	0	455037	35138
320.00002054799876	3	0	0	3	0	0	0	2	0	0	0	0	3	2	1	6	7	5	4	3	6	389	37549	0	0	440684	39714
325.0000021453548	0	0	0	1	0	2	1	0	0	0	1	0	1	1	4	1	16	3	8	5	6	135	38606	0	0	501372	42044
330.00001169166296	2	0	0	1	1	1	0	1	1	3	1	1	3	2	2	1	10	13	3	6	9	0	36393	0	0	512835	45468
335.0000062987487	1	0	2	0	0	0	0	0	3	0	5	5	2	0	1	9	7	1	3	3	2	0	33283	0	0	497920	46330
340.0000004847522	1	3	3	2	1	1	0	1	2	1	2	3	0	2	0	1	9	2	6	4	1	0	33969	0	0	531563	51447
345.00000371258267	1	3	1	1	0	0	1	0	1	1	1	2	0	2	0	6	7	5	1	1	4	0	34288	0	0	477830	50743
350.0000065124134	3	1	1	0	0	0	0	1	5	0	2	3	2	6	2	5	4	8	3	4	5	0	30250	0	0	504981	60781
355.0000017585559	3	2	1	1	0	0	0	2	2	2	2	3	3	2	1	1	5	0	1	8	8	0	26332	0	0	482559	57984
360.00001138510777	1	3	2	0	0	0	0	0	0	0	2	0	5	4	3	4	3	0	5	4	7	0	25130	0	0	464684	54040
365.0000007408145	2	1	0	0	0	0	0	1	3	0	2	1	2	4	0	2	3	3	11	2	12	0	26933	0	0	395646	44871
370.0000035566686	4	0	2	1	0	0	1	1	0	0	1	2	9	2	1	1	0	0	7	5	4	0	32443	0	0	465501	49835
375.00000043649777	3	0	2	1	0	2	1	1	1	2	1	0	1	2	2	4	1	10	7	2	1	0	35949	0	0	439876	46649
380.0000006786916	3	2	1	3	2	0	0	1	1	0	1	1	1	1	0	2	2	0	7	4	8	0	32674	0	0	384625	53005
385.000003135036	0	2	0	0	0	0	1	2	2	1	0	2	9	2	0	1	7	4	4	2	10	0	39716	0	0	412159	58041
390.0000066493551	3	0	1	1	0	0	0	0	3	1	3	0	4	4	2	5	0	4	4	0	6	0	41010	0	0	341807	53855
395.00000280984625	3	1	2	1	1	0	0	2	1	4	1	1	3	1	2	2	0	1	5	5	3	0	40176	0	0	311794	46779
400.0000023213345	0	2	2	3	1	0	1	0	1	2	1	0	3	0	5	2	5	6	7	3	2	0	40123	0	0	332909	50255
405.0000028370381	2	5	1	0	0	1	1	1	6	0	2	0	0	2	1	2	1	11	3	4	1	0	37937	0	0	382654	65004
410.0000096628036	3	2	1	0	0	0	1	2	0	0	1	0	2	0	1	0	4	4	2	3	6	0	37258	0	0	397215	68649
415.00001978930936	3	3	0	1	0	1	1	0	2	0	3	0	1	1	3	7	6	5	6	5	4	0	35646	0	0	374758	64747
420.00000051850253	0	2	1	1	0	1	0	0	0	0	1	0	2	4	1	0	8	3	8	5	4	0	34788	0	0	335243	62155
425.00000017032664	0	2	1	1	1	0	2	0	3	3	1	0	5	1	0	5	7	2	8	4	6	0	35842	0	0	330535	61113
430.0000007295551	2	0	0	2	0	0	0	0	5	2	1	1	3	1	3	2	4	0	0	5	1	0	35281	0	0	307312	55773
435.00000151149106	2	0	2	2	0	0	0	0	3	0	0	1	4	2	2	4	2	1	1	0	3	0	33044	0	0	365086	67512
440.00000636294845	0	2	2	0	0	0	1	3	1	0	0	5	5	0	0	0	4	5	5	4	5	0	30440	0	0	408506	73206
445.00001900709935	3	2	1	0	0	0	3	1	1	0	0	5	2	2	2	0	1	3	5	5	6	0	32084	0	0	421957	83640
450.00000895463705	1	1	0	0	0	0	1	0	3	0	0	4	1	1	0	3	5	7	5	10	6	0	31635	0	0	392987	80178
455.00000227886125	0	1	0	0	1	0	0	3	2	0	0	2	1	3	2	4	0	9	7	7	1	0	31247	0	0	357765	79382
460.0000003408883	1	2	4	0	0	0	1	2	0	0	0	1	0	0	2	5	7	5	3	5	2	0	32109	0	0	338207	79193
