time	phi0L	A1	A2	A3	B	C	phi1.1A	phi1.1B	phi1.3	phi1.5	phi1.6	phi2.5	phi3.8	phi4c	phi4.3	phi4.7	phi6.5	phi9	phi13	phi17	phiOR	coli Pol	coli Pol-P	coli Pol-2.0	coli Pol-P-2.0	gp1	gp1-3.5
0.0038211683339823737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.005987331091596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.001633443054818	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0
15.0019937082901	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789	0	0	0	0	0
20.000725386015848	0	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2249	0	0	0	0	0
25.000940349585726	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3126	0	0	0	0	0
30.00364238389816	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4766	0	0	0	0	0
35.000869495421824	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6283	0	0	0	0	0
40.00030634572489	0	6	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8293	0	0	0	0	0
45.000477192740775	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10295	0	0	0	0	0
50.00024396417755	0	4	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12763	0	0	0	0	0
55.00004486850234	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14453	0	0	0	0	0
60.00034951451204	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15424	0	0	0	0	0
65.00115706823428	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17562	0	0	0	0	0
70.00018520868781	0	1	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19408	0	0	0	0	0
75.0000618576758	0	2	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20531	0	0	0	0	0
80.00008156657964	0	5	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22989	0	0	0	0	0
85.00017817859396	0	2	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25069	0	0	0	0	0
90.00026405211875	0	2	3	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27864	0	0	0	0	0
95.00009881367308	0	3	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30630	221	0	0	0	0
100.00010004125414	0	3	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31838	350	0	0	0	0
105.00007657249381	0	4	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33491	376	0	0	0	0
110.00001105286688	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35484	530	0	0	0	0
115.00004506009788	0	1	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36683	691	0	0	0	0
120.00009314181668	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38052	909	0	0	0	0
125.00006552943306	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38885	1505	0	0	0	0
130.00001497881507	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38863	1722	0	0	194	0
135.000120515139	3	0	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	39751	2502	0	0	650	0
140.00004033589565	2	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	39491	2695	0	0	1444	0
145.00016876127265	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	39494	3022	0	0	2395	0
150.00003692304884	7	3	2	1	0	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	39706	3876	0	0	4914	0
155.00002722154343	4	1	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38558	4373	0	0	5092	0
160.0000705927745	5	1	1	2	1	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	39920	5283	0	0	6965	0
165.00003160865765	3	2	2	2	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	40352	6903	0	0	9800	0
170.00001465447417	4	2	2	2	2	1	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	40846	7878	0	0	11418	0
175.00006413136532	6	2	0	1	1	0	2	2	0	4	4	0	0	0	0	0	0	0	0	0	0	38791	9286	0	0	20175	0
180.0000352329924	6	0	1	1	1	1	1	3	1	3	3	4	0	0	0	0	0	0	0	0	0	38288	10537	0	0	32738	0
185.00001052062493	6	0	1	1	0	0	3	3	4	5	5	3	1	0	0	0	0	0	0	0	0	35913	10950	0	0	46873	0
190.0000003721014	1	1	1	3	2	1	1	1	2	9	0	4	2	0	0	0	0	0	0	0	0	34011	11969	0	0	55876	0
195.00001527077137	2	2	4	0	0	1	2	1	2	2	4	2	3	4	1	0	0	0	0	0	0	30536	13957	0	0	78139	0
200.00001411984394	2	3	1	1	0	0	1	3	1	4	2	3	4	5	3	2	0	0	0	0	0	29967	15608	0	0	92307	0
205.0000037453012	1	3	5	0	0	1	1	1	4	3	2	5	5	4	2	2	0	0	0	0	0	28563	16729	0	0	124290	0
