time	phi0L	A1	A2	A3	B	C	phi1.1A	phi1.1B	phi1.3	phi1.5	phi1.6	phi2.5	phi3.8	phi4c	phi4.3	phi4.7	phi6.5	phi9	phi13	phi17	phiOR	coli Pol	coli Pol-P	coli Pol-2.0	coli Pol-P-2.0	gp1	gp1-3.5
9.820492259242156E-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.004994928362155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.001629826146516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.005823625204174	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0
20.00358681174925	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1380	0	0	0	0	0
25.000395738801377	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1937	0	0	0	0	0
30.003908060872384	0	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3654	0	0	0	0	0
35.001521059226924	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4551	0	0	0	0	0
40.00032371656157	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6538	0	0	0	0	0
45.00001367552254	0	2	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7144	0	0	0	0	0
50.00030349698717	0	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9733	0	0	0	0	0
55.000203062155876	0	2	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12743	0	0	0	0	0
60.00011670521373	0	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14406	0	0	0	0	0
65.00051996494199	0	5	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16858	0	0	0	0	0
70.0002411127871	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18754	0	0	0	0	0
75.00010804930304	0	1	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20718	0	0	0	0	0
80.0003278302866	0	5	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23107	0	0	0	0	0
85.0003818321994	0	2	4	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25510	96	0	0	0	0
90.00032110876415	0	2	4	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28322	218	0	0	0	0
95.00011009701375	0	5	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30769	442	0	0	0	0
100.00015795941546	0	2	2	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32524	602	0	0	0	0
105.00026365790171	0	5	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34969	847	0	0	0	0
110.00006590243729	0	3	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37754	921	0	0	0	0
115.00006647976299	0	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39614	997	0	0	0	0
120.00011446687994	0	5	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40995	1507	0	0	0	0
