time	phi0L	A1	A2	A3	B	C	phi1.1A	phi1.1B	phi1.3	phi1.5	phi1.6	phi2.5	phi3.8	phi4c	phi4.3	phi4.7	phi6.5	phi9	phi10	phi13	phi17	phiOR	coli Pol	coli Pol-P	coli Pol-2.0	coli Pol-P-2.0	gp1	gp1-3.5
0.005778941221531028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.003539016440689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.00129039332644	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0
15.003466682739461	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1414	0	0	0	0	0
20.002978935402773	0	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2750	0	0	0	0	0
25.00167096996305	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3585	0	0	0	0	0
30.00206104256532	0	6	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6296	0	0	0	0	0
35.00033772301606	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8251	0	0	0	0	0
40.00041121239617	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9742	0	0	0	0	0
45.00001977659338	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10779	0	0	0	0	0
50.00016423661759	0	3	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12649	0	0	0	0	0
55.00020198575136	0	1	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13970	0	0	0	0	0
60.000117774361854	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16375	0	0	0	0	0
65.00001183914434	0	2	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17800	0	0	0	0	0
70.00029142219157	0	2	3	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19916	0	0	0	0	0
75.00010799344798	0	3	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21986	0	0	0	0	0
80.00004391864985	0	2	2	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24375	0	0	0	0	0
85.00004648790943	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26446	0	0	0	0	0
90.00026898017707	0	0	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27377	42	0	0	0	0
95.00017863700123	0	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29852	231	0	0	0	0
100.00001570909305	0	0	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31338	310	0	0	0	0
105.0003067085418	0	5	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32711	451	0	0	0	0
110.00025721508452	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33540	694	0	0	0	0
115.00013273742547	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33862	975	0	0	0	0
120.00023469515884	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35847	1306	0	0	0	0
125.00007336825026	0	4	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36902	1503	0	0	0	0
130.00005013389236	2	2	3	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40127	2278	0	0	511	0
135.00001216452046	3	1	2	3	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40839	2836	0	0	1688	0
140.0000738919319	3	3	1	3	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41294	3332	0	0	3094	0
145.00001598926463	7	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41599	4311	0	0	4561	0
150.00010224282778	3	2	0	9	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40759	5473	0	0	5667	0
155.00001070107965	4	1	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	41964	6428	0	0	7670	0
160.0000099346319	2	2	3	0	0	1	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42911	7804	0	0	9062	0
165.0000652218492	1	3	2	2	1	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42820	9326	0	0	11814	0
170.00001649088748	3	0	0	0	1	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	41994	9523	0	0	18041	0
175.0000149175119	5	1	1	3	1	2	2	0	1	5	6	4	0	0	0	0	0	0	0	0	0	0	40157	11290	0	0	29301	0
180.00006289641638	2	1	0	0	1	0	0	2	1	2	6	3	0	0	0	0	0	0	0	0	0	0	37407	11688	0	0	38670	0
185.0000321186527	5	1	2	0	0	0	2	2	1	0	6	3	1	0	0	0	0	0	0	0	0	0	39533	12733	0	0	58607	0
190.0000298227378	4	1	1	3	0	0	1	4	2	4	3	4	5	0	0	0	0	0	0	0	0	0	36949	13816	0	0	75828	0
195.0000059581017	5	3	0	0	2	0	0	1	1	2	2	2	3	3	3	0	0	0	0	0	0	0	31975	13729	0	0	81020	0
200.00000927973588	1	2	2	1	3	0	0	0	1	7	2	3	2	3	6	3	0	0	0	0	0	0	28838	14576	0	0	99766	0
205.00000112160149	6	3	1	0	0	0	0	1	7	5	0	2	3	1	3	4	0	0	0	0	0	0	28832	16421	0	0	96179	0
210.00000101857137	5	0	0	1	2	0	2	0	4	4	3	3	1	4	1	4	0	0	0	0	0	0	25962	17308	0	0	127806	0
