time	phi0L	A1	A2	A3	B	C	phi1.1A	phi1.1B	phi1.3	phi1.5	phi1.6	phi2.5	phi3.8	phi4c	phi4.3	phi4.7	phi6.5	phi9	phi10	phi13	phi17	phiOR	coli Pol	coli Pol-P	coli Pol-2.0	coli Pol-P-2.0	gp1	gp1-3.5
0.001224723699188661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.005782933103508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.001229486081574	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
15.000930970233611	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	0	0	0	0	0
20.00402474877655	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	833	0	0	0	0	0
25.00201127200863	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2075	0	0	0	0	0
30.000026687366283	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2751	0	0	0	0	0
35.00005798883147	0	1	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4121	0	0	0	0	0
40.00022799339475	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5541	0	0	0	0	0
45.00003977879656	0	2	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8217	0	0	0	0	0
50.000096660733604	0	1	2	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11544	0	0	0	0	0
55.00023562321176	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12859	0	0	0	0	0
60.000369456612205	0	4	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15509	0	0	0	0	0
65.00020833592994	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16656	0	0	0	0	0
70.00006811598348	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17072	0	0	0	0	0
75.0004517316551	0	1	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19143	0	0	0	0	0
80.00053577366128	0	4	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21032	0	0	0	0	0
85.00014310258659	0	3	1	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23283	0	0	0	0	0
90.00002406483509	0	3	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25911	0	0	0	0	0
95.0000124573174	0	2	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27842	0	0	0	0	0
100.00009183833711	0	1	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29619	0	0	0	0	0
